seed,best_episode,selected_policy_scale,evaluation_return_per_step,evaluation_economic_cost_mean,sac_incremental_cost_reduction_percent,holdout_sac_incremental_cost_reduction_percent,constraint_violation_rate,holdout_constraint_violation_rate,qp_intervention_rate,safe_action_mapping_rate,requested_residual_state_dependence_norm,applied_residual_state_dependence_norm,rpi_area,x_minus_z_area,uncovered_final_hull_vertices,sac_positive_increment_learned,training_seconds,initial_rpi_area,optimized_rpi_area,rpi_area_reduction_percent,initial_x_minus_z_area,optimized_x_minus_z_area,x_minus_z_area_increase_percent,initial_invariant_area,optimized_invariant_area,theta_only_economic_cost_mean,safe_sac_economic_cost_mean,safe_reference_cost,normalized_safe_performance_gap,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,best_nonzero_policy_episode,best_nonzero_policy_scale,best_nonzero_cost_reduction_percent,best_nonzero_incremental_return,best_nonzero_violation_rate,best_nonzero_intervention_rate,best_nonzero_mapping_rate
42.0,0.0,0.0,-0.8873357876246905,6388.034197447298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184390194660182,1329.1304696225525,1.0,0.0,3558.810481786728,23.839153737989818,19.184390194660182,19.525707978097625,969.8229723612568,1329.1304696225525,37.04877152852742,604.943984762114,1220.3497793940016,6388.034197447298,6388.034197447298,6389.039849542907,nan,0.0,0.0,0.0,175.0,0.25,5.030914048674644e-05,-3.3042010194606064e-07,0.0,0.0,0.7328333333333333
2027.0,0.0,0.0,-0.9129892796792376,6393.164895858209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184390194660182,1329.1304696225525,3.0,0.0,3526.271880865097,23.839153737989818,19.184390194660182,19.525707978097625,969.8229723612568,1329.1304696225525,37.04877152852742,604.943984762114,1220.3497793940016,6393.164895858209,6393.164895858209,6389.039849542907,-1.0,0.0,0.0,0.0,1.0,0.25,0.0,-3.477731751255764e-05,0.0,0.0,1.0
314159.0,0.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184390194660182,1329.1304696225525,2.0,0.0,3512.9761996269226,23.839153737989818,19.184390194660182,19.525707978097625,969.8229723612568,1329.1304696225525,37.04877152852742,604.943984762114,1220.3497793940016,6392.110897518553,6392.110897518553,6389.039849542907,-1.0,0.0,0.0,0.0,125.0,0.75,8.740415433003794e-07,-0.00013120897270935128,0.0,0.0,0.9994999999999999
