time_min,X2,P2,P100,F200,F1,X1,T1,T200,actor_a1,actor_a2,residual_P100,residual_F200,applied_residual_P100,applied_residual_F200,execution_mask,w_hat_1,w_hat_2,w_est_1,w_est_2,residual_feasible_scale,residual_requested_norm,residual_applied_norm,residual_execution_ratio,feasible_action_mapping_scale,feasible_action_mapping_gap,base_P100_norm,base_F200_norm,candidate_P100_norm,candidate_F200_norm,qp_nominal_P100_norm,qp_nominal_F200_norm,hinf_feedback_P100_norm,hinf_feedback_F200_norm,reward,economic_cost,economic_reward,projection_penalty,mapping_penalty,move_penalty,safety_penalty,state_excess_squared,input_excess_squared,rpi_excess_squared,violation,rpi_violation,projection_gap,robust_state_violation,robust_input_violation,robust_region_violation,e_X2_norm,e_P2_norm,w_X2_norm,w_P2_norm
0.0,29.47282589971321,53.24836010923595,212.61400297473807,215.0590060826349,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011477990775364544,1.690564988880705e-05,-2.2955981550729082e-05,3.3811299777614093e-06,0.04402727084297016,0.0,0.0,0.0,0.04402727084297016,0.0,-0.10008655815261927,-0.000911388573650877,-0.10008655815261927,-0.000911388573650877,-0.10008655815261927,-0.000911388573650877,0.0,0.0,1.1310865041380156,6194.062912456235,1.1310865041380156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.00011477990775364544,1.690564988880705e-05,-0.00011477990775364544,1.690564988880705e-05
0.016666666666666666,29.461380599062192,53.24723896498793,212.91952939374153,215.06613880051648,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011415829804886646,1.6908596700122847e-05,-4.119644485035655e-05,6.086623322233696e-06,0.044045708942033523,0.0,0.0,0.0,0.044045708942033523,0.0,-0.09796897904014501,-0.0009132416489336265,-0.09796897904014501,-0.0009132416489336265,-0.09796897904014501,-0.0009132416489336265,0.0009376850775601909,7.31802540985499e-05,1.0914892276770842,6201.982367748421,1.0914892276770842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0002228419141744424,3.456566347748158e-05,-0.00011415829804886646,1.6908596700122847e-05
0.03333333333333333,29.450270768320593,53.24617144004453,213.214131798793,215.07317267804453,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011357231759364858,1.6911444710977774e-05,-5.567161939901496e-05,8.251587599982512e-06,0.04406361799354318,0.0,0.0,0.0,0.04406361799354318,0.0,-0.0959025368588159,-0.0009150415536079636,-0.0959025368588159,-0.0009150415536079636,-0.0959025368588159,-0.0009150415536079636,0.0018172669467459062,0.0001453189340532092,1.053295311866882,6209.621150910461,1.053295311866882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.00032460674438016673,5.2931288594963016e-05,-0.00011357231759364858,1.6911444710977774e-05
0.05,29.439484417317445,53.24515562581007,213.4982980959913,215.0801138290049,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011301968148921815,1.6914198172183342e-05,-6.71412318170556e-05,9.984109714422678e-06,0.04408101082870628,0.0,0.0,0.0,0.04408101082870628,0.0,-0.0938859941908642,-0.0009167895772424458,-0.0938859941908642,-0.0009167895772424458,-0.0938859941908642,-0.0009167895772424458,0.0026423872507771017,0.0002164784672913124,1.016443007143721,6216.991611855094,1.016443007143721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.00042046869654477695,7.195682840088757e-05,-0.00011301968148921815,1.6914198172183342e-05
0.06666666666666667,29.42901008971823,53.24418969738677,213.77249032411004,215.0869679768911,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011249826805852237,1.691686111849125e-05,-7.621263906534895e-05,1.1370659995236392e-05,0.04409789996821951,0.0,0.0,0.0,0.04409789996821951,0.0,-0.09191814356259094,-0.0009184869781985497,-0.09191814356259094,-0.0009184869781985497,-0.09191814356259094,-0.0009184869781985497,0.0034164589036911742,0.00028671734710958416,0.9808738056379661,6224.105452156245,0.9808738056379661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0005107973214383242,9.159944954106533e-05,-0.00011249826805852237,1.691686111849125e-05
0.08333333333333333,29.418836834506074,53.243271909191165,214.03714618029474,215.09374048026572,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011200610600178157,1.6919437380212565e-05,-8.337133245263546e-05,1.2480415472231626e-05,0.044114297629783104,0.0,0.0,0.0,0.044114297629783104,0.0,-0.08999780671975396,-0.0009201349843858458,-0.08999780671975396,-0.0009201349843858458,-0.08999780671975396,-0.0009201349843858458,0.00414268062270147,0.00035609038704312833,0.9465322509334555,6230.973763097147,0.9465322509334555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0005959389927921166,0.00011181900248712767,-0.00011200610600178157,1.6919437380212565e-05
0.1,29.408954179181052,53.24240059082744,214.29268044959503,215.10043635641685,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011154136265287273,1.6921930594077095e-05,-8.900533849268292e-05,1.336871849660072e-05,0.044130215735433,0.0,0.0,0.0,0.044130215735433,0.0,-0.08812383392049097,-0.000921734793998901,-0.08812383392049097,-0.000921734793998901,-0.08812383392049097,-0.000921734793998901,0.004824050516441123,0.0004246489581676152,0.9133657597892761,6237.607061325983,0.9133657597892761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0006762183758470021,0.00013257785326903013,-0.00011154136265287273,1.6921930594077095e-05
0.11666666666666667,29.399352104565263,53.24157414320154,214.53948634473133,215.1070603034304,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011110233323026464,1.692434421636524e-05,-9.342473744019926e-05,1.4079843640553624e-05,0.044145665918695585,0.0,0.0,0.0,0.044145665918695585,0.0,-0.08629510324535264,-0.0009232875762363469,-0.08629510324535264,-0.0009232875762363469,-0.08629510324535264,-0.0009232875762363469,0.005463378792665975,0.0004924412105403598,0.8813244550293029,6244.015322277977,0.8813244550293029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0007519398009152439,0.00015384072586546726,-0.00011110233323026464,1.692434421636524e-05
0.13333333333333333,29.390021021109344,53.24079103486105,214.77793676204018,215.11361672078962,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011068743099370074,1.6926681529295245e-05,-9.687727615089955e-05,1.4649211218301948e-05,0.0441606595315693,0.0,0.0,0.0,0.0441606595315693,0.0,-0.08451051992403251,-0.0009247944720025485,-0.08451051992403251,-0.0009247944720025485,-0.08451051992403251,-0.0009247944720025485,0.006063299644434191,0.0005595122798989173,0.8503610088605091,6250.208011511736,0.8503610088605091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.000823388548306575,0.00017557455455748452,-0.00011068743099370074,1.6926681529295245e-05
0.15,29.380951746603287,53.24004979854657,215.0083854591266,215.12010972860438,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00011029517822646814,1.69289456548663e-05,-9.956085656601327e-05,1.5105158105614818e-05,0.044175207651337256,0.0,0.0,0.0,0.044175207651337256,0.0,-0.08276901567838901,-0.0009262565945922933,-0.08276901567838901,-0.0009262565945922933,-0.08276901567838901,-0.0009262565945922933,0.006626282369654876,0.0006259044806360264,0.8204304959333877,6256.19411409716,0.8204304959333877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0008908320505250991,0.0001977483456108535,-0.00011029517822646814,1.69289456548663e-05
