time_min,X2,P2,P100,F200,F1,X1,T1,T200,actor_a1,actor_a2,residual_P100,residual_F200,applied_residual_P100,applied_residual_F200,execution_mask,w_hat_1,w_hat_2,w_est_1,w_est_2,residual_feasible_scale,residual_requested_norm,residual_applied_norm,residual_execution_ratio,feasible_action_mapping_scale,feasible_action_mapping_gap,base_P100_norm,base_F200_norm,candidate_P100_norm,candidate_F200_norm,qp_nominal_P100_norm,qp_nominal_F200_norm,hinf_feedback_P100_norm,hinf_feedback_F200_norm,reward,economic_cost,economic_reward,projection_penalty,mapping_penalty,move_penalty,safety_penalty,state_excess_squared,input_excess_squared,rpi_excess_squared,violation,rpi_violation,projection_gap,robust_state_violation,robust_input_violation,robust_region_violation,e_X2_norm,e_P2_norm,w_X2_norm,w_P2_norm
0.0,29.47282589971321,53.24836010923595,212.16587100235117,215.43971124049477,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8482091,0.86470306,-0.101785089969635,0.08647030591964722,-0.004481319723869212,0.0038070515785987935,1.0,-0.0001152487481875207,1.690959575599907e-05,-2.3049749637504136e-05,3.381919151199813e-06,0.04402727084297016,0.13355642382889737,0.0058801248447333835,0.0440272708429702,0.04402727084297016,0.0,-0.10008655815261927,-0.000911388573650877,-0.10456787787648848,0.002895663004947917,-0.10456787787648848,0.002895663004947917,0.0,0.0,1.1832296186894098,6183.6342203942195,1.1832299644480917,0.0,0.0,3.45758681896508e-07,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0001152487481875207,1.690959575599907e-05,-0.0001152487481875207,1.690959575599907e-05
0.016666666666666666,29.460959107509435,53.247156255011475,212.50116925068198,215.46093161313397,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8093554,0.8962881,-0.09712264537811278,0.08962880969047547,-0.004277962855591386,0.00394788174430359,1.0,-0.00011457448649980842,1.6913151291236828e-05,-4.135469700996499e-05,6.088165579207216e-06,0.04404701744826493,0.1321594936876429,0.00582123152441347,0.04404701744826496,0.04404701744826493,0.0,-0.09787856806200289,-0.0009133731570975872,-0.10215653091759427,0.0030345085872060034,-0.10215653091759427,0.0030345085872060034,0.0009416355244142126,7.335814413370597e-05,1.1399125071874507,6192.297711723973,1.1399125077993222,0.0,0.0,6.118715144820579e-10,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0002237009853876433,3.457740775366508e-05,-0.00011457448649980842,1.6913151291236828e-05
0.03333333333333333,29.44945786619201,53.24601058844977,212.80625002586152,215.4694093896854,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8057152,0.8991681,-0.09668582439422607,0.08991680741310121,-0.004260574583024979,0.003962289887387975,1.0,-0.00011395826420683083,1.6916165594869914e-05,-5.587541044933815e-05,8.253765582339755e-06,0.04406617629543033,0.13203477153445548,0.005818267519564177,0.0440661762954303,0.04406617629543033,0.0,-0.09572801019406851,-0.0009152986693755165,-0.09998858477709349,0.003046991218012458,-0.09998858477709349,0.003046991218012458,0.0018244971357085824,0.0001456532788416359,1.100340042190417,6200.2122048447345,1.1003400421955165,0.0,0.0,5.0994660998375374e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0003258042723700942,5.295368540614992e-05,-0.00011395826420683083,1.6916165594869914e-05
0.05,29.43829188377657,53.244918473837345,213.0996006610753,215.47767859273876,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8039974,0.90179634,-0.09647968769073487,0.09017963409423829,-0.00425328722341882,0.003975550654093194,1.0,-0.00011337827500353462,1.691907146544533e-05,-6.737598336017744e-05,9.986826758960869e-06,0.04408479468810794,0.13206322933455944,0.005821980351062565,0.04408479468810793,0.04408479468810794,0.0,-0.09362974892192338,-0.0009171698646194984,-0.0978830361453422,0.003058380789473696,-0.0978830361453422,0.003058380789473696,0.0026524548560952084,0.00021695573791403406,1.0622670505490284,6207.826803173574,1.0622670505513179,0.0,0.0,2.2895354363973486e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.00042195871591982695,7.199235095726314e-05,-0.00011337827500353462,1.691907146544533e-05
0.06666666666666667,29.427448416411092,53.24387787715241,213.3815201804081,215.48590268508897,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.804566,0.9045304,-0.09654792308807372,0.09045304059982301,-0.004258042235238263,0.003989240315697107,1.0,-0.00011283234863060376,1.692187518477148e-05,-7.64672564142627e-05,1.137383644412299e-05,0.04410288796532632,0.13229986396959684,0.005834806078479046,0.044102887965326354,0.04410288796532632,0.0,-0.09158231519771087,-0.0009189882844404412,-0.09584035743294914,0.003070252031256666,-0.09584035743294914,0.003070252031256666,0.0034289713370300227,0.00028732541963311163,1.0256535347693043,6215.149506329557,1.0256535347714044,0.0,0.0,2.100169722326971e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0005125392982655574,9.165023372473269e-05,-0.00011283234863060376,1.692187518477148e-05
0.08333333333333333,29.41691508072654,53.2428868136883,213.65333186347408,215.49378538283642,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.80580974,0.906686,-0.09669716835021973,0.09066860079765321,-0.004266324675682012,0.004000341431835846,1.0,-0.00011231748518479578,1.692458108096956e-05,-8.363730216836932e-05,1.2483985371492303e-05,0.0441204716587993,0.13255616748214674,0.005848440630595107,0.04412047165879929,0.0441204716587993,0.0,-0.08958423635844232,-0.0009207554898146099,-0.09385056103412433,0.003079585942021236,-0.09385056103412433,0.003079585942021236,0.004157291768864992,0.00035681848634294114,0.9903391880447414,6222.212375674506,0.9903391880466598,0.0,0.0,1.918335992300188e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0005978964890635992,0.00011188688595582807,-0.00011231748518479578,1.692458108096956e-05
0.1,29.406680812172894,53.24194352489967,213.91545145999177,215.50141472568166,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.80775416,0.90845156,-0.09693049907684326,0.09084515571594239,-0.004278275598790626,0.004009683398614644,1.0,-0.00011183173599475099,1.6927194658337974e-05,-8.927618893364566e-05,1.3372627228861436e-05,0.044137558761550844,0.132847145126795,0.005863548674338192,0.04413755876155088,0.044137558761550844,0.0,-0.08763424708845005,-0.0009224727865735584,-0.09191252268724068,0.0030872106120410853,-0.09191252268724068,0.0030872106120410853,0.004840449387158368,0.00042548724477565705,0.9562708818013972,6229.026036923098,0.9562708818036981,0.0,0.0,2.3009690644417034e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0006783587013037863,0.00013266440655437112,-0.00011183173599475099,1.6927194658337974e-05
0.11666666666666667,29.396735004521613,53.24104632156078,214.16844453646203,215.50881056235156,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8101009,0.90986145,-0.09721210956573487,0.0909861445426941,-0.00429231923838172,0.004017416969875564,1.0,-0.00011137313527803325,1.692972112948138e-05,-9.369557820252316e-05,1.4084046008985426e-05,0.04415416204376526,0.1331490621257411,0.00587908526507534,0.04415416204376526,0.04415416204376526,0.0,-0.08573110982698925,-0.0009241414581528969,-0.09002342906537097,0.0030932755117226668,-0.09002342906537097,0.0030932755117226668,0.005481286529991399,0.0004933807117930702,0.9233780171870639,6235.604609845911,0.9233780171896342,0.0,0.0,2.5703193741225927e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0007542335397047149,0.0001539472808597328,-0.00011137313527803325,1.692972112948138e-05
0.13333333333333333,29.387067646851964,53.24019360946169,214.41283366073188,215.51599233151666,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8125876,0.91094977,-0.09751051425933838,0.09109497666358948,-0.004307068045589724,0.0040236918662739365,1.0,-0.00011093987914849446,1.693216534859321e-05,-9.714443839171742e-05,1.4653669876906981e-05,0.04417029361710347,0.13344135477602342,0.005894143821121021,0.04417029361710342,0.04417029361710347,0.0,-0.08387364871946454,-0.0009257627218049777,-0.08818071676505426,0.0030979291444689586,-0.08818071676505426,0.0030979291444689586,0.006082465472373102,0.0005605447706977381,0.8915952940978016,6241.961154463764,0.8915952941003706,0.0,0.0,2.569016388691749e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0008258091562284818,0.0001757022294541187,-0.00011093987914849446,1.693216534859321e-05
0.15,29.377669278954098,53.23938388225707,214.64896601746517,215.52302085091236,10.063320279486684,4.969662529249837,39.72049959423053,25.569522468788694,-0.8152407,0.91184485,-0.09782888174057007,0.09118448495864868,-0.0043226635438976535,0.0040290744602917705,1.0,-0.00011053042542881822,1.693453168337411e-05,-9.982163579913759e-05,1.5109842238200407e-05,0.0441859649930459,0.13373518759019434,0.005909218317198752,0.04418596499304588,0.0441859649930459,0.0,-0.08206074432966907,-0.0009273377344625087,-0.08638340787356673,0.003101736725829262,-0.08638340787356673,0.003101736725829262,0.006646480148218492,0.0006270223832945319,0.8608783143140747,6248.1045504204785,0.8608783143167966,0.0,0.0,2.7219188583346475e-12,0.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0008933556277212346,0.00019789806665612697,-0.00011053042542881822,1.693453168337411e-05
