episode,policy_scale,return_per_step,economic_cost_mean,incremental_return_per_step,economic_cost_reduction_percent,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,intervention_rate,mapping_rate,safe,positive_increment,practically_significant,eligible
0.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.25,-4.794018003173599,6725.707249054608,-0.0010517391467788073,-0.0031298982131676583,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,-4.7950698107039464,6725.917763628574,-0.0021035466771266442,-0.0062599952432985245,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.75,-4.796121686667622,6726.128291584065,-0.0031554226408019304,-0.009390291240512376,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-4.797173371535854,6726.338781015566,-0.0042071075090346355,-0.012520014432614912,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.25,-4.790010676478925,6724.905037661322,0.0029555875478948224,0.008798014673592586,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.5,-4.787050062866908,6724.3123175234905,0.005916201159911871,0.01761104603846605,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.75,-4.784083685784176,6723.718439943105,0.008882578242643824,0.026441287173812136,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,-4.781111931878916,6723.123482235939,0.011854332147903435,0.035287588487630236,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.25,-4.795183255005415,6725.939966067475,-0.002216990978594957,-0.00659011864880641,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.5,-4.7973974404897195,6726.382622430047,-0.0044311764628997,-0.013171883225726674,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.75,-4.799608815509299,6726.824715941811,-0.006642551482479497,-0.019745278892067966,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1.0,-4.801817377611698,6727.26624610879,-0.008851113584878334,-0.026310298303023123,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.25,-4.794319034493673,6725.767271225518,-0.0013527704668527818,-0.004022355278577098,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.5,-4.795664110388982,6726.036255846149,-0.002697846362162082,-0.008021831164386992,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.75,-4.797001445879901,6726.303692536235,-0.004035181853081049,-0.011998291195699503,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1.0,-4.798330770620394,6726.569527104618,-0.0053645065935743474,-0.015950929615574885,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.25,-4.79440378484587,6725.784288778325,-0.001437520819050242,-0.0042753857006468,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.5,-4.795837337205781,6726.071031510579,-0.002871073178961403,-0.008538903222160617,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.75,-4.797266902299712,6726.356972258437,-0.004300638272892066,-0.012790496205972111,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,-4.798692448904899,6726.642104757738,-0.005726184878079188,-0.017030071511570273,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-4.79296626402682,6725.49674785207,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.25,-4.793768631831322,6725.657202144194,-0.0008023678045026017,-0.0023857612030714435,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.5,-4.794567066073278,6725.816871668033,-0.001600802046458405,-0.0047598538511661095,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.75,-4.795361584586583,6725.9757599464365,-0.0023953205597635474,-0.007122330324807734,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,1.0,-4.796151574209699,6726.133744334923,-0.003185310182879597,-0.009471367048927287,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
