episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1299.12261646397,-4.330408721546567,6766.361854244263,-1.7304082048021185,0.0,0.0,0.0,0.0559100797541571,0.04999999999999994,0.08677822946268655,0.004856527930983088,0.05591007975415709,5.167444477226738e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897426438028186,0.0851208046078682,-1.9190375804901123,6.202959060668945,51.90203094482422,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,3000.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1440.5452132835096,-4.801817377611698,6727.26624610879,6725.49674785207,6727.26624610879,-0.026310298303023123,-0.026310298303023123,-1.0043457792228923,6318.3204588683075
11,-1787.3869189519496,-5.957956396506499,6851.8713853775835,-2.1579558604687437,0.0,0.0,0.0,0.05591892540570903,0.04999999999999994,0.08691314637555407,0.004859738204728255,0.05591892540570906,5.360377594128377e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861979757075239,0.08290193974971771,-2.0271849632263184,5.273298263549805,60.530059814453125,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,3300.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
12,-1226.988639979761,-4.08996213326587,6558.143251212363,-0.6893151896426363,0.0,0.0,0.0,0.05591391822285883,0.04999999999999994,0.08434147489020624,0.004713030247054669,0.05591391822285882,4.7113468885514e-07,3.400646472488545,0.0,0.0,3.2323624427228944e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0311401466409018,0.0829165056347847,-2.444936513900757,11.009274005889893,53.83290481567383,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,3600.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
13,-1298.7692420673254,-4.3292308068910845,6766.126282072817,-1.72923034394489,0.0,0.0,0.0,0.055917267063417195,0.04999999999999994,0.08206368266886982,0.004588469401843344,0.05591726706341718,4.629461955362758e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897533824299993,0.08115853369235992,-1.537235975265503,82.05453491210938,69.86355590820312,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,3900.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
14,-1787.716770259126,-5.959055900863754,6852.091286660521,-2.159055366883413,0.0,0.0,0.0,0.05591710629479966,0.04999999999999994,0.08428636912758734,0.004721886874925685,0.055917106294799644,5.339803387657044e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9862566128964337,0.07859835028648376,-1.895728349685669,5.732719898223877,72.58688354492188,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,4200.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
15,-1227.3359658471402,-4.091119886157134,6558.376310742574,-0.690480487293704,0.0,0.0,0.0,0.05591751580459417,0.04999999999999994,0.08200399164667051,0.004592939897477984,0.055917515804594184,5.089618136108844e-07,3.400638889901615,0.0,0.0,3.1944495080748005e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0309569839038373,0.07848460972309113,-2.227940082550049,8.840768814086914,84.23410034179688,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,4500.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1439.499231186118,-4.798330770620394,6726.569527104618,6725.49674785207,6726.569527104618,-0.015950929615574885,-0.015950929615574885,-1.0026346800675086,6318.3204588683075
16,-1787.9171244139466,-5.959723748046488,6852.224861743968,-2.1597232423006507,0.0,0.0,0.0,0.055914326081679455,0.04999999999999994,0.08378229101423965,0.004689140445165056,0.055914326081679434,5.057458334133711e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9864524636495414,0.0813896656036377,-2.5990347862243652,102.73377990722656,68.6446762084961,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,4800.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
17,-1229.7932467216067,-4.099310822405355,6560.014591086181,-0.6986718890117186,0.0,0.0,0.0,0.05590371210729095,0.04999999999999994,0.09132699348424266,0.005082764588626976,0.055903712107290955,3.420268689914993e-07,3.400638591366772,0.0,0.0,3.192956833858156e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0309497504054144,0.08595625311136246,-2.3420400619506836,6.6270129680633545,72.30415344238281,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,5100.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
18,-1300.5725153290348,-4.3352417177634495,6767.328549499921,-1.7352416810804008,0.0,0.0,0.0,0.05585869813236729,0.04999999999999994,0.08905815363244773,0.0049939197190496795,0.05585869813236732,3.668304178985804e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893708780829008,0.08850306272506714,-2.3102338314056396,11.561343669891357,65.6371841430664,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,5400.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
19,-1229.9770390492627,-4.099923463497542,6560.138438471416,-0.6992911259378757,0.0,0.0,0.0,0.05585521822008654,0.04999999999999994,0.10332887745714371,0.005798788370112211,0.055855218220086524,6.684673355284407e-08,3.4006322707129337,0.0,0.0,3.1613535646684996e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0307962021911883,0.08823727816343307,-1.6292251348495483,9.291043281555176,87.98381042480469,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,5700.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
20,-1299.8273313101506,-4.332757771033835,6766.831761232501,-1.732757739743322,0.0,0.0,0.0,0.055855035850149504,0.04999999999999994,0.08062238783494131,0.004537461598990575,0.055855035850149504,3.129051232469241e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893708097579711,0.08578295260667801,-1.8226722478866577,8.950223922729492,98.77582550048828,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,6000.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1439.6077346714694,-4.798692448904899,6726.642104757738,6725.49674785207,6726.642104757738,-0.017030071511570273,-0.017030071511570273,-1.0028129263335204,6318.3204588683075
21,-1788.8195281482826,-5.962731760494275,6852.826556954293,-2.162731718352279,0.0,0.0,0.0,0.05589188020180637,0.04999999999999994,0.07250481581804195,0.004071783616290402,0.055891880201806396,4.214199993314552e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.986091292981898,0.08793022483587265,-2.0063061714172363,126.4058837890625,68.68701171875,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,6300.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
22,-1788.2885491756003,-5.960961830585334,6852.472571436675,-2.1609617907641923,0.0,0.0,0.0,0.055884661397157864,0.04999999999999994,0.0764901534184433,0.0042878611385980545,0.055884661397157864,3.9821141814387846e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9860856410200746,0.08918967097997665,-1.6361126899719238,12.771480560302734,88.04452514648438,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,6600.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
23,-1230.0964870719408,-4.100321623573136,6560.213631871391,-0.6996670929377835,0.0,0.0,0.0,0.05588122179594636,0.04999999999999994,0.10045679977053873,0.005630348031240571,0.055881221795946345,2.788840694021431e-08,3.400654502746943,0.0,0.0,3.272513734715115e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0313329558199436,0.08366144448518753,-2.210632801055908,135.49440002441406,76.77569580078125,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,6900.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
24,-1301.865991816535,-4.339553306055117,6768.1908694250815,-1.7395532807061962,0.0,0.0,0.0,0.05584238164100497,0.04999999999999994,0.10837533271217113,0.00603961718391131,0.05584238164100497,2.5348917878646706e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893739870463223,0.08746873587369919,-2.1533749103546143,13.13240909576416,88.33634948730469,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,7200.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
25,-1301.699990389463,-4.3389999679648765,6768.0802021895115,-1.7389999445283615,0.0,0.0,0.0,0.05585222904094376,0.04999999999999994,0.10887247513895355,0.006071787766129943,0.05585222904094376,2.3436516457031636e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893733609249162,0.0884525403380394,-2.070908308029175,8.550563335418701,95.00894927978516,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,7500.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1438.84547226291,-4.796151574209699,6726.133744334923,6725.49674785207,6726.133744334923,-0.009471367048927287,-0.009471367048927287,-1.0015644243048694,6318.3204588683075
26,-1784.5300072416446,-5.948433357472148,6849.966880362467,-2.148433335393161,0.0,0.0,0.0,0.05591411381420614,0.04999999999999994,0.10620401370153743,0.0059115879557577805,0.055914113814206134,2.2078984532171197e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9860919448843236,0.08481850475072861,-1.9518496990203857,17.683427810668945,100.23331451416016,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,7800.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
27,-1229.9013508324283,-4.099671169441428,6560.08370138075,-0.6990174404845446,0.0,0.0,0.0,0.055874849388202606,0.04999999999999994,0.09353209220453003,0.005256333980620305,0.055874849388202606,3.1181991811664625e-08,3.400653697774889,0.0,0.0,3.2684888744446756e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0313136817115682,0.07585079222917557,-2.346992254257202,16.57282018661499,80.927978515625,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,8100.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999985,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
