episode,evaluation_return_per_step,best_so_far_return_per_step,normalized_empirical_regret
0.0,-4.789484276189774,-4.789484276189774,-1.0
1.0,-4.797439567234165,-4.789484276189774,-1.0
5.0,-4.756924121800931,-4.756924121800931,-0.4506390402822604
10.0,-4.7511526923317655,-4.7511526923317655,-0.3532624125716033
15.0,-4.753639015730045,-4.7511526923317655,-0.3532624125716033
20.0,-4.780390405128361,-4.7511526923317655,-0.3532624125716033
25.0,-4.779442627151784,-4.7511526923317655,-0.3532624125716033
30.0,-4.75475523255374,-4.7511526923317655,-0.3532624125716033
35.0,-4.7599531621656705,-4.7511526923317655,-0.3532624125716033
40.0,-4.761510067624987,-4.7511526923317655,-0.3532624125716033
45.0,-4.762437667085339,-4.7511526923317655,-0.3532624125716033
50.0,-4.759245041905299,-4.7511526923317655,-0.3532624125716033
55.0,-4.7541617778469885,-4.7511526923317655,-0.3532624125716033
60.0,-4.752883994682455,-4.7511526923317655,-0.3532624125716033
65.0,-4.755108570726699,-4.7511526923317655,-0.3532624125716033
70.0,-4.7570777321151665,-4.7511526923317655,-0.3532624125716033
75.0,-4.755438925369033,-4.7511526923317655,-0.3532624125716033
80.0,-4.754366620377694,-4.7511526923317655,-0.3532624125716033
85.0,-4.754763846224859,-4.7511526923317655,-0.3532624125716033
90.0,-4.7545453036743455,-4.7511526923317655,-0.3532624125716033
95.0,-4.755624515810061,-4.7511526923317655,-0.3532624125716033
100.0,-4.755903102883479,-4.7511526923317655,-0.3532624125716033
105.0,-4.755059977641486,-4.7511526923317655,-0.3532624125716033
110.0,-4.754544608169151,-4.7511526923317655,-0.3532624125716033
115.0,-4.7543126974064585,-4.7511526923317655,-0.3532624125716033
120.0,-4.732375241751865,-4.732375241751865,-0.03644578607669778
125.0,-4.731030631138567,-4.731030631138567,-0.0137592665919731
130.0,-4.754698622051841,-4.731030631138567,-0.0137592665919731
135.0,-4.7534166196522625,-4.731030631138567,-0.0137592665919731
140.0,-4.731968741985617,-4.731030631138567,-0.0137592665919731
145.0,-4.732546157906832,-4.731030631138567,-0.0137592665919731
150.0,-4.731688818444576,-4.731030631138567,-0.0137592665919731
155.0,-4.732562031315768,-4.731030631138567,-0.0137592665919731
160.0,-4.731831826339983,-4.731030631138567,-0.0137592665919731
165.0,-4.731254340449868,-4.731030631138567,-0.0137592665919731
170.0,-4.730719973436172,-4.730719973436172,-0.008517792258249671
175.0,-4.730823344687626,-4.730719973436172,-0.008517792258249671
180.0,-4.732215887764251,-4.730719973436172,-0.008517792258249671
185.0,-4.731661495445972,-4.730719973436172,-0.008517792258249671
190.0,-4.7316395731553476,-4.730719973436172,-0.008517792258249671
195.0,-4.730692976637334,-4.730692976637334,-0.008062297264523453
200.0,-4.730895771735227,-4.730692976637334,-0.008062297264523453
205.0,-4.730567671113886,-4.730567671113886,-0.005948119248127762
210.0,-4.730344711228343,-4.730344711228343,-0.0021862987347034467
215.0,-4.731130049062754,-4.730344711228343,-0.0021862987347034467
