episode,global_step,return,return_per_step,total_reward_total,total_reward_mean,economic_cost_mean,economic_cost_total,economic_reward_mean,economic_reward_total,projection_penalty_mean,projection_penalty_total,mapping_penalty_mean,mapping_penalty_total,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,move_penalty_total,safety_penalty_mean,safety_penalty_total,reward_safety_penalty_mean,reward_safety_penalty_total,state_violation_penalty_mean,state_violation_penalty_total,input_violation_penalty_mean,input_violation_penalty_total,rpi_violation_event_penalty_mean,rpi_violation_event_penalty_total,qp_infeasible_penalty_mean,qp_infeasible_penalty_total,state_excess_penalty_mean,state_excess_penalty_total,input_excess_penalty_mean,input_excess_penalty_total,rpi_excess_penalty_mean,rpi_excess_penalty_total,rpi_penalty_excluded_from_training_reward,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_economic_reward_mean,evaluation_economic_reward_total,evaluation_projection_penalty_mean,evaluation_projection_penalty_total,evaluation_mapping_penalty_mean,evaluation_mapping_penalty_total,evaluation_move_penalty_mean,evaluation_move_penalty_total,evaluation_state_violation_penalty_mean,evaluation_state_violation_penalty_total,evaluation_input_violation_penalty_mean,evaluation_input_violation_penalty_total,evaluation_rpi_violation_event_penalty_mean,evaluation_rpi_violation_event_penalty_total,evaluation_rpi_excess_penalty_mean,evaluation_rpi_excess_penalty_total,evaluation_qp_infeasible_penalty_mean,evaluation_qp_infeasible_penalty_total,evaluation_total_reward_mean,evaluation_total_reward_total,evaluation_pressure_positive_J_econ,evaluation_pressure_positive_economic_cost_mean,evaluation_pressure_positive_baseline_J_econ,evaluation_pressure_positive_improvement_percent,evaluation_pressure_positive_residual_requested_norm_mean,evaluation_pressure_positive_residual_applied_norm_mean,evaluation_pressure_positive_residual_execution_ratio_mean,evaluation_pressure_positive_requested_state_dependence_norm,evaluation_pressure_positive_applied_state_dependence_norm,evaluation_pressure_negative_J_econ,evaluation_pressure_negative_economic_cost_mean,evaluation_pressure_negative_baseline_J_econ,evaluation_pressure_negative_improvement_percent,evaluation_pressure_negative_residual_requested_norm_mean,evaluation_pressure_negative_residual_applied_norm_mean,evaluation_pressure_negative_residual_execution_ratio_mean,evaluation_pressure_negative_requested_state_dependence_norm,evaluation_pressure_negative_applied_state_dependence_norm,evaluation_concentration_positive_J_econ,evaluation_concentration_positive_economic_cost_mean,evaluation_concentration_positive_baseline_J_econ,evaluation_concentration_positive_improvement_percent,evaluation_concentration_positive_residual_requested_norm_mean,evaluation_concentration_positive_residual_applied_norm_mean,evaluation_concentration_positive_residual_execution_ratio_mean,evaluation_concentration_positive_requested_state_dependence_norm,evaluation_concentration_positive_applied_state_dependence_norm,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_residual_requested_norm_mean,evaluation_residual_applied_norm_mean,evaluation_residual_execution_ratio_mean,evaluation_requested_residual_state_dependence_norm,evaluation_applied_residual_state_dependence_norm,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
0,0,-1436.8452828569323,-4.789484276189774,-1436.8452828569323,-4.789484276189774,6724.797544414901,2017439.2633244703,-1.522586655655326,-456.7759966965978,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.0,0.0,0.0,0.0,0.0,3.266897620534452,980.0692861603355,3.266897620534452,980.0692861603355,0.0,0.0,0.0,0.0,3.266666666666667,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023095386778508966,0.0692861603355269,0.0,0.0,0.0,1.1547693389254484e-06,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,1.0023684678364966,0.10000000000000002,nan,nan,nan,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,0.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1.522586655655326,-456.7759966965978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.266666666666667,980.0,0.00023095386778508966,0.0692861603355269,0.0,0.0,-4.789484276189774,-1436.8452828569323,2029642.3286655645,6765.474428885215,2029642.3286655645,0.0,0.0,0.0,0.0,0.0,0.0,2055405.037901434,6851.350126338114,2055405.037901434,0.0,0.0,0.0,0.0,0.0,0.0,1967270.423406412,6557.568078021373,1967270.423406412,0.0,0.0,0.0,0.0,0.0,0.0,-1436.8452828569323,-4.789484276189774,6724.797544414901,6724.797544414901,6724.797544414901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6318.3204588683075
1,300,-517.523093914746,-1.72507697971582,-517.523093914746,-1.72507697971582,6765.294844752298,2029588.4534256894,-1.72507315734229,-517.521947202687,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24843026741985638,0.012421513370992822,0.05000000000000025,3.822373526631814e-06,0.001146712057989544,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9892954094488252,0.1,0.985197126865387,7.638079881668091,1.6324894428253174,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,300.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1.5305476313994664,-459.1642894198399,0.0,0.0,0.0,0.0,6.770470715838447e-10,2.031141214751534e-07,0.0,0.0,0.0,0.0,3.266666666666667,980.0,0.00022526849098480288,0.06758054729544087,0.0,0.0,-4.797439567234165,-1439.2318701702495,2030142.882289291,6767.142940964303,2029642.3286655645,-0.02466215927096176,0.09434376940356401,0.004717188470178198,0.05000000000000026,0.2623390708842369,0.013116953544212856,2055857.4299074765,6852.858099691588,2055405.037901434,-0.02200987142195122,0.08882925932571316,0.0044414629662856584,0.050000000000000266,0.2623390708842369,0.013116953544212856,1967750.4534105894,6559.168178035298,1967270.423406412,-0.024400814370313315,0.09024005957377175,0.004512002978688592,0.05000000000000026,0.2623390708842369,0.013116953544212856,-1439.2318701702495,-4.797439567234165,6726.38973956373,6724.797544414901,6726.38973956373,-0.023676477073296173,0.0911376961010163,0.004556884805050816,0.050000000000000266,0.2623390708842369,0.013116953544212856,-0.023676477073296173,-1.0039170600396525,6318.3204588683075
2,600,-206.20147861981533,-0.6873382620660511,-206.20147861981533,-0.6873382620660511,6557.747174070181,1967324.1522210543,-0.6873348039317048,-206.20044117951142,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24770872514134482,0.012385436257067227,0.05000000000000026,3.458134347211093e-06,0.001037440304163328,3.400684442543306,1020.2053327629918,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006844425433059028,0.20533276299177083,1.0,0.0,0.0,3.422212716529514e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032041595075134,0.1,0.27743810415267944,1.041747510433197,2.498422861099243,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,600.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
3,900,-646.4926090893409,-2.1549753636311366,-646.4926090893409,-2.1549753636311366,6851.274526901584,2055382.3580704753,-2.1549715680887314,-646.4914704266193,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2527776880296504,0.01263888440148252,0.05000000000000026,3.795542407967662e-06,0.0011386627223902985,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9857892835013591,0.1,-0.6042274832725525,1.121548056602478,4.720819473266602,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,900.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
4,1200,-646.9460564102011,-2.1564868547006704,-646.9460564102011,-2.1564868547006704,6851.57681931874,2055473.0457956218,-2.156483030174499,-646.9449090523497,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2588947265632073,0.012944736328160364,0.05000000000000026,3.824526171865464e-06,0.0011473578515596393,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9849692832608437,0.1,-1.794992446899414,1.107825517654419,5.850343227386475,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,1200.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
5,1500,-517.5069939665004,-1.7250233132216681,-517.5069939665004,-1.7250233132216681,6765.2841436988665,2029585.24310966,-1.7250196520751557,-517.5058956225467,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2595640492910087,0.012978202464550427,0.05000000000000026,3.6611465136381475e-06,0.0010983439540914442,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9885058889948545,0.1,-0.6795457601547241,0.21172117441892624,8.653462409973145,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,1500.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,-1.4899945939614971,-446.9983781884491,0.0,0.0,0.0,0.0,1.4533944729766017e-08,4.360183418929806e-06,0.0,0.0,0.0,0.0,3.266666666666667,980.0,0.0002628466388217518,0.07885399164652555,0.0,0.0,-4.756924121800931,-1427.0772365402793,2027663.766181134,6758.87922060378,2029642.3286655645,0.09748330809258726,0.338018900915116,0.016900945045755796,0.05000000000000026,9.449933916170014,0.47249669580850084,2053541.006839614,6845.136689465379,2055405.037901434,0.09068923289802741,0.36218713837845073,0.01810935691892253,0.05000000000000026,9.449933916170014,0.47249669580850084,1965246.4458477742,6550.821486159247,1967270.423406412,0.10288252873405852,0.33861799889994326,0.01693089994499716,0.05000000000000026,9.449933916170014,0.47249669580850084,-1427.0772365402793,-4.756924121800931,6718.279132076135,6724.797544414901,6718.279132076135,0.09693098261640595,0.3462746793978367,0.017313733969891828,0.05000000000000026,9.449933916170014,0.47249669580850084,0.09693098261640595,-0.9839636413206418,6318.3204588683075
6,1800,-206.06767727543746,-0.6868922575847916,-206.06767727543746,-0.6868922575847916,6557.657961913487,1967297.388574046,-0.6868887431482721,-206.06662294448162,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2457013918694484,0.012285069593472413,0.05000000000000026,3.514436520022989e-06,0.0010543309560068967,3.4007216150454385,1020.2164845136316,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000721615045438696,0.2164845136316088,1.0,0.0,0.0,3.60807522719348e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032900191004887,0.1,-0.40493667125701904,0.8155389428138733,9.392961502075195,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,1800.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
7,2100,-207.62016464797475,-0.6920672154932491,-207.62016464797475,-0.6920672154932491,6558.692830349048,1967607.8491047143,-0.6920630853260605,-207.61892559781816,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2757927173086745,0.013789635865433726,0.050000000000000266,4.130167188279571e-06,0.0012390501564838712,3.400695514895307,1020.2086544685922,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006955148953073525,0.20865446859220574,1.0,0.0,0.0,3.4775744765367624e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0322997266700669,0.1,-0.48630183935165405,0.7682685554027557,8.599366188049316,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,2100.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
8,2400,-646.1051882478154,-2.153683960826051,-646.1051882478154,-2.153683960826051,6851.01633737843,2055304.901213529,-2.153680620472957,-646.1041861418871,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24752195782612418,0.0123760978913062,0.05000000000000026,3.3403530905662687e-06,0.0010021059271698807,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9858616512640261,0.09580621123313904,-0.3696584105491638,0.22079487144947052,7.847733497619629,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,2400.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
9,2700,-517.0054038651557,-1.7233513462171857,-517.0054038651557,-1.7233513462171857,6764.949772512697,2029484.931753809,-1.7233477961443133,-517.004338843294,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2501375734481114,0.012506878672405566,0.05000000000000026,3.5500728756926435e-06,0.001065021862707793,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894511961070507,0.08759509772062302,-0.6628389954566956,0.3158499151468277,12.153881072998047,1.0,0.0,648.0,4.0,1531.0,606.0,-1.0,0.223159136044214,nan,2700.0,14.0,0.0,0.0,0.0,0.0,61594.78384890838,0.6690638882999602,1.0,nan,6.3483804780816255,0.04999999999999994,2100.0069366273297,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,14.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.3204588683075
