episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
0,-1437.878755948992,-4.79292918649664,6725.486783250374,-1.5260328498326732,0.0,0.0,0.0,0.056374464369063106,0.04999999999999994,0.0,0.0,0.0,0.0,3.2668963366639723,0.0,0.0,1.1483499865259678e-06,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,1.0027538592001441,0.10000000000000002,nan,nan,nan,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,0.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1437.878755948992,-4.79292918649664,6725.486783250374,6725.486783250374,6725.486783250374,0.0,0.0,-1.0,6318.318012899402
1,-1787.8395873116583,-5.959465291038861,6852.173159437146,-2.1594647307665116,0.0,0.0,0.0,0.05636905481155356,0.04999999999999994,0.08585651932885145,0.0048336132116383905,0.05636905481155356,5.602723455447657e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861691300172009,0.1,0.984110414981842,133.3669662475586,2.1698222160339355,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,300.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1437.4288782355761,-4.791429594118587,6725.186456479455,6725.486783250374,6725.186456479455,0.004465502358388135,0.004465502358388135,-0.9992624022449947,6318.318012899402
2,-1298.823148459663,-4.3294104948655425,6766.1622097758145,-1.7294099824598996,0.0,0.0,0.0,0.0563754693421481,0.04999999999999994,0.08432477521279706,0.004750254745516114,0.056375469342148085,5.124056428933116e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899438900993179,0.1,0.5272802114486694,21.37609577178955,10.481340408325195,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,600.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
3,-1227.0280546374775,-4.090093515458258,6558.161969716141,-0.6894087821615272,0.0,0.0,0.0,0.05637757019881564,0.04999999999999994,0.08665352914090864,0.004886161907000312,0.05637757019881564,5.258064139570406e-07,3.400684207490313,0.0,0.0,3.4210374515641828e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0320360926997856,0.1,-0.23581430315971375,40.29621696472168,14.772332191467285,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,900.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
4,-1787.5797606286048,-5.95859920209535,6851.999946705354,-2.1585986671075688,0.0,0.0,0.0,0.0563718648793834,0.04999999999999994,0.0882758022512693,0.004982794328995657,0.05637186487938339,5.349877732638101e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9865761967069061,0.1,-1.0675549507141113,13.131800651550293,20.084712982177734,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,1200.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
5,-1298.911116492563,-4.329703721641876,6766.220859413497,-1.7297032306483064,0.0,0.0,0.0,0.056371984471074964,0.04999999999999994,0.08281368502052694,0.0046656446863854745,0.056371984471074964,4.90993564868208e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899883150284472,0.1,-1.519404411315918,19.43584156036377,27.405263900756836,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,1500.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1435.7743814637245,-4.785914604879083,6724.0813531942695,6725.486783250374,6724.0813531942695,0.020897075578304423,0.020897075578304423,-0.9965482862182843,6318.318012899402
6,-1227.216252015805,-4.090720840052683,6558.287772316651,-0.6900377951640568,0.0,0.0,0.0,0.05637886037990852,0.04999999999999994,0.08328371765113121,0.004691028381303511,0.05637886037990852,5.135656154957537e-07,3.4006825313230102,0.0,0.0,3.412656615051262e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0319968277258134,0.1,-1.1626129150390625,9.010343074798584,29.082229614257812,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,1800.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
7,-1298.0997200321942,-4.326999066773981,6765.679923439927,-1.7269985507804684,0.0,0.0,0.0,0.056368924899878554,0.04999999999999994,0.08604335736901281,0.00484215144899665,0.056368924899878575,5.159935127810118e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899610223833853,0.1,-0.7935481071472168,19.84426212310791,30.097946166992188,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,2100.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
8,-1227.0484517029417,-4.090161505676472,6558.17306137094,-0.6894642404354981,0.0,0.0,0.0,0.0563774744583504,0.04999999999999994,0.08551390426717526,0.004828764587745149,0.05637747445835039,5.517565614420428e-07,3.40069671348441,0.0,0.0,3.4835674220526683e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0323275459417476,0.09583894908428192,-1.180902123451233,11.67346477508545,39.18602752685547,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,2400.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
9,-1787.6606462535533,-5.958868820845177,6852.053878479977,-2.1588683259807127,0.0,0.0,0.0,0.056377537696840556,0.04999999999999994,0.08222140249349923,0.00463857280464895,0.05637753769684055,4.948644660016118e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863602536111831,0.08921047300100327,-1.4594155550003052,8.815717220306396,39.24955749511719,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,2700.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
