episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1299.053894274186,-4.33017964758062,6766.316036609418,-1.7301791166279066,0.0,0.0,0.0,0.0563711589346856,0.04999999999999994,0.08521788100278861,0.004797901378896214,0.0563711589346856,5.30952709250631e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899606522854599,0.08309313654899597,-1.3168889284133911,5.662781476974487,39.308349609375,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,3000.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1440.1585028195962,-4.800528342731988,6727.004052339493,6725.486783250374,6727.004052339493,-0.02255998915791959,-0.02255998915791959,-1.003726388661416,6318.318012899402
11,-1227.3234571259115,-4.091078190419705,6558.358803690957,-0.6903929520355889,0.0,0.0,0.0,0.0563656235250847,0.04999999999999994,0.08430753323770164,0.00475509456571337,0.056365623525084715,5.55094571097569e-07,3.400684683289553,0.0,0.0,3.4234164477646223e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032047229745009,0.07621239870786667,-1.7342557907104492,5.709498167037964,51.35429763793945,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,3300.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
12,-1787.6058654050687,-5.958686218016895,6852.017351473086,-2.158685690946253,0.0,0.0,0.0,0.05637469538702343,0.04999999999999994,0.08412359992178606,0.004740670304314835,0.056374695387023444,5.270706499817208e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861332627250995,0.0723903477191925,-1.8015691041946411,5.631918668746948,58.48553466796875,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,3600.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
13,-1787.525864549588,-5.958419548498627,6851.964017587429,-2.1584190215179353,0.0,0.0,0.0,0.056376065065260474,0.04999999999999994,0.0858019743737927,0.004840640268221122,0.05637606506526047,5.269806883782916e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863678912924815,0.07205425947904587,-1.8005001544952393,62.78731346130371,56.58323287963867,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,3900.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
14,-1298.6050098172095,-4.328683366057365,6766.01677546943,-1.7286828109279428,0.0,0.0,0.0,0.05637688186741881,0.04999999999999994,0.08658786221504902,0.004881540021845104,0.05637688186741879,5.551294229463163e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894382633644053,0.07084108144044876,-2.0863215923309326,82.02093124389648,56.23876953125,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,4200.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
15,-1227.309724887298,-4.091032416290993,6558.349377101723,-0.6903458190894418,0.0,0.0,0.0,0.05637324133225401,0.04999999999999994,0.08560728263908064,0.004824342571038237,0.05637324133225401,5.148414431479928e-07,3.400686082360109,0.0,0.0,3.430411800544187e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0320799554264537,0.07005252689123154,-1.7684521675109863,101.51507568359375,42.4481315612793,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,4500.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1440.6313064034102,-4.8021043546780335,6727.319267940457,6725.486783250374,6727.319267940457,-0.02724687073427858,-0.02724687073427858,-1.00450055314533,6318.318012899402
16,-1787.4122915235387,-5.958040971745129,6851.888305510587,-2.1580404611337323,0.0,0.0,0.0,0.05637772338992161,0.04999999999999994,0.0848912562393382,0.004789317137821809,0.05637772338992161,5.106113891359205e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861406058340935,0.0695982575416565,-2.1542677879333496,4.5819172859191895,48.18434524536133,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,4800.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
17,-1230.0156429089232,-4.100052143029743,6560.153095658268,-0.6993644118721506,0.0,0.0,0.0,0.05636164366056087,0.04999999999999994,0.10210810221041554,0.00572485528028335,0.05636164366056088,3.7998498014852093e-07,3.400687351172614,0.0,0.0,3.4367558630703753e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0321096053996481,0.06911393254995346,-2.2985870838165283,7.674058437347412,70.47193145751953,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,5100.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
18,-1301.8011358674162,-4.339337119558054,6768.14763238298,-1.7393370954957041,0.0,0.0,0.0,0.05632283181947495,0.04999999999999994,0.12549375555643275,0.007083733313242865,0.05632283181947495,2.4062356138943246e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894083477223969,0.063712939620018,-1.5875704288482666,7.318436622619629,81.87197875976562,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,5400.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
19,-1230.624371073217,-4.102081236910723,6560.553670588329,-0.7013672865224505,0.0,0.0,0.0,0.05632206784229022,0.04999999999999994,0.11496373732459157,0.006463049513420465,0.056322067842290234,7.74593838448794e-08,3.4007138729288897,0.0,0.0,3.5693646444481526e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032723224066929,0.054656364023685455,-1.6535067558288574,7.761958360671997,91.24382781982422,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,5700.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
20,-1789.2764050386895,-5.964254683462299,6853.13114085652,-2.1642546378634,0.0,0.0,0.0,0.056344625732486345,0.04999999999999994,0.06069661004746727,0.0034390220037360305,0.05634462573248634,4.5598894592567246e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861255534865997,0.04886215552687645,-1.6683299541473389,8.571368217468262,64.05164337158203,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,6000.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1440.91045726573,-4.803034857552433,6727.506883579772,6725.486783250374,6727.506883579772,-0.030036492442878513,-0.030036492442878513,-1.0049613341604182,6318.318012899402
21,-1302.1449615776005,-4.340483205258669,6768.376851038967,-1.7404831887756695,0.0,0.0,0.0,0.056271915639245156,0.04999999999999994,0.12695806770219925,0.007147385889941205,0.056271915639245156,1.648299285374958e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894236449200747,0.04600926488637924,-1.8344744443893433,4.861058712005615,72.36091613769531,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,6300.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
22,-1789.3524633171967,-5.964508211057322,6853.181846965226,-2.1645081684069334,0.0,0.0,0.0,0.05635279546921352,0.04999999999999994,0.0550461248850888,0.003091958496029479,0.05635279546921355,4.265038944964395e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861243621300828,0.04370170086622238,-1.5614314079284668,8.964481353759766,68.97320556640625,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,6600.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
23,-1230.4715585237198,-4.101571861745732,6560.4509830698835,-0.7008538489302464,0.0,0.0,0.0,0.05634641634612363,0.04999999999999994,0.10482862830664365,0.005911800941125566,0.05634641634612365,4.744942289405305e-08,3.4007179653660686,0.0,0.0,3.5898268303436396e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0328168866454923,0.04068681597709656,-1.9074468612670898,208.55270385742188,83.51520538330078,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,6900.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
24,-1301.803558832072,-4.3393451961069065,6768.149244534439,-1.7393451562530204,0.0,0.0,0.0,0.056280069706045266,0.04999999999999994,0.11868442184712148,0.00668658350510818,0.05628006970604525,3.9853889092644905e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894128255325227,0.037264324724674225,-1.1563640832901,211.60480499267578,101.1469497680664,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,7200.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
25,-1230.4449468439852,-4.101483156146617,6560.434947930123,-0.7007736732314225,0.0,0.0,0.0,0.056348155360826685,0.04999999999999994,0.09820686729453175,0.005528550169504196,0.05634815536082666,4.1730357123072857e-08,3.400709441184839,0.0,0.0,3.5472059241952762e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032621492566383,0.03414728119969368,-1.119484305381775,11.301616668701172,71.3143310546875,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,7500.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,-1439.481152769736,-4.798270509232453,6726.553395780931,6725.486783250374,6726.553395780931,-0.015859261417528348,-0.015859261417528348,-1.0026195833478033,6318.318012899402
26,-1789.3074895727168,-5.964358298575723,6853.151869355575,-2.1643582803586927,0.0,0.0,0.0,0.05633706284971975,0.04999999999999994,0.06562530109018293,0.0036677773200407037,0.05633706284971976,1.821703156345753e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861253431345014,0.03172441944479942,-1.7594901323318481,216.03809356689453,69.5230712890625,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,7800.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
27,-1300.4273887022225,-4.334757962340742,6767.2318009901655,-1.7347579385316256,0.0,0.0,0.0,0.056311483636966114,0.04999999999999994,0.08124568422535544,0.004595170756647797,0.056311483636966135,2.3809120496762414e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9894105173676904,0.029924005270004272,-1.8517597913742065,223.3197021484375,72.51530456542969,1.0,0.0,648.0,2.0,1464.0,456.0,-1.0,0.223159136044214,nan,8100.0,15.0,0.0,0.0,0.0,0.0,64198.77867529456,0.6690638882999602,1.0,nan,6.335133178650251,0.04999999999999994,2095.171925249855,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,15.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.318012899402
