episode,policy_scale,return_per_step,economic_cost_mean,incremental_return_per_step,economic_cost_reduction_percent,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,intervention_rate,mapping_rate,safe,positive_increment,practically_significant,eligible
40.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.25,-4.794100280105083,6725.720882226867,-0.0011710936084430301,-0.0034807737199863227,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.5,-4.795270221542129,6725.954749544202,-0.0023410350454886597,-0.006958102943467846,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.75,-4.796438937572453,6726.188370516792,-0.0035097510758124173,-0.010431769313191251,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,1.0,-4.797606167484705,6726.4216929605755,-0.004676980988064905,-0.01390099691415121,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.25,-4.79281390171706,6725.463605527864,0.00011528477958044903,0.0003446252034517843,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.5,-4.7926925691924955,6725.43921641382,0.00023661730414481497,0.0007072623601430317,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.75,-4.792565130263887,6725.41360416429,0.00036405623275292953,0.0010880860886800829,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,1.0,-4.7924315543811025,6725.386762641291,0.0004976321155378827,0.001487187653570322,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.25,-4.79348821115907,6725.598458412515,-0.0005590246624294082,-0.0016604770143821546,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.5,-4.794039533684952,6725.708591628699,-0.0011103471883116,-0.0032980271238800835,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.75,-4.7945832209236405,6725.817196298926,-0.0016540344270001839,-0.004912849570606984,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,1.0,-4.795119380696721,6725.924294080018,-0.0021901942000805974,-0.006505266365746947,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.25,-4.792365780178816,6725.373948191948,0.0005634063178243665,0.0016777232944216998,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.5,-4.7917956232985555,6725.259761021458,0.001133563198084886,0.0033755508892174793,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.75,-4.791218528961214,6725.144184392175,0.0017106575354262077,0.005094038085876742,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,1.0,-4.790634559701643,6725.027230874543,0.0022946267949972565,0.0068329979768193905,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.25,-4.791859057562764,6725.272695203804,0.0010701289338763686,0.0031832349608295384,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.5,-4.790788492152838,6725.058517455534,0.002140694343802707,0.00636780367938883,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.75,-4.789717509433082,6724.844253897943,0.0032116770635584047,0.009553648280611548,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,1.0,-4.7886460936230835,6724.629901438693,0.004283092873556882,0.012740814743923322,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.25,-4.791809829871558,6725.2629162789335,0.001119356625082446,0.0033286359583397144,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.5,-4.790690229379343,6725.038998725751,0.002238957117297602,0.006658024007095953,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.75,-4.789570547190679,6724.8150630475575,0.003358639305961475,0.00998768155324587,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,1.0,-4.788450899471624,6724.591132493177,0.004478287025015959,0.013317262914382112,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.25,-4.790964308443685,6725.093797360535,0.001964878052955754,0.005843233397139818,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.5,-4.789001445250253,6724.701213468711,0.003927741246386951,0.011680489561283642,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.75,-4.787040630639049,6724.309038309816,0.005888555857591626,0.017511668352263404,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,1.0,-4.7850818875272685,6723.917276459043,0.007847298969371863,0.02333670174239225,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.25,-4.790681492773257,6725.037180253465,0.0022476937233832928,0.006685062530035515,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.5,-4.788438156527495,6724.588447722039,0.004491029969145188,0.013357182272257462,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.75,-4.786199325985144,6724.140615310937,0.00672986051149671,0.02001591829441065,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,1.0,-4.783965120342033,6723.693706814207,0.008964066154607764,0.026660916807283237,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.25,-4.791134219308326,6725.127728545959,0.0017949671883146223,0.005338716973011455,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.5,-4.789346244199879,6724.77007183036,0.00358294229676126,0.010656647512842177,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.75,-4.787565720752313,6724.413905012792,0.005363465744327556,0.015952425038641985,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,1.0,-4.785793175681634,6724.059333360641,0.007136010815006699,0.02122448434941571,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.25,-4.790084956872254,6724.917865703498,0.002844229624386685,0.00845912816739019,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.5,-4.787245889957439,6724.349979993599,0.005683296539201521,0.016902914144540628,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.75,-4.7844121901496655,6723.783167000613,0.008516996346974892,0.025330750095359438,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,1.0,-4.78158404472348,6723.21746419266,0.011345141773160705,0.0337420789133877,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.25,-4.791183056825267,6725.137462014474,0.001746129671372998,0.005193991857509157,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.5,-4.789451652906299,6724.791084632355,0.0034775335903409754,0.010344212105984579,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.75,-4.787736156958194,6724.447887571576,0.005193029538446581,0.015447144753680359,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,1.0,-4.78603770360631,6724.108097679801,0.006891482890329925,0.020499416845284318,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.25,-4.792262808068308,6725.353458765887,0.0006663784283320595,0.001982376722816791,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.5,-4.791585024846784,6725.217852051862,0.0013441616498566233,0.003998687488050033,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.75,-4.790895977525458,6725.07999125971,0.002033208971182532,0.006048513717652509,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,1.0,-4.7901959620078545,6724.9399355780815,0.002733224488785879,0.008130975346714687,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.25,-4.79272340029851,6725.445621476904,0.00020578619812994248,0.0006120266799479672,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.5,-4.792501849096202,6725.40130507834,0.00042733740043843227,0.0012709588880229173,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.75,-4.792264507468405,6725.353828986583,0.0006646790282349713,0.0019768719808130547,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,1.0,-4.792011305495987,6725.303179051614,0.0009178810006531535,0.002729976352301449,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.25,-4.792984276697348,6725.4978325472175,-5.509020070793014e-05,-0.00016428991981453378,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.5,-4.793025349558078,6725.506076421653,-9.616306143733766e-05,-0.000286866540680872,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.75,-4.793052277131943,6725.511489300712,-0.00012309063530224762,-0.00036734962292222557,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,1.0,-4.793064976610793,6725.514054641265,-0.00013579011415298936,-0.00040549318985600943,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.25,-4.7924182009606255,6725.384633636565,0.0005109855360148075,0.0015188434250374449,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.5,-4.791889334224055,6725.278905958762,0.0010398522725854065,0.0030908884116720554,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.75,-4.79134224088422,6725.169531141557,0.0015869456124200099,0.004717162029183313,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,1.0,-4.790776634412427,6725.056451876964,0.0021525520842136103,0.0063985163792400395,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.25,-4.792675727760319,6725.436036879965,0.0002534587363216545,0.0007545382519414071,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.5,-4.7924094994965145,6725.382734540103,0.0005196870001258347,0.001547080733696111,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,0.75,-4.79213040896608,6725.326857656678,0.0007987775305604572,0.002377903620218741,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.0,1.0,-4.791838361979124,6725.268387597008,0.0010908245175160758,0.0032472839573519474,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.25,-4.791627194592702,6725.226114662885,0.0013019919039383154,0.0038758322763802837,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.5,-4.790311703672557,6724.9627457906,0.0026174828240836945,0.007791814580312056,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.75,-4.788983074796393,6724.696748888549,0.003946111700247279,0.011746872565304779,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,1.0,-4.787641426614489,6724.428147719748,0.005287759882151022,0.01574065290355498,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.25,-4.7914260768987775,6725.185873386526,0.0015031095978628173,0.004474172257656962,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.5,-4.7899126040357345,6724.882890295339,0.003016582460905859,0.008979170943268897,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.75,-4.788389338960503,6724.577948504005,0.0045398475361375645,0.013513293173556144,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,1.0,-4.7868568472878446,6724.271161897069,0.006072339208795796,0.018074845620584555,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.25,-4.79126302161569,6725.153395738561,0.0016661648809499496,0.004957076306261767,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.5,-4.789583146060315,6724.817265817027,0.0033460404363250262,0.009954928987662617,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,0.75,-4.7878903141345175,6724.478544632264,0.005038872362122859,0.01499131067540293,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,1.0,-4.786184628721331,6724.137253416943,0.0067445577753089125,0.020065905664880205,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.25,-4.791482550102337,6725.197299733535,0.0014466363943030913,0.004304276049727396,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.5,-4.7900225512931165,6724.905142939927,0.002906635203523855,0.008648300549721004,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.75,-4.788548114109688,6724.610097682414,0.004381072386951956,0.013035273077093555,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,1.0,-4.787059080415262,6724.312132344258,0.005870106081378168,0.01746566373517068,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.25,-4.791049505116511,6725.1106249868,0.0018796813801289503,0.005593026582271134,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.5,-4.789159130376474,6724.732326908193,0.003770056120166565,0.011217869672430774,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,0.75,-4.787257775793137,6724.351831724405,0.005671410703503632,0.016875381106919066,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,1.0,-4.785346138691177,6723.969278932891,0.007583047805463039,0.02256348672429844,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.0,-4.79292918649664,6725.486783250374,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.25,-4.791403399913614,6725.181390000257,0.0015257865830262674,0.004540834886147159,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.5,-4.789873028113803,6724.875079233592,0.0030561583828374594,0.009095312153543218,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.75,-4.788337485464871,6724.567733827859,0.004591701031769091,0.013665173274948818,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
