episode,evaluation_return_per_step,best_so_far_return_per_step,normalized_empirical_regret
0.0,-4.79292918649664,-4.79292918649664,-1.0
1.0,-4.791429594118587,-4.791429594118587,-0.8786283974080341
5.0,-4.785914604879083,-4.785914604879083,-0.4322650442246372
10.0,-4.800528342731988,-4.785914604879083,-0.4322650442246372
15.0,-4.8021043546780335,-4.785914604879083,-0.4322650442246372
20.0,-4.803034857552433,-4.785914604879083,-0.4322650442246372
25.0,-4.798270509232453,-4.785914604879083,-0.4322650442246372
30.0,-4.797467016656252,-4.785914604879083,-0.4322650442246372
35.0,-4.800085433513773,-4.785914604879083,-0.4322650442246372
40.0,-4.797606167484705,-4.785914604879083,-0.4322650442246372
45.0,-4.7924315543811025,-4.785914604879083,-0.4322650442246372
50.0,-4.795119380696721,-4.785914604879083,-0.4322650442246372
55.0,-4.790634559701643,-4.785914604879083,-0.4322650442246372
60.0,-4.7886460936230835,-4.785914604879083,-0.4322650442246372
65.0,-4.788450899471624,-4.785914604879083,-0.4322650442246372
70.0,-4.7850818875272685,-4.7850818875272685,-0.36486790285809245
75.0,-4.783965120342033,-4.783965120342033,-0.27448079168180983
80.0,-4.785793175681634,-4.783965120342033,-0.27448079168180983
85.0,-4.78158404472348,-4.78158404472348,-0.08176511244395786
90.0,-4.78603770360631,-4.78158404472348,-0.08176511244395786
95.0,-4.7901959620078545,-4.78158404472348,-0.08176511244395786
100.0,-4.792011305495987,-4.78158404472348,-0.08176511244395786
105.0,-4.793064976610793,-4.78158404472348,-0.08176511244395786
110.0,-4.790776634412427,-4.78158404472348,-0.08176511244395786
115.0,-4.791838361979124,-4.78158404472348,-0.08176511244395786
120.0,-4.787641426614489,-4.78158404472348,-0.08176511244395786
125.0,-4.7868568472878446,-4.78158404472348,-0.08176511244395786
130.0,-4.786184628721331,-4.78158404472348,-0.08176511244395786
135.0,-4.787059080415262,-4.78158404472348,-0.08176511244395786
140.0,-4.785346138691177,-4.78158404472348,-0.08176511244395786
145.0,-4.786797677823549,-4.78158404472348,-0.08176511244395786
150.0,-4.785478633172283,-4.78158404472348,-0.08176511244395786
155.0,-4.78613036142892,-4.78158404472348,-0.08176511244395786
160.0,-4.788097751851714,-4.78158404472348,-0.08176511244395786
165.0,-4.78890410732201,-4.78158404472348,-0.08176511244395786
170.0,-4.791470232988989,-4.78158404472348,-0.08176511244395786
175.0,-4.7938720580146645,-4.78158404472348,-0.08176511244395786
180.0,-4.797025907989858,-4.78158404472348,-0.08176511244395786
185.0,-4.798120960122554,-4.78158404472348,-0.08176511244395786
190.0,-4.798025810923008,-4.78158404472348,-0.08176511244395786
195.0,-4.798343773524152,-4.78158404472348,-0.08176511244395786
200.0,-4.79658321904896,-4.78158404472348,-0.08176511244395786
205.0,-4.795417960255825,-4.78158404472348,-0.08176511244395786
210.0,-4.792028512854304,-4.78158404472348,-0.08176511244395786
215.0,-4.788722418288119,-4.78158404472348,-0.08176511244395786
220.0,-4.789564314841198,-4.78158404472348,-0.08176511244395786
225.0,-4.789376072363659,-4.78158404472348,-0.08176511244395786
230.0,-4.789599296144699,-4.78158404472348,-0.08176511244395786
235.0,-4.7887890531181005,-4.78158404472348,-0.08176511244395786
240.0,-4.788900596125803,-4.78158404472348,-0.08176511244395786
245.0,-4.78782269025362,-4.78158404472348,-0.08176511244395786
250.0,-4.788102627518772,-4.78158404472348,-0.08176511244395786
255.0,-4.788099750195225,-4.78158404472348,-0.08176511244395786
260.0,-4.787443763565084,-4.78158404472348,-0.08176511244395786
265.0,-4.786725642996144,-4.78158404472348,-0.08176511244395786
270.0,-4.785226938056005,-4.78158404472348,-0.08176511244395786
275.0,-4.784613600113456,-4.78158404472348,-0.08176511244395786
280.0,-4.784492997356704,-4.78158404472348,-0.08176511244395786
285.0,-4.7837792464294315,-4.78158404472348,-0.08176511244395786
290.0,-4.783522959737085,-4.78158404472348,-0.08176511244395786
295.0,-4.783111017980268,-4.78158404472348,-0.08176511244395786
300.0,-4.781269588946209,-4.781269588946209,-0.05631419512122985
305.0,-4.781037319009759,-4.781037319009759,-0.03751510355907231
310.0,-4.780666130240351,-4.780666130240351,-0.0074724223168386675
315.0,-4.781044092558244,-4.780666130240351,-0.0074724223168386675
320.0,-4.7805738056165294,-4.7805738056165294,0.0
325.0,-4.781103957669981,-4.7805738056165294,0.0
330.0,-4.7817609604823135,-4.7805738056165294,0.0
335.0,-4.782955514174519,-4.7805738056165294,0.0
340.0,-4.783756968518073,-4.7805738056165294,0.0
345.0,-4.784486996753235,-4.7805738056165294,0.0
350.0,-4.783932534166733,-4.7805738056165294,0.0
355.0,-4.783141454391157,-4.7805738056165294,0.0
360.0,-4.783686245536752,-4.7805738056165294,0.0
365.0,-4.784848965888702,-4.7805738056165294,0.0
370.0,-4.787534235647069,-4.7805738056165294,0.0
375.0,-4.78761787711505,-4.7805738056165294,0.0
380.0,-4.786423932012593,-4.7805738056165294,0.0
385.0,-4.786541305781201,-4.7805738056165294,0.0
390.0,-4.786499798857239,-4.7805738056165294,0.0
395.0,-4.786494866513581,-4.7805738056165294,0.0
400.0,-4.785567230794244,-4.7805738056165294,0.0
405.0,-4.783539377631372,-4.7805738056165294,0.0
410.0,-4.784993875189776,-4.7805738056165294,0.0
415.0,-4.783977764379193,-4.7805738056165294,0.0
420.0,-4.783082338675691,-4.7805738056165294,0.0
425.0,-4.783430792349095,-4.7805738056165294,0.0
430.0,-4.78320728860858,-4.7805738056165294,0.0
435.0,-4.783835915698849,-4.7805738056165294,0.0
440.0,-4.783228987854585,-4.7805738056165294,0.0
445.0,-4.782987995016977,-4.7805738056165294,0.0
450.0,-4.782867315424778,-4.7805738056165294,0.0
455.0,-4.7822754335863875,-4.7805738056165294,0.0
460.0,-4.782440228889023,-4.7805738056165294,0.0
465.0,-4.781547681191134,-4.7805738056165294,0.0
470.0,-4.781389100931155,-4.7805738056165294,0.0
475.0,-4.781281475504687,-4.7805738056165294,0.0
480.0,-4.781781262045361,-4.7805738056165294,0.0
485.0,-4.781194278378316,-4.7805738056165294,0.0
490.0,-4.7814409887608385,-4.7805738056165294,0.0
495.0,-4.781375273869747,-4.7805738056165294,0.0
500.0,-4.781690536837088,-4.7805738056165294,0.0
