time_min,X2,P2,P100,F200,F1,X1,T1,T200,actor_a1,actor_a2,residual_P100,residual_F200,applied_residual_P100,applied_residual_F200,execution_mask,w_hat_1,w_hat_2,w_est_1,w_est_2,residual_feasible_scale,residual_requested_norm,residual_applied_norm,residual_execution_ratio,feasible_action_mapping_scale,feasible_action_mapping_gap,base_P100_norm,base_F200_norm,candidate_P100_norm,candidate_F200_norm,qp_nominal_P100_norm,qp_nominal_F200_norm,hinf_feedback_P100_norm,hinf_feedback_F200_norm,reward,total_reward,economic_cost,economic_reward,projection_penalty,mapping_penalty,move_penalty,safety_penalty,reward_safety_penalty,state_violation_penalty,input_violation_penalty,rpi_violation_event_penalty,rpi_excess_penalty,qp_infeasible_penalty,state_excess_penalty,input_excess_penalty,rpi_penalty_excluded_from_training_reward,state_excess_squared,input_excess_squared,rpi_excess_squared,violation,rpi_violation,projection_gap,robust_state_violation,robust_input_violation,robust_region_violation,e_X2_norm,e_P2_norm,w_X2_norm,w_P2_norm,paper2016_scenario,state_shock_X2,state_shock_P2
0.0,26.0,49.743,300.52831370055276,206.5112256685237,10.0,5.0,40.0,25.0,0.9995078,0.9978569,0.35982280254364013,0.29935707449913024,0.017991140127182004,0.014967853724956494,1.0,-0.0006244962205572968,6.68903878953131e-08,-0.00012489924411145933,1.3378077579062617e-08,0.04999999999999994,0.46806741745504704,0.023403370872752335,0.04999999999999996,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.4027246813145961,-0.00010690800492419925,0.4027246813145961,-0.00010690800492419925,0.6366466867993884,-0.08628228470983866,-31.610693193749842,-31.610693193749842,8742.41775659827,-11.61068771657216,0.0,0.0,5.477177682075925e-06,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.0590523120924642,-0.058026197785761235,-0.0006244962205572968,6.68903878953131e-08,concentration_positive,1.0,0.0
0.016666666666666666,26.086906355538517,49.760293137067386,300.52831370055276,203.49239288630747,10.0,5.0,40.0,25.0,0.25327244,-0.9946391,0.09117807984352111,-0.298391729593277,0.004558903992176067,-0.014919586479663832,1.0,-0.0006045762354023876,2.682395555120287e-07,-0.00022083464236964494,6.435037316565583e-08,0.04999999999999994,0.3120113243675922,0.015600566218379597,0.049999999999999954,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.38929244517959016,-0.029994348209544525,0.38929244517959016,-0.029994348209544525,0.617675632074822,-0.08658317232738078,-31.573115317672894,-31.573115317672894,8734.901129450318,-11.5731045808324,0.0,0.0,1.0736840495713147e-05,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.056769512352650625,-0.05763273706659991,-0.0006045762354023876,2.682395555120287e-07,concentration_positive,0.0,0.0
0.03333333333333333,26.173748759811428,49.77763348444713,300.52831370055276,203.46739080492483,10.0,5.0,40.0,25.0,0.54729015,-0.9895573,0.1970244526863098,-0.2968671977519989,0.009851222634315482,-0.014843359887599928,1.0,-0.0005847652536301595,2.705704869043757e-07,-0.00029362076462174783,1.055943959133998e-07,0.04999999999999994,0.3562987062247972,0.017814935311239843,0.049999999999999954,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.3945847638217296,-0.02991812161748062,0.3945847638217296,-0.02991812161748062,0.5979098883564854,-0.08690941973327095,-31.544538805597412,-31.544538805597412,8729.187918374426,-11.544538525452941,0.0,0.0,2.801444710327406e-07,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.054509313547418115,-0.05724440930972091,-0.0005847652536301595,2.705704869043757e-07,concentration_positive,0.0,0.0
0.05,26.260525788411353,49.79492828411187,300.52831370055276,203.4558876536007,10.0,5.0,40.0,25.0,0.6955799,-0.97552776,0.25040875911712646,-0.29265832901000977,0.012520437955856334,-0.01463291645050047,1.0,-0.0005650649151203169,2.717616884584384e-07,-0.0003479095947214616,1.388278544224075e-07,0.04999999999999994,0.3851667745036041,0.019258338725180197,0.04999999999999998,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.39725397914327043,-0.029707678180381163,0.39725397914327043,-0.029707678180381163,0.5783425870322954,-0.0872348946836115,-31.516049088862417,-31.516049088862417,8723.490016718328,-11.516049017172449,0.0,0.0,7.168996872966668e-08,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.052255549383465855,-0.05685911243094505,-0.0005650649151203169,2.717616884584384e-07,concentration_positive,0.0,0.0
0.06666666666666667,26.347236173062164,49.81217717820142,300.52831370055276,203.47964382044248,10.0,5.0,40.0,25.0,0.68569314,-0.93779886,0.24684953212738037,-0.28133965730667115,0.012342476606369002,-0.014066982865333543,1.0,-0.0005454752232095794,2.6991576981827414e-07,-0.0003874227204190851,1.6504543750158083e-07,0.04999999999999994,0.3742815708593488,0.01871407854296742,0.04999999999999994,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.3970760177937831,-0.029141744595214236,0.3970760177937831,-0.029141744595214236,0.5588352726557668,-0.08756326660036097,-31.48770209742502,-31.48770209742502,8717.82063206494,-11.487702093905513,0.0,0.0,3.5195106473124316e-09,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.04999073787709814,-0.0564745731100702,-0.0005454752232095794,2.6991576981827414e-07,concentration_positive,0.0,0.0
0.08333333333333333,26.433878652281372,49.82937912656725,300.52831370055276,203.59096704425903,10.0,5.0,40.0,25.0,0.5728127,-0.84123427,0.20621256351470946,-0.25237028002738954,0.01031062817573547,-0.012618514001369461,1.0,-0.000525996190958028,2.6056449969891204e-07,-0.00041513741452687365,1.8414924994104709e-07,0.04999999999999994,0.32590547646888524,0.016295273823444246,0.049999999999999954,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.39504416936314957,-0.027693275731250154,0.39504416936314957,-0.027693275731250154,0.539238221260896,-0.08789850322615944,-31.45965620702644,-31.45965620702644,8712.211442236186,-11.459656144761743,0.0,0.0,6.226470094941344e-08,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.04770359303093419,-0.05608932101125719,-0.000525996190958028,2.6056449969891204e-07,concentration_positive,0.0,0.0
0.1,26.52045197532524,49.84653145037291,300.52831370055276,203.82498380989142,10.0,5.0,40.0,25.0,0.37984958,-0.6622459,0.13674584984779356,-0.19867377877235412,0.006837292492389679,-0.009933688938617694,1.0,-0.0005066278509176236,2.4109908144942516e-07,-0.00043343550180502367,1.955392162427227e-07,0.04999999999999994,0.24118602327307778,0.01205930116365388,0.04999999999999996,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.3915708336798038,-0.025008450668498387,0.3915708336798038,-0.025008450668498387,0.5194547681693772,-0.08824316063258744,-31.43201867777691,-31.43201867777691,8706.683910294527,-11.432018485053446,0.0,0.0,1.9272346386783204e-07,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.04538541780514434,-0.05570222134578123,-0.0005066278509176236,2.4109908144942516e-07,concentration_positive,0.0,0.0
0.11666666666666667,26.60695490687249,49.86363038016469,300.52831370055276,204.12757476344706,10.0,5.0,40.0,25.0,0.12873867,-0.43678233,0.04634592175483703,-0.13103469908237456,0.002317296087741838,-0.0065517349541187216,1.0,-0.00048737023151501635,2.167542939024436e-07,-0.00044422244774702216,1.9978223177466687e-07,0.04999999999999994,0.1389893406952991,0.006949467034764945,0.049999999999999926,0.04999999999999994,0.0,0.3847335411874141,-0.015074761729880693,0.38705083727515593,-0.021626496683999415,0.38705083727515593,-0.021626496683999415,0.49941041927857416,-0.08859920508152976,-31.404628263684067,-31.404628263684067,8701.20580228469,-11.404627945004263,0.0,0.0,3.1867980251297884e-07,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.04302998519954007,-0.055312452108746635,-0.00048737023151501635,2.167542939024436e-07,concentration_positive,0.0,0.0
0.13333333333333333,26.693386226185634,49.880673859560375,300.52831370055276,204.41270845224483,10.0,5.0,40.0,25.0,-0.068191126,-0.22210518,-0.024548805356025695,-0.06663155257701874,-0.0012274402678013052,-0.0033315776288509354,1.0,-0.00046822330921500455,1.9471890369548994e-07,-0.00044902262004061866,1.9876956615883148e-07,0.05,0.07100991228858157,0.0035504956144290843,0.05000000000000008,0.05,0.0,0.37890839419778954,-0.015074761729880693,0.37768095392998824,-0.01840633935873163,0.37768095392998824,-0.01840633935873163,0.47905181636539723,-0.08896802551882001,-31.37722667486154,-31.37722667486154,8695.725502387008,-11.377226445515848,0.0,0.0,2.293456902978507e-07,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.04060764283787953,-0.05491615214091061,-0.00046822330921500455,1.9471890369548994e-07,concentration_positive,0.0,0.0
0.15,26.779744719917748,49.89766252880447,300.52831370055276,204.5385741414821,10.0,5.0,40.0,25.0,-0.19490182,-0.11230698,-0.07016465663909911,-0.03369209468364715,-0.0035082328319549494,-0.0016846047341823565,1.0,-0.0004491869968380746,1.8525543804548406e-07,-0.0004490554954001099,1.9606674053616197e-07,0.05,0.07783467277155162,0.003891733638577575,0.04999999999999992,0.05,0.0,0.3680030187701705,-0.015074761729880693,0.36449478593821555,-0.01675936646406305,0.36449478593821555,-0.01675936646406305,0.4581249908537222,-0.08935634152111609,-31.34938673477893,-31.34938673477893,8690.157544410555,-11.349386655633584,0.0,0.0,7.914534436471553e-08,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,True,0.0,False,False,False,-0.03809523247381702,-0.05451028494120691,-0.0004491869968380746,1.8525543804548406e-07,concentration_positive,0.0,0.0
