episode,global_step,return,return_per_step,total_reward_total,total_reward_mean,economic_cost_mean,economic_cost_total,economic_reward_mean,economic_reward_total,projection_penalty_mean,projection_penalty_total,mapping_penalty_mean,mapping_penalty_total,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,move_penalty_total,safety_penalty_mean,safety_penalty_total,reward_safety_penalty_mean,reward_safety_penalty_total,state_violation_penalty_mean,state_violation_penalty_total,input_violation_penalty_mean,input_violation_penalty_total,rpi_violation_event_penalty_mean,rpi_violation_event_penalty_total,qp_infeasible_penalty_mean,qp_infeasible_penalty_total,state_excess_penalty_mean,state_excess_penalty_total,input_excess_penalty_mean,input_excess_penalty_total,rpi_excess_penalty_mean,rpi_excess_penalty_total,rpi_penalty_excluded_from_training_reward,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_economic_reward_mean,evaluation_economic_reward_total,evaluation_projection_penalty_mean,evaluation_projection_penalty_total,evaluation_mapping_penalty_mean,evaluation_mapping_penalty_total,evaluation_move_penalty_mean,evaluation_move_penalty_total,evaluation_state_violation_penalty_mean,evaluation_state_violation_penalty_total,evaluation_input_violation_penalty_mean,evaluation_input_violation_penalty_total,evaluation_rpi_violation_event_penalty_mean,evaluation_rpi_violation_event_penalty_total,evaluation_rpi_excess_penalty_mean,evaluation_rpi_excess_penalty_total,evaluation_qp_infeasible_penalty_mean,evaluation_qp_infeasible_penalty_total,evaluation_total_reward_mean,evaluation_total_reward_total,evaluation_pressure_positive_J_econ,evaluation_pressure_positive_economic_cost_mean,evaluation_pressure_positive_baseline_J_econ,evaluation_pressure_positive_improvement_percent,evaluation_pressure_positive_residual_requested_norm_mean,evaluation_pressure_positive_residual_applied_norm_mean,evaluation_pressure_positive_residual_execution_ratio_mean,evaluation_pressure_positive_requested_state_dependence_norm,evaluation_pressure_positive_applied_state_dependence_norm,evaluation_pressure_negative_J_econ,evaluation_pressure_negative_economic_cost_mean,evaluation_pressure_negative_baseline_J_econ,evaluation_pressure_negative_improvement_percent,evaluation_pressure_negative_residual_requested_norm_mean,evaluation_pressure_negative_residual_applied_norm_mean,evaluation_pressure_negative_residual_execution_ratio_mean,evaluation_pressure_negative_requested_state_dependence_norm,evaluation_pressure_negative_applied_state_dependence_norm,evaluation_concentration_positive_J_econ,evaluation_concentration_positive_economic_cost_mean,evaluation_concentration_positive_baseline_J_econ,evaluation_concentration_positive_improvement_percent,evaluation_concentration_positive_residual_requested_norm_mean,evaluation_concentration_positive_residual_applied_norm_mean,evaluation_concentration_positive_residual_execution_ratio_mean,evaluation_concentration_positive_requested_state_dependence_norm,evaluation_concentration_positive_applied_state_dependence_norm,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_residual_requested_norm_mean,evaluation_residual_applied_norm_mean,evaluation_residual_execution_ratio_mean,evaluation_requested_residual_state_dependence_norm,evaluation_applied_residual_state_dependence_norm,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
42,12600,-637.0255654554702,-2.123418551518234,-637.0255654554702,-2.123418551518234,6844.963885786731,2053489.1657360194,-2.1234183625144554,-637.0255087543367,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3740915946217742,0.018704579731088716,0.05000000000000026,1.8900378052644732e-07,5.67011341579342e-05,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9848789874814007,0.012935932725667953,-2.5324134826660156,0.021194868721067905,36.91823196411133,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
43,12900,-196.73938450590262,-0.6557979483530088,-196.73938450590262,-0.6557979483530088,6551.439763777285,1965431.9291331857,-0.6557977524672544,-196.7393257401763,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.35367558265107146,0.01768377913255355,0.05000000000000026,1.9588575469987394e-07,5.876572640996218e-05,3.4674041311036112,1040.2212393310833,0.0,0.0,0.0,0.0,0.0,0.0,3.466666666666667,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007374644369448054,0.22123933108344163,1.0,0.0,0.0,3.687322184724027e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.033259534804582,0.014412968419492245,-2.605593204498291,0.08845755085349083,41.674556732177734,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
44,13200,-637.6981046478757,-2.125660348826252,-637.6981046478757,-2.125660348826252,6845.4122294301005,2053623.6688290301,-2.1256600807313335,-637.6980242194,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3597636794948741,0.017988183974743686,0.05000000000000026,2.6809492053475553e-07,8.042847616042666e-05,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9848789875405495,0.015430501662194729,-2.019139051437378,0.12057806923985481,29.12850570678711,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
45,13500,-508.6733780967223,-1.6955779269890743,-508.6733780967223,-1.6955779269890743,6759.395780332203,2027818.7340996608,-1.6955778352418212,-508.6733505725463,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.28674957374317506,0.014337478687158768,0.05000000000000026,9.174725317432768e-08,2.7524175952298304e-05,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9881635439763976,0.015611840412020683,-1.9638103246688843,0.14561334997415543,36.05433654785156,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1.4912230239977913,-447.3669071993374,0.0,0.0,0.0,0.0,5.619535775652986e-08,1.6858607326958957e-05,0.0,0.0,0.0,0.0,3.288888888888889,986.6666666666666,0.00024448105366402234,0.0733443160992067,0.0,0.0,-4.780356450135705,-1434.1069350407117,2027802.0880686096,6759.340293562032,2029645.963293084,0.09084713579715545,0.284970855357971,0.014248542767898555,0.05000000000000026,41.94031046884469,2.0970155234422347,2053457.2887741486,6844.857629247162,2055402.8489198105,0.09465590391121606,0.3677231379568627,0.018386156897843127,0.05000000000000026,41.94031046884469,2.0970155234422347,1965412.9594322974,6551.376531440991,1967274.8988990649,0.09464561703143091,0.35533975149516384,0.017766987574758183,0.05000000000000026,41.94031046884469,2.0970155234422347,-1434.1069350407117,-4.780356450135705,6718.524818083395,6724.804123457732,6718.524818083395,0.09337529032902835,0.3360112482699991,0.016800562413499955,0.05000000000000026,41.94031046884469,2.0970155234422347,0.09337529032902835,-0.9845522945125619,6318.316222750188
46,13800,-508.8301765667647,-1.6961005885558824,-508.8301765667647,-1.6961005885558824,6759.50031093558,2027850.0932806742,-1.6961004882587076,-508.8301464776123,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.279565370916867,0.013978268545843357,0.05000000000000026,1.0029717349233976e-07,3.008915204770193e-05,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9881635418245023,0.015426955185830593,-2.0473580360412598,0.018253456335514784,31.29914093017578,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
47,14100,-638.2815650098948,-2.1276052166996493,-638.2815650098948,-2.1276052166996493,6845.801170592539,2053740.3511777618,-2.1276047865435297,-638.2814359630589,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3508806555950439,0.01754403277975218,0.05000000000000026,4.3015611773540134e-07,0.0001290468353206204,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9866102943292175,0.015425079502165318,-1.9259988069534302,0.021221275441348553,40.51008605957031,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
48,14400,-197.78310977726946,-0.6592770325908982,-197.78310977726946,-0.6592770325908982,6552.135543901324,1965640.6631703973,-0.6592766530874277,-197.7829959262283,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.34104583359322416,0.017052291679661213,0.05000000000000026,3.7950347088138185e-07,0.00011385104126441455,3.4674059959235257,1040.2217987770578,0.0,0.0,0.0,0.0,0.0,0.0,3.466666666666667,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007393292568594343,0.22179877705783027,1.0,0.0,0.0,3.6966462842971714e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.0333015598026452,0.015113933943212032,-2.0043880939483643,0.024229384027421474,47.40932083129883,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
49,14700,-509.0897890089354,-1.696965963363118,-509.0897890089354,-1.696965963363118,6759.673363418887,2027902.0090256662,-1.696965750675237,-509.08972520257106,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27462213955437836,0.013731106977718928,0.05000000000000026,2.1268788023425868e-07,6.38063640702776e-05,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9881636046770504,0.014833786524832249,-2.080587148666382,0.10915534198284149,37.63292694091797,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
50,15000,-197.98312052184502,-0.6599437350728168,-197.98312052184502,-0.6599437350728168,6552.268874790954,1965680.6624372862,-0.6599433075355743,-197.9829922606723,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33099475001357154,0.016549737500678573,0.05000000000000026,4.275372424225635e-07,0.00012826117272676904,3.4673946253833705,1040.2183876150111,0.0,0.0,0.0,0.0,0.0,0.0,3.466666666666667,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007279587167036123,0.2183876150110837,1.0,0.0,0.0,3.6397935835180614e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.0330444863033974,0.014025581069290638,-2.0453035831451416,0.07775779068470001,28.71001625061035,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1.4933456053554108,-448.0036816066233,0.0,0.0,0.0,0.0,6.090174279858531e-08,1.8270522839575592e-05,0.0,0.0,0.0,0.0,3.288888888888889,986.6666666666666,0.00024552227122565855,0.07365668136769755,0.0,0.0,-4.782480077417266,-1434.74402322518,2027903.8477215632,6759.679492405211,2029645.963293084,0.08583347061643148,0.2770001359121789,0.013850006795608957,0.05000000000000026,44.16330039831496,2.2081650199157474,2053644.5640184004,6845.481880061335,2055402.8489198105,0.0855445394723546,0.35743468373858717,0.017871734186929344,0.05000000000000026,44.16330039831496,2.2081650199157474,1965505.9891794643,6551.686630598214,1967274.8988990649,0.08991675340291792,0.35418893498118414,0.01770944674905921,0.05000000000000026,44.16330039831496,2.2081650199157474,-1434.74402322518,-4.782480077417266,6718.949334354919,6724.804123457732,6718.949334354919,0.08706259684783964,0.32954125154398345,0.016477062577199168,0.05000000000000026,44.16330039831496,2.2081650199157474,0.08706259684783964,-0.9855966460683777,6318.316222750188
51,15300,-638.6798349522028,-2.1289327831740095,-638.6798349522028,-2.1289327831740095,6846.06670357906,2053820.011073718,-2.1289324514760968,-638.679735442829,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33442611118148835,0.016721305559074428,0.05000000000000026,3.3169791548964046e-07,9.950937464689214e-05,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9848789875383633,0.013475251384079456,-2.0100667476654053,0.10673920437693596,38.0533561706543,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
52,15600,-508.83399542389856,-1.696113318079662,-508.83399542389856,-1.696113318079662,6759.502839275056,2027850.851782517,-1.6961131299561114,-508.8339389868334,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2797146828685299,0.013985734143426493,0.05000000000000026,1.881235491782235e-07,5.643706475346705e-05,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9881635417323397,0.013489986769855022,-2.0720272064208984,0.23036213964223862,51.836639404296875,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
53,15900,-197.47533086017393,-0.6582511028672464,-197.47533086017393,-0.6582511028672464,6551.9303658320205,1965579.109749606,-0.6582507627408777,-197.4752288222633,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33651171392516577,0.016825585696258267,0.05000000000000026,3.401263681670322e-07,0.00010203791045010967,3.4007084751291967,1020.2125425387591,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007084751291968899,0.21254253875906698,1.0,0.0,0.0,3.54237564598445e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0325992744366395,0.013578304089605808,-2.056678533554077,0.06237776204943657,39.22809600830078,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
54,16200,-638.7971173994962,-2.1293237246649874,-638.7971173994962,-2.1293237246649874,6846.144897396853,2053843.4692190557,-2.1293234205650746,-638.7970261695224,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.32517548370512356,0.01625877418525618,0.05000000000000026,3.0409991042259513e-07,9.122997312677854e-05,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9848789876503381,0.01329372450709343,-1.9346076250076294,0.07888572663068771,41.775508880615234,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,16200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
55,16500,-508.9960805721828,-1.696653601907276,-508.9960805721828,-1.696653601907276,6759.610900813166,2027883.2702439497,-1.696653437646651,-508.9960312939953,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27969490348015935,0.013984745174007975,0.05000000000000026,1.6426062626661027e-07,4.927818787998308e-05,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9891629574739755,0.013119290582835674,-2.1405367851257324,0.021137881092727184,38.8215217590332,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,16500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1.4958949305387144,-448.7684791616143,0.0,0.0,0.0,0.0,6.513259132684056e-08,1.953977739805217e-05,0.0,0.0,0.0,0.0,3.288888888888889,986.6666666666666,0.00023963341815045407,0.07189002544513622,0.0,0.0,-4.785023517978343,-1435.507055393503,2027887.5374490437,6759.625124830146,2029645.963293084,0.08663707246692434,0.2757917816619517,0.013789589083097577,0.05000000000000026,43.60981793159646,2.18049089657982,2053946.8251527443,6846.489417175814,2055402.8489198105,0.07083885126613414,0.3299647281106363,0.01649823640553182,0.05000000000000026,43.60981793159646,2.18049089657982,1965678.916850638,6552.263056168794,1967274.8988990649,0.08112653952530505,0.3434881894029324,0.01717440947014663,0.05000000000000026,43.60981793159646,2.18049089657982,-1435.507055393503,-4.785023517978343,6719.459199391585,6724.804123457732,6719.459199391585,0.07948073978100213,0.31641489972517345,0.015820744986258677,0.05000000000000026,43.60981793159646,2.18049089657982,0.07948073978100213,-0.9868509639355956,6318.316222750188
56,16800,-197.8087424112897,-0.659362474704299,-197.8087424112897,-0.659362474704299,6552.15262791169,1965645.7883735069,-0.6593620731392739,-197.80862194178215,0.0,0.0,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3332016662549329,0.01666008331274664,0.05000000000000026,4.015650238160946e-07,0.00012046950714482839,3.400700232757204,1020.2100698271611,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007002327572034342,0.21006982716103026,1.0,0.0,0.0,3.5011637860171712e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0324090903267147,0.012658006511628628,-2.0817031860351562,0.06725265830755234,27.58963966369629,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,16800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
