X2,P2,requested_delta_P100,requested_delta_F200,applied_delta_P100,applied_delta_F200,mapping_scale
26.918626654336443,50.911192488004595,33.400089740753174,29.74009573459625,1.6700044870376574,1.4870047867298108,0.04999999999999994
27.091867791968685,50.911192488004595,31.982926368713375,29.698614478111267,1.599146318435668,1.4849307239055616,0.04999999999999994
27.265108929600924,50.911192488004595,29.676115036010742,29.645562171936035,1.4838057518005376,1.4822781085968,0.04999999999999994
27.438350067233163,50.911192488004595,25.944115161895752,29.57389712333679,1.2972057580947882,1.4786948561668396,0.05
27.611591204865405,50.911192488004595,20.32567262649536,29.491009712219235,1.0162836313247658,1.474550485610962,0.05
27.784832342497644,50.911192488004595,12.759901285171507,29.39594864845276,0.637995064258573,1.469797432422638,0.05
27.958073480129883,50.911192488004595,3.417712032794952,29.285273551940914,0.17088560163974753,1.464263677597046,0.05
28.131314617762126,50.911192488004595,-6.346012115478515,29.12851810455322,-0.3173006057739264,1.456425905227661,0.05
28.304555755394365,50.911192488004595,-14.901575446128845,28.92023384571075,-0.7450787723064428,1.4460116922855377,0.05
28.477796893026607,50.911192488004595,-22.25913977622986,28.618723154067993,-1.1129569888114934,1.4309361577033997,0.05
28.651038030658846,50.911192488004595,-27.411609649658203,28.143584132194515,-1.3705804824829109,1.407179206609726,0.05
28.824279168291085,50.911192488004595,-30.782161474227905,27.485824227333065,-1.5391080737113954,1.3742912113666534,0.05
28.997520305923327,50.911192488004595,-32.05300283432007,26.7193865776062,-1.6026501417160035,1.3359693288803103,0.05
29.170761443555566,50.911192488004595,-32.494269132614136,25.762234926223755,-1.6247134566307064,1.2881117463111877,0.05
29.34400258118781,50.911192488004595,-32.87178683280945,24.58854854106903,-1.6435893416404723,1.2294274270534515,0.05
29.517243718820048,50.911192488004595,-32.57827377319336,23.34283053874969,-1.628913688659668,1.1671415269374847,0.05
29.690484856452287,50.911192488004595,-32.091686725616455,21.9236558675766,-1.6045843362808232,1.09618279337883,0.05
29.86372599408453,50.911192488004595,-31.486337900161743,20.21148383617401,-1.5743168950080904,1.0105741918087017,0.05000000000000006
30.036967131716768,50.911192488004595,-30.60021114349365,18.15236985683441,-1.5300105571746812,0.90761849284172,0.049999999999999975
30.21020826934901,50.911192488004595,-29.421472549438477,16.447386145591736,-1.471073627471925,0.822369307279587,0.05000000000000002
30.38344940698125,50.911192488004595,-27.937899827957153,14.916384816169739,-1.3968949913978623,0.7458192408084892,0.05000000000000014
30.556690544613488,50.911192488004595,-26.118141174316406,13.373313546180723,-1.3059070587158175,0.6686656773090348,0.04999999999999989
30.72993168224573,50.911192488004595,-23.863085746765137,11.78698271512985,-1.1931542873382563,0.5893491357564923,0.049999999999999975
30.90317281987797,50.911192488004595,-21.15161919593811,10.103756189346313,-1.0575809597969055,0.5051878094673161,0.05000000000000002
31.07641395751021,50.911192488004595,-18.336456298828125,8.386679291725159,-0.916822814941405,0.4193339645862576,0.04999999999999993
31.24965509514245,50.911192488004595,-15.84488260746002,6.840004026889801,-0.7922441303730016,0.34200020134449033,0.05000000000000006
31.42289623277469,50.911192488004595,-13.767363667488098,5.404190719127655,-0.6883681833744049,0.2702095359563825,0.049999999999999975
31.596137370406932,50.911192488004595,-12.306798934936523,4.080867916345596,-0.6153399467468248,0.20404339581727993,0.04999999999999993
31.76937850803917,50.911192488004595,-11.332854509353638,3.220327645540237,-0.5666427254676837,0.16101638227701276,0.05000000000000012
31.94261964567141,50.911192488004595,-10.865298271179197,2.9857566207647324,-0.5432649135589593,0.14928783103823617,0.04999999999999989
32.11586078330365,50.911192488004595,-10.501367568969727,2.8595229238271713,-0.5250683784484886,0.14297614619135923,0.05000000000000024
26.918626654336443,51.01881666626029,33.26492786407471,29.7323477268219,1.6632463932037322,1.4866173863410932,0.04999999999999994
27.091867791968685,51.01881666626029,31.765691041946408,29.689478874206543,1.5882845520973188,1.4844739437103254,0.04999999999999994
27.265108929600924,51.01881666626029,29.34530210494995,29.633844494819638,1.467265105247495,1.4816922247409803,0.04999999999999994
27.438350067233163,51.01881666626029,25.442713737487793,29.55992102622986,1.2721356868743872,1.477996051311493,0.05
27.611591204865405,51.01881666626029,19.59854292869568,29.474017024040222,0.9799271464347836,1.473700851202011,0.05
27.784832342497644,51.01881666626029,11.831402063369751,29.376059174537655,0.5915701031684872,1.468802958726883,0.05
27.958073480129883,51.01881666626029,2.2500683963298798,29.260346889495846,0.11250341981649259,1.4630173444747925,0.05
28.131314617762126,51.01881666626029,-7.394364237785339,29.09409642219543,-0.3697182118892667,1.4547048211097715,0.05
28.304555755394365,51.01881666626029,-15.81661319732666,28.876730203628536,-0.7908306598663317,1.4438365101814268,0.05
28.477796893026607,51.01881666626029,-22.92449712753296,28.559516072273254,-1.1462248563766486,1.427975803613663,0.05
28.651038030658846,51.01881666626029,-27.852916717529297,28.054620623588562,-1.3926458358764646,1.402731031179428,0.05
28.824279168291085,51.01881666626029,-31.062969446182247,27.36710965633392,-1.5531484723091127,1.3683554828166962,0.05
28.997520305923327,51.01881666626029,-32.081799030303955,26.58671379089355,-1.6040899515151978,1.3293356895446777,0.05
29.170761443555566,51.01881666626029,-32.48680830001831,25.597904920578003,-1.6243404150009157,1.2798952460289001,0.05
29.34400258118781,51.01881666626029,-32.86629581451416,24.398664236068722,-1.6433147907257084,1.2199332118034363,0.05
29.517243718820048,51.01881666626029,-32.47042965888977,23.16691517829895,-1.6235214829444886,1.1583457589149475,0.05
29.690484856452287,51.01881666626029,-31.97211384773254,21.719396710395813,-1.5986056923866259,1.0859698355197906,0.05
29.86372599408453,51.01881666626029,-31.32835578918457,19.944909811019897,-1.566417789459229,0.9972454905509951,0.05
30.036967131716768,51.01881666626029,-30.40521454811096,17.8829026222229,-1.520260727405548,0.894145131111145,0.05
30.21020826934901,51.01881666626029,-29.15248990058899,16.270272731781006,-1.45762449502945,0.8135136365890503,0.05
30.38344940698125,51.01881666626029,-27.617513179779053,14.727769196033478,-1.3808756589889504,0.7363884598016739,0.05
30.556690544613488,51.01881666626029,-25.725856304168698,13.185272812843321,-1.286292815208434,0.6592636406421661,0.05
30.72993168224573,51.01881666626029,-23.42352533340454,11.61382108926773,-1.1711762666702263,0.5806910544633864,0.05
30.90317281987797,51.01881666626029,-20.66120409965515,9.920316338539124,-1.0330602049827553,0.4960158169269563,0.05
31.07641395751021,51.01881666626029,-17.854455828666687,8.198800384998322,-0.8927227914333369,0.4099400192499162,0.05
31.24965509514245,51.01881666626029,-15.399423480033875,6.676005274057388,-0.7699711740016935,0.3338002637028693,0.05
31.42289623277469,51.01881666626029,-13.472217679023743,5.263790935277939,-0.6736108839511867,0.2631895467638966,0.04999999999999994
31.596137370406932,51.01881666626029,-12.082128524780272,3.963004499673843,-0.604106426239015,0.19815022498369197,0.04999999999999994
31.76937850803917,51.01881666626029,-11.167686223983765,3.151650801301002,-0.5583843111991893,0.15758254006504985,0.04999999999999994
31.94261964567141,51.01881666626029,-10.714100003242493,2.9372750222682953,-0.5357050001621233,0.14686375111341454,0.04999999999999994
32.11586078330365,51.01881666626029,-10.366129517555237,2.8163053840398784,-0.5183064758777611,0.14081526920199372,0.04999999999999994
26.918626654336443,51.12644084451598,33.12303042411804,29.724369049072262,1.6561515212059008,1.4862184524536115,0.04999999999999994
27.091867791968685,51.12644084451598,31.530871152877804,29.67949569225311,1.576543557643889,1.4839747846126536,0.04999999999999994
27.265108929600924,51.12644084451598,28.999026775360104,29.6217405796051,1.4499513387680019,1.4810870289802531,0.04999999999999994
27.438350067233163,51.12644084451598,24.920601367950436,29.545488953590393,1.2460300683975245,1.4772744476795199,0.05
