episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
0,-1437.9015299218865,-4.793005099739623,6725.507070597981,-1.526134286570709,0.0,0.0,0.0,0.05543638248925111,0.04999999999999994,0.0,0.0,0.0,0.0,3.266870813168913,0.0,0.0,1.0207325112325458e-06,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,1.0020886711219896,0.10000000000000002,nan,nan,nan,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,0.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1437.9015299218865,-4.793005099739623,6725.507070597981,6725.507070597981,6725.507070597981,0.0,0.0,-1.0,6318.316222750188
1,-1788.0127669034748,-5.960042556344916,6852.288628927621,-2.1600420782188956,0.0,0.0,0.0,0.05543816817195012,0.04999999999999994,0.08421886551371696,0.004666086059690513,0.0554381681719501,4.781260188227112e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9866015368299886,0.1,1.0259859561920166,162.26409912109375,2.288099765777588,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1439.1423696346865,-4.797141232115622,6726.334893790193,6725.507070597981,6726.334893790193,-0.012308710458892317,-0.012308710458892317,-1.0020330103109825,6318.316222750188
2,-1298.8114330622702,-4.329371443540901,6766.154393933026,-1.7293709032459417,0.0,0.0,0.0,0.0554335272862345,0.04999999999999994,0.08671308999337564,0.0048052171154537434,0.055433527286234525,5.402949512381781e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897361135572951,0.1,-0.9731834530830383,9.294374465942383,11.440321922302246,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
3,-1227.7555894395914,-4.092518631465305,6558.661630183036,-0.6919070844959784,0.0,0.0,0.0,0.0554338949997056,0.04999999999999994,0.08111466349661985,0.004503515135480428,0.05543389499970564,4.990565057247214e-07,3.4006110479128244,0.0,0.0,3.055239564121775e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0302749379724638,0.1,-1.6130750179290771,7.666632890701294,13.100929260253906,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
4,-1227.1356252910393,-4.090452084303465,6558.2464365399765,-0.6898311162806956,0.0,0.0,0.0,0.05543800694632523,0.04999999999999994,0.08567079452233782,0.004733157689940478,0.05543800694632523,4.789567369278378e-07,3.4006204890660334,0.0,0.0,3.1024453301678362e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0305079268232102,0.1,-2.077390193939209,40.91884994506836,15.406429290771484,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,1200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
5,-1298.8369447838281,-4.329456482612761,6766.171411018504,-1.7294559886733334,0.0,0.0,0.0,0.055443042541712645,0.04999999999999994,0.08537815330067013,0.004732935782942294,0.055443042541712666,4.939394339189174e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899055319500032,0.1,-1.1356017589569092,11.784498691558838,20.4827823638916,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,1500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1434.1067287906208,-4.780355762635402,6722.974882316979,6725.507070597981,6722.974882316979,0.037650518457876085,0.037650518457876085,-0.9937813231943077,6318.316222750188
6,-1787.3953893055202,-5.957984631018401,6851.877041478952,-2.1579841409755542,0.0,0.0,0.0,0.05543466934568458,0.04999999999999994,0.08375720031926422,0.004645085643842838,0.05543466934568458,4.900428451817197e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863120735951804,0.1,-2.065566301345825,23.547179222106934,28.77001190185547,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,1800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
7,-1298.4996032015424,-4.328332010671808,6765.946507469885,-1.7283314709302295,0.0,0.0,0.0,0.05544325408295692,0.04999999999999994,0.089449222226051,0.004959796431193866,0.0554432540829569,5.397415800369203e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9895127401081386,0.1,-1.9324400424957275,12.468368530273438,28.79857635498047,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,2100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
8,-1788.0139919673372,-5.960046639891124,6852.289436818457,-2.160046117673099,0.0,0.0,0.0,0.05543354079461313,0.04999999999999994,0.0853136006018294,0.0047332534457809675,0.05543354079461314,5.222180306817152e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9864492494557038,0.0966719537973404,-1.3454538583755493,8.786823511123657,34.77642059326172,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,2400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
9,-1227.4240943981542,-4.091413647993847,6558.438286996952,-0.6907903685655701,0.0,0.0,0.0,0.05543837163836056,0.04999999999999994,0.0807462849761463,0.004476372326805256,0.05543837163836056,4.641675807253744e-07,3.4006228152606996,0.0,0.0,3.114076303497013e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.030565059971299,0.09039413183927536,-1.8840703964233398,11.950989723205566,49.50730895996094,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,2700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
