episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1298.9374640626352,-4.329791546875451,6766.2384406820975,-1.729791136991265,0.0,0.0,0.0,0.055429901306574506,0.04999999999999994,0.08082389008168836,0.004476724646131651,0.05542990130657452,4.0988418336022537e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897986592976654,0.09003467857837677,-2.409637212753296,34.6353816986084,57.35015106201172,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1440.319807910965,-4.801066026369882,6727.116934178676,6725.507070597981,6727.116934178676,-0.023936687060125816,-0.023936687060125816,-1.0039535848833652,6318.316222750188
11,-1787.2917284670255,-5.957639094890085,6851.807945438597,-2.1576386607737987,0.0,0.0,0.0,0.05543654618884928,0.04999999999999994,0.08204188831758039,0.004545674519170786,0.055436546188849266,4.341162836412182e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861765534144189,0.09174321591854095,-2.093808650970459,43.99014472961426,62.77627182006836,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
12,-1227.323667318733,-4.091078891062443,6558.374438375004,-0.6904711254558081,0.0,0.0,0.0,0.05543668591621195,0.04999999999999994,0.08254066888221663,0.004576237679642923,0.05543668591621194,4.906940428251306e-07,3.40060727491259,0.0,0.0,3.0363745629488413e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0301813248364722,0.09178902953863144,-2.0976133346557617,11.551578998565674,67.9049301147461,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
13,-1226.9063880969777,-4.089687960323259,6558.094427432922,-0.6890710707454281,0.0,0.0,0.0,0.05543830765195551,0.04999999999999994,0.08540537532540995,0.004733688464526966,0.05543830765195552,5.027628870360651e-07,3.4006163868149457,0.0,0.0,3.0819340747297585e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0304069107674378,0.09213165193796158,-2.2965810298919678,9.476123809814453,62.44011306762695,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
14,-1298.998254104627,-4.3299941803487565,6766.278955816786,-1.7299937126647489,0.0,0.0,0.0,0.055432222703591404,0.04999999999999994,0.08330126707367744,0.004629022018151384,0.055432222703591424,4.676840147083204e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897829819397637,0.09473913162946701,-2.0037946701049805,75.47767639160156,53.96338653564453,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
15,-1787.5518425828907,-5.958506141942969,6851.981343370252,-2.1585056504320552,0.0,0.0,0.0,0.05543740427291984,0.04999999999999994,0.08553941791977887,0.004738693595236516,0.05543740427291983,4.915109105011061e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863954534314228,0.1010264977812767,-2.1226143836975098,6.447550296783447,63.590065002441406,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1440.6588433811496,-4.802196144603833,6727.343043456373,6725.507070597981,6727.343043456373,-0.027298653307780082,-0.027298653307780082,-1.0045088755508549,6318.316222750188
16,-1787.4993739584052,-5.958331246528017,6851.946373061233,-2.1583307988869866,0.0,0.0,0.0,0.05543567420371713,0.04999999999999994,0.08088376027652963,0.004483082870087253,0.055435674203717145,4.476410275521844e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863224842999585,0.10629981011152267,-2.273770570755005,182.48863220214844,83.88002014160156,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
17,-1301.6259353235894,-4.338753117745298,6768.030768085581,-1.7387527740087223,0.0,0.0,0.0,0.05542149991762224,0.04999999999999994,0.09416997230761832,0.005185315594757621,0.05542149991762225,3.4373657490624944e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9897218536719319,0.10790911316871643,-1.6605900526046753,7.0730485916137695,68.49532318115234,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
18,-1228.4138872842325,-4.094712957614108,6559.093865521418,-0.6940682611878974,0.0,0.0,0.0,0.05538509990483521,0.04999999999999994,0.11489044199960764,0.006374378354854025,0.05538509990483522,4.969112135847489e-08,3.4006446467350915,0.0,0.0,3.2232336754564374e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0310961428900263,0.08984889090061188,-1.056703805923462,7.485402822494507,67.85700988769531,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
19,-1230.2983707461312,-4.10099456915377,6560.351866453797,-0.7003582658497939,0.0,0.0,0.0,0.055379314679930666,0.04999999999999994,0.1158717481816664,0.006407498029735353,0.055379314679930666,5.96876261646829e-08,3.4006362436163466,0.0,0.0,3.181218081731974e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.030892805384419,0.07985842227935791,-1.9165775775909424,6.231580495834351,53.867618560791016,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
20,-1303.0350014532776,-4.343450004844258,6768.970208747418,-1.7434499773178909,0.0,0.0,0.0,0.0554040270181995,0.04999999999999994,0.11689444011827274,0.006467168203115234,0.0554040270181995,2.7526368952923222e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893352616368364,0.0810251459479332,-2.080505847930908,6.975051164627075,82.079833984375,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1441.622845351647,-4.805409484505489,6727.987451678625,6725.507070597981,6727.987451678625,-0.036880209248278374,-0.036880209248278374,-1.0060914460473618,6318.316222750188
21,-1790.1706194205917,-5.967235398068639,6853.727278610062,-2.167235326631103,0.0,0.0,0.0,0.05541005581610256,0.04999999999999994,0.08182009349673298,0.004534491810510952,0.05541005581610257,7.14375338322556e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9860465308045147,0.07901578396558762,-1.5973238945007324,8.216423034667969,88.05216979980469,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
22,-1789.762815047983,-5.9658760501599435,6853.455411452539,-2.1658759908435252,0.0,0.0,0.0,0.05541333849763071,0.04999999999999994,0.07169814028838087,0.003969940168761074,0.055413338497630714,5.931642241129262e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9860491059871569,0.0780593678355217,-2.284396171569824,8.205411434173584,90.79661560058594,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
23,-1230.8623055610478,-4.10287435187016,6560.73458251355,-0.7022718461485781,0.0,0.0,0.0,0.05536492883562117,0.04999999999999994,0.12116354071894177,0.006697962878371794,0.05536492883562117,1.8347269280861774e-08,3.4006024873743197,0.0,0.0,3.0124368715982994e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0300621200429958,0.07987379282712936,-2.283790349960327,7.0221686363220215,85.40727996826172,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
24,-1302.765838827896,-4.342552796092987,6768.790767752141,-1.742552772341508,0.0,0.0,0.0,0.055377774132131706,0.04999999999999994,0.11236196942451196,0.006218460730687055,0.055377774132131706,2.3751479836222788e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893522844918492,0.0801687091588974,-1.955588698387146,9.982361555099487,83.5858154296875,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
25,-1230.7019782724428,-4.10233992757481,6560.626446509832,-0.7017311661299687,0.0,0.0,0.0,0.05536484302828753,0.04999999999999994,0.12204651479064606,0.006737508300159868,0.05536484302828753,2.5926467370835997e-08,3.4006087355183667,0.0,0.0,3.043677591834765e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0302175988051736,0.07846885174512863,-1.8149654865264893,165.33168029785156,63.24455261230469,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1440.5054888385378,-4.801684962795126,6727.241502105923,6725.507070597981,6727.241502105923,-0.02578885859067921,-0.02578885859067921,-1.004259505136498,6318.316222750188
26,-1789.1865302343263,-5.963955100781088,6853.071221632658,-2.163955041744077,0.0,0.0,0.0,0.05541612794166449,0.04999999999999994,0.0846632718805953,0.004682903829884402,0.05541612794166449,5.903701684469764e-08,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9860492659692306,0.07460098713636398,-2.3524718284606934,10.371497631072998,94.62989807128906,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
27,-1299.733036981337,-4.332443456604456,6766.768896695584,-1.7324434170587355,0.0,0.0,0.0,0.0553905405261836,0.04999999999999994,0.0923330959474689,0.005104425073943085,0.05539054052618359,3.9545715539501986e-08,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893624209373952,0.07567363232374191,-1.6100175380706787,5.184340476989746,94.22242736816406,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,8100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
