episode,policy_scale,return_per_step,economic_cost_mean,incremental_return_per_step,economic_cost_reduction_percent,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,intervention_rate,mapping_rate,safe,positive_increment,practically_significant,eligible
0.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.25,-4.794039507978667,6725.714101912446,-0.0010344082390441045,-0.0030783004506837403,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,-4.795073571526829,6725.921063963615,-0.0020684717872061498,-0.0061555710415372444,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.75,-4.796107457271567,6726.127990129245,-0.003102357531944655,-0.009232308058651707,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,-4.797141232115622,6726.334893790193,-0.004136132375998969,-0.012308710458892317,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.25,-4.789850613400474,6724.8756001883885,0.003154486339148832,0.009389186613939074,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.5,-4.786691078882709,6724.243115437243,0.0063140208569141265,0.018793455236450853,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.75,-4.7835264159728945,6723.6096002873055,0.009478683766728224,0.0282130446189001,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.0,-4.780355762635402,6722.974882316979,0.01264933710422067,0.037650518457876085,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.25,-4.795032459381177,6725.911969217024,-0.002027359641553872,-0.0060203433702985575,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.5,-4.797051933479903,6726.315285978136,-0.004046833740280142,-0.012017166463008431,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.75,-4.799063453755271,6726.717007223254,-0.0060583540156482485,-0.017990266199596452,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1.0,-4.801066026369882,6727.116934178676,-0.008060926630259146,-0.023936687060125816,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.25,-4.795312216021867,6725.967940642218,-0.002307116282244337,-0.006852569470226302,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.5,-4.797613206436577,6726.427581636799,-0.00460810669695455,-0.013686864487030553,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.75,-4.799908098947353,6726.885999173274,-0.006902999207730076,-0.020502968189892647,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,1.0,-4.802196144603833,6727.343043456373,-0.009191044864210518,-0.027298653307780082,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.25,-4.7961090271728155,6726.127733388719,-0.0031039274331927658,-0.009228490643508041,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.5,-4.799211074439023,6726.748019295985,-0.006205974699399874,-0.018451377494333197,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.75,-4.802311229928286,6727.367926001943,-0.009306130188662998,-0.0276686260891333,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,1.0,-4.805409484505489,6727.987451678625,-0.01240438476586636,-0.036880209248278374,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,-4.793005099739623,6725.507070597981,0.0,0.0,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.25,-4.795188477155973,6725.943366091037,-0.0021833774163502184,-0.00648717618577736,0.0,0.0,0.16333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
