episode,evaluation_return_per_step,best_so_far_return_per_step,normalized_empirical_regret
0.0,-8.02757375156335,-8.02757375156335,0.0
1.0,-8.02757375156335,-8.02757375156335,0.0
5.0,-8.02757375156335,-8.02757375156335,0.0
10.0,-8.02757375156335,-8.02757375156335,0.0
15.0,-8.02757375156335,-8.02757375156335,0.0
20.0,-8.02757375156335,-8.02757375156335,0.0
25.0,-8.02757375156335,-8.02757375156335,0.0
30.0,-8.02757375156335,-8.02757375156335,0.0
35.0,-8.02757375156335,-8.02757375156335,0.0
40.0,-8.02757375156335,-8.02757375156335,0.0
45.0,-8.02757375156335,-8.02757375156335,0.0
50.0,-8.02757375156335,-8.02757375156335,0.0
55.0,-8.02757375156335,-8.02757375156335,0.0
60.0,-8.02757375156335,-8.02757375156335,0.0
65.0,-8.02757375156335,-8.02757375156335,0.0
70.0,-8.02757375156335,-8.02757375156335,0.0
75.0,-8.02757375156335,-8.02757375156335,0.0
80.0,-8.02757375156335,-8.02757375156335,0.0
85.0,-8.02757375156335,-8.02757375156335,0.0
90.0,-8.02757375156335,-8.02757375156335,0.0
95.0,-8.02757375156335,-8.02757375156335,0.0
100.0,-8.02757375156335,-8.02757375156335,0.0
105.0,-8.02757375156335,-8.02757375156335,0.0
110.0,-8.02757375156335,-8.02757375156335,0.0
115.0,-8.02757375156335,-8.02757375156335,0.0
120.0,-8.02757375156335,-8.02757375156335,0.0
125.0,-8.02757375156335,-8.02757375156335,0.0
130.0,-8.02757375156335,-8.02757375156335,0.0
135.0,-8.02757375156335,-8.02757375156335,0.0
140.0,-8.02757375156335,-8.02757375156335,0.0
145.0,-8.02757375156335,-8.02757375156335,0.0
150.0,-8.02757375156335,-8.02757375156335,0.0
155.0,-8.02757375156335,-8.02757375156335,0.0
160.0,-8.02757375156335,-8.02757375156335,0.0
165.0,-8.02757375156335,-8.02757375156335,0.0
170.0,-8.02757375156335,-8.02757375156335,0.0
175.0,-8.02757375156335,-8.02757375156335,0.0
180.0,-8.02757375156335,-8.02757375156335,0.0
185.0,-8.02757375156335,-8.02757375156335,0.0
190.0,-8.02757375156335,-8.02757375156335,0.0
195.0,-8.02757375156335,-8.02757375156335,0.0
200.0,-8.02757375156335,-8.02757375156335,0.0
205.0,-8.02757375156335,-8.02757375156335,0.0
210.0,-8.02757375156335,-8.02757375156335,0.0
215.0,-8.02757375156335,-8.02757375156335,0.0
220.0,-8.02757375156335,-8.02757375156335,0.0
225.0,-8.02757375156335,-8.02757375156335,0.0
230.0,-8.02757375156335,-8.02757375156335,0.0
235.0,-8.02757375156335,-8.02757375156335,0.0
240.0,-8.02757375156335,-8.02757375156335,0.0
245.0,-8.02757375156335,-8.02757375156335,0.0
250.0,-8.02757375156335,-8.02757375156335,0.0
255.0,-8.02757375156335,-8.02757375156335,0.0
260.0,-8.02757375156335,-8.02757375156335,0.0
265.0,-8.02757375156335,-8.02757375156335,0.0
270.0,-8.02757375156335,-8.02757375156335,0.0
275.0,-8.02757375156335,-8.02757375156335,0.0
280.0,-8.02757375156335,-8.02757375156335,0.0
285.0,-8.02757375156335,-8.02757375156335,0.0
290.0,-8.02757375156335,-8.02757375156335,0.0
295.0,-8.02757375156335,-8.02757375156335,0.0
300.0,-8.02757375156335,-8.02757375156335,0.0
