episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
20,-2408.712906025151,-1.2043564530125754,6469.651503025854,-0.2468564487101244,0.0,0.0,0.0,0.04198358066055903,0.0,0.09749598463121581,0.003862957821193431,0.04198358066055904,4.302450710409543e-09,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.00712850596755743,-2.7191662788391113,0.00956989312544465,-4.690001964569092,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
21,-3219.0262530668024,-1.6095131265334013,6428.5536175210045,-0.041367021185913795,0.0,0.0,0.0,0.041864477198053855,0.0,0.1380808449081828,0.005728079948089976,0.041864477198053855,4.181976336733123e-08,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.005654907785356045,-2.4704859256744385,0.007327415514737368,-4.240429878234863,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
22,-2377.9236873936165,-1.1889618436968084,6472.572558767401,-0.26146172741780677,0.0,0.0,0.0,0.0419341326973886,0.0,0.1010749608272236,0.003950646393304219,0.0419341326973886,1.1627900508184781e-07,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-2.9120068550109863,0.007131311809644103,-4.369976997375488,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
23,-2400.6337706434815,-1.2003168853217407,6468.843589830414,-0.2428168827328844,0.0,0.0,0.0,0.0419031571619142,0.0,0.04523889731183078,0.0017531246719180897,0.04190315716191421,2.588857902575309e-09,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.005092106759548187,-3.2081310749053955,0.00823571253567934,-4.475029945373535,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
24,-3226.526131406924,-1.613263065703462,6429.303574432211,-0.04511680574191322,0.0,0.0,0.0,0.04186844549432078,0.0,0.12061368755508864,0.004921537522620881,0.04186844549432078,1.964338230254972e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.005002319812774658,-2.5939388275146484,0.005902354139834642,-3.370755195617676,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
25,-2372.6761545029526,-1.1863380772514762,6472.047817351838,-0.2588380203400151,0.0,0.0,0.0,0.04195124418763863,0.0,0.11289619308175779,0.0045607514982561785,0.04195124418763863,5.691146279565056e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0057494156062603,-2.8929967880249023,0.010332932230085135,-3.2230453491210938,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
26,-2404.8097769456595,-1.2024048884728298,6469.261189778663,-0.244904882474104,0.0,0.0,0.0,0.04180106120631608,0.0,0.07707240716304292,0.0028929612334575145,0.04180106120631608,5.998725520051043e-09,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.007311360444873571,-2.872560739517212,0.0092087984085083,-3.5615391731262207,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
27,-3236.6414645272466,-1.6183207322636233,6430.315145356689,-0.050174660364299545,0.0,0.0,0.0,0.04176450583378752,0.0,0.10036015868819415,0.004302864536490116,0.04176450583378752,8.371593946882786e-09,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006686745677143335,-2.7625303268432617,0.005068253958597779,-4.4511027336120605,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
28,-2369.992992991674,-1.1849964964958368,6471.779506888063,-0.25749646802116904,0.0,0.0,0.0,0.041971779045193315,0.0,0.11393239935947412,0.004570888065678225,0.041971779045193315,2.847466892655223e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.005274876020848751,-2.2357375621795654,0.006668370217084885,-3.0246689319610596,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
29,-2401.5823681219667,-1.2007911840609833,6468.938436591049,-0.2432911165360541,0.0,0.0,0.0,0.0418286949501065,0.0,0.10061056123777994,0.004112975620278585,0.04182869495010649,6.752493195947622e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-2.331850290298462,0.006777687463909388,-4.0785136222839355,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
30,-3230.58293845975,-1.615291469229875,6429.709271334582,-0.047145290253746516,0.0,0.0,0.0,0.04174818673621482,0.0,0.10959800189939833,0.004524040425937215,0.04174818673621482,1.154483992942726e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.008267500437796116,-2.1066999435424805,0.003370253019966185,-3.7244322299957275,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
31,-2370.409903426025,-1.1852049517130123,6471.821178478944,-0.25770482597556066,0.0,0.0,0.0,0.041850556701650866,0.0,0.12454137938908978,0.005142983490215569,0.041850556701650866,1.257374514097986e-07,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.005045945290476084,-2.174229145050049,0.024789834395051003,-3.556411027908325,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
32,-2404.88760240463,-1.2024438012023149,6469.2689635430625,-0.2449437512961204,0.0,0.0,0.0,0.04209263640942643,0.0,0.1042900445761,0.00424670818064817,0.04209263640942644,4.9906197075981784e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-2.0554983615875244,0.005711715202778578,-3.2968647480010986,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
33,-3221.7105935310965,-1.6108552967655483,6428.822055766154,-0.042709212411542345,0.0,0.0,0.0,0.041868184625492,0.0,0.10326007936195798,0.004214501057479785,0.041868184625491994,2.0826277172365808e-08,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.133316159248352,0.0051688035018742085,-3.813371181488037,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
34,-2369.740745749904,-1.184870372874952,6471.75427830544,-0.2573703251080039,0.0,0.0,0.0,0.04198292556349789,0.0,0.11436307960136882,0.0045320447824088,0.04198292556349789,4.776694962646162e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-1.2941360473632812,0.00544812623411417,-3.5851521492004395,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
35,-2398.982775965571,-1.1994913879827855,6468.678446202679,-0.24199116459426323,0.0,0.0,0.0,0.04209043796093756,0.0,0.11091082387345572,0.004513199131784679,0.042090437960937546,2.2338852364022258e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.1281157732009888,0.006375926313921809,-2.8422930240631104,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
36,-3221.8208356210116,-1.6109104178105058,6428.833055643126,-0.04276421179648197,0.0,0.0,0.0,0.041964782654368954,0.0,0.113027252854528,0.004828809792448803,0.04196478265436894,1.4248629750519341e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.8099470138549805,0.008626928552985191,-2.425285816192627,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
37,-2369.252866282978,-1.184626433141489,6471.705486144096,-0.25712636430130553,0.0,0.0,0.0,0.04196139517886022,0.0,0.12105061210135991,0.004927408379619662,0.04196139517886022,6.884018306945418e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-1.2580511569976807,0.004560132278129458,-3.8358829021453857,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
38,-2396.2392937808677,-1.1981196468904338,6468.404111990758,-0.2406194935345695,0.0,0.0,0.0,0.04192338092012258,0.0,0.11051773797548914,0.0044979270818601945,0.04192338092012256,1.533558636350024e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.6454696655273438,0.011000375729054213,-2.5695412158966064,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
39,-3222.9206155579423,-1.611460307778971,6428.943029135365,-0.0433140792576741,0.0,0.0,0.0,0.042047217414983774,0.0,0.11292639862824204,0.004898217768057745,0.042047217414983774,1.6499357454395423e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.550562858581543,0.0027244178345426917,-3.3767032623291016,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
40,-2369.24306658301,-1.184621533291505,6471.704500702665,-0.257121437094117,0.0,0.0,0.0,0.04195746347760864,0.0,0.12056431814375294,0.004932446856181564,0.041957463477608634,9.619738853454833e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-1.1252250671386719,0.004000471206381917,-1.9495548009872437,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
41,-2397.1376163525074,-1.1985688081762538,6468.493960053455,-0.24106873384809244,0.0,0.0,0.0,0.04208877641601157,0.0,0.11259597843921698,0.004655509268874738,0.04208877641601156,7.432815981676078e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.521862506866455,0.008878667838871479,-2.7144196033477783,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
42,-3222.9454482418455,-1.6114727241209228,6428.9455069478745,-0.043326468320170994,0.0,0.0,0.0,0.04204441779565615,0.0,0.11644645955359624,0.00492764678577885,0.04204441779565615,1.9227302054327463e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.1674573421478271,0.004775483161211014,-3.197049379348755,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
43,-2368.9649782129763,-1.1844824891064882,6471.676698952741,-0.2569824283445422,0.0,0.0,0.0,0.041935336049296654,0.0,0.12057232336430393,0.004975342112105944,0.04193533604929664,6.076194805023608e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-1.2874194383621216,0.006492141168564558,-3.0600152015686035,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
44,-2396.265247960141,-1.1981326239800705,6468.406703103997,-0.24063244910085727,0.0,0.0,0.0,0.042034372360135165,0.0,0.11980732129035312,0.004865263096132243,0.04203437236013517,1.748792146080593e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.7740448713302612,0.0024563700426369905,-2.2167887687683105,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
45,-3223.1968737794227,-1.6115984368897114,6428.970650002683,-0.04345218359421081,0.0,0.0,0.0,0.042068981413838295,0.0,0.11732684949608446,0.005065486448389287,0.04206898141383829,1.8976777461476922e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.4965952634811401,0.019977829419076443,-2.6626389026641846,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
46,-2368.9947957484715,-1.1844973978742357,6471.679681796385,-0.256997342562751,0.0,0.0,0.0,0.041903664046977464,0.0,0.12170703831197546,0.005085339357937499,0.04190366404697747,5.531149035857555e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-0.6225832104682922,0.0038093198090791702,-2.3214914798736572,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
47,-2396.624066467997,-1.1983120332339985,6468.442591431505,-0.2408118907383238,0.0,0.0,0.0,0.04203129149637702,0.0,0.11262698912259866,0.004599310800038942,0.04203129149637703,1.424956780080558e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.069555401802063,0.003420458291657269,-2.6609649658203125,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
48,-3222.6230039632032,-1.6113115019816016,6428.913270617967,-0.04316528667067948,0.0,0.0,0.0,0.04200523154414552,0.0,0.11457017720337205,0.0047828052037002305,0.042005231544145524,1.5178319184766969e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.004999999888241291,-1.1825777292251587,0.0027764609549194574,-2.1661808490753174,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
49,-2368.87908904961,-1.1844395445248048,6471.6681077626945,-0.2569394723942676,0.0,0.0,0.0,0.04190459142773545,0.0,0.12167733968704594,0.005034837196487561,0.041904591427735456,7.213053770455175e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.004999999888241291,-1.480664610862732,0.01794400904327631,-2.2699437141418457,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
50,-2396.462363498926,-1.198231181749463,6468.426417604969,-0.24073102160554158,0.0,0.0,0.0,0.041986834068905014,0.0,0.11341012877396002,0.0046261908197691905,0.04198683406890501,1.601439236481375e-07,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.004999999888241291,-1.5114803314208984,0.002302891109138727,-2.8899178504943848,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
