time_min,X2,P2,P100,F200,F1,X1,T1,T200,actor_a1,actor_a2,residual_P100,residual_F200,applied_residual_P100,applied_residual_F200,execution_mask,w_hat_1,w_hat_2,w_est_1,w_est_2,residual_feasible_scale,residual_requested_norm,residual_applied_norm,residual_execution_ratio,feasible_action_mapping_scale,feasible_action_mapping_gap,base_P100_norm,base_F200_norm,candidate_P100_norm,candidate_F200_norm,qp_nominal_P100_norm,qp_nominal_F200_norm,hinf_feedback_P100_norm,hinf_feedback_F200_norm,reward,economic_cost,economic_reward,projection_penalty,mapping_penalty,move_penalty,safety_penalty,state_excess_squared,input_excess_squared,rpi_excess_squared,violation,rpi_violation,projection_gap,robust_state_violation,robust_input_violation,robust_region_violation,e_X2_norm,e_P2_norm,w_X2_norm,w_P2_norm,paper2016_scenario,state_shock_X2,state_shock_P2
0.0,25.0,50.743,211.50746004332618,225.07978069495906,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.36069785986504e-05,8.987299292273487e-07,-1.4721395719730076e-05,1.797459858454697e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.1111519875,0.09929635749999999,-5.897091163254855,6599.698445934809,-0.8970911632548542,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0010004708799874473,0.04985096389079982,-7.36069785986504e-05,8.987299292273487e-07,pressure_positive,0.0,1.0
0.016666666666666666,25.012663138449625,50.74497230331439,212.36852033067248,225.09872681455374,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.035043006987541e-05,9.020103015899839e-07,-2.7847202589759143e-05,3.241988489943725e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.1025413846265368,0.09948581869594678,-5.995559477129518,6619.3921087097415,-0.9955594771295182,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0019504190697898771,0.04970917199024735,-8.035043006987541e-05,9.020103015899839e-07,pressure_positive,0.0,0.0
0.03333333333333333,25.02597067561134,50.74707525958928,213.1861606901649,225.116660182003,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.665250678763226e-05,9.050773649987853e-07,-3.960826342933376e-05,4.4037455219525503e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.09436498103161252,0.0996651523704391,-6.088653323023919,6638.0108778886215,-1.0886533230239184,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.0028522898458256396,0.04957425927152967,-8.665250678763226e-05,9.050773649987853e-07,pressure_positive,0.0,0.0
0.05,25.039886375414255,50.74930162097841,213.9624858310411,225.13362695230555,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.253342964521405e-05,9.079405989820266e-07,-5.019329667250981e-05,5.338877615526093e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.08660172962285068,0.09983482007346477,-6.176634806247721,6655.607174533382,-1.176634806247721,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.003708408725607848,0.049445878417341466,-9.253342964521405e-05,9.079405989820266e-07,pressure_positive,0.0,0.0
0.06666666666666667,25.054375796450998,50.751644493622564,214.6994974204446,225.14967098664658,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.80127612955628e-05,9.106090999300154e-07,-5.975718959712041e-05,6.092320292280906e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.07923161372881563,0.0999952604168753,-6.259753196494221,6672.230852582682,-1.2597531964942208,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.004520987661987608,0.0493236989531359,-9.80127612955628e-05,9.106090999300154e-07,pressure_positive,0.0,0.0
0.08333333333333333,25.069406199070734,50.754097320315395,215.39909940208636,225.16483398081698,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010310940198843266,9.130915929744798e-07,-6.842763207538287e-05,6.700039419773684e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.07223559391239796,0.10014689035857909,-6.338245589920453,6687.929331267928,-1.3382455899204524,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.005292130879718748,0.04920740642505014,-0.00010310940198843266,9.130915929744798e-07,pressure_positive,0.0,0.0
0.1,25.08494645783735,50.7566538640627,216.0631030089818,225.17915558514974,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010784158924981302,9.153964455055341e-07,-7.63104235102689e-05,7.190824426830015e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.06559555784344363,0.10029010640190675,-6.412337533194418,6702.747719922721,-1.4123375331944181,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.006023840378500067,0.049096701619944894,-0.00010784158924981302,9.153964455055341e-07,pressure_positive,0.0,0.0
0.11666666666666667,25.100966978990435,50.75930819248399,216.6932314908228,225.1926735166375,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011222690085554987,9.175316786902421e-07,-8.349371897932509e-05,7.587722898844496e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.05929427302503373,0.10042528571678433,-6.48224361206138,6716.728935696114,-1.4822436120613793,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.006718021124739071,0.0489912998251639,-0.00011222690085554987,9.175316786902421e-07,pressure_positive,0.0,0.0
0.13333333333333333,25.117439622575418,50.762054663008485,217.29112457492465,225.20542366383432,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011628226060772517,9.195049773813579e-07,-9.005142730500511e-05,7.909188273838312e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.05331534218401529,0.10055278718875271,-6.548168006780384,6729.913814639915,-1.5481680067803836,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.007376485952534817,0.04889093012578019,-0.00011628226060772517,9.195049773813579e-07,pressure_positive,0.0,0.0
0.15,25.134337628935402,50.764887908820775,217.85834267820687,225.21744018509344,10.0,5.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001200239464839159,9.213237054106482e-07,-9.604593114078727e-05,8.169998029891946e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,3.3261642329307505e-11,4.959076704835752e-11,-0.04764316115119295,0.10067295240134376,-6.610305016598318,6742.341216603501,-1.6103050165983177,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,False,0.0,False,False,False,-0.008000960192787843,0.04879533473724598,-0.0001200239464839159,9.213237054106482e-07,pressure_positive,0.0,0.0
