episode,evaluation_return_per_step,best_so_far_return_per_step,normalized_empirical_regret
0.0,-4.78946563695699,-4.78946563695699,-1.0
1.0,-4.8060610013174925,-4.78946563695699,-1.0
5.0,-4.755619089579202,-4.755619089579202,0.0
10.0,-4.7571973604787265,-4.755619089579202,0.0
15.0,-4.757624288110069,-4.755619089579202,0.0
20.0,-4.781509962049355,-4.755619089579202,0.0
25.0,-4.758032544543674,-4.755619089579202,0.0
30.0,-4.760364719988458,-4.755619089579202,0.0
35.0,-4.762195736975784,-4.755619089579202,0.0
40.0,-4.760881590229981,-4.755619089579202,0.0
45.0,-4.760289162000725,-4.755619089579202,0.0
50.0,-4.764895698458524,-4.755619089579202,0.0
55.0,-4.764799522228399,-4.755619089579202,0.0
60.0,-4.765325935649458,-4.755619089579202,0.0
65.0,-4.7732950156979115,-4.755619089579202,0.0
70.0,-4.760693711692999,-4.755619089579202,0.0
75.0,-4.759214665095247,-4.755619089579202,0.0
80.0,-4.75967527945929,-4.755619089579202,0.0
85.0,-4.759766118431803,-4.755619089579202,0.0
90.0,-4.7838570652656855,-4.755619089579202,0.0
95.0,-4.783542455147953,-4.755619089579202,0.0
100.0,-4.783464637724458,-4.755619089579202,0.0
105.0,-4.783552063382765,-4.755619089579202,0.0
110.0,-4.7819085431160255,-4.755619089579202,0.0
115.0,-4.780820870057133,-4.755619089579202,0.0
120.0,-4.781222396151898,-4.755619089579202,0.0
125.0,-4.78069978076903,-4.755619089579202,0.0
130.0,-4.779154975795632,-4.755619089579202,0.0
135.0,-4.78067651463748,-4.755619089579202,0.0
140.0,-4.781221310266016,-4.755619089579202,0.0
145.0,-4.780742334717057,-4.755619089579202,0.0
150.0,-4.779774471788603,-4.755619089579202,0.0
155.0,-4.78188725680734,-4.755619089579202,0.0
160.0,-4.783922146022562,-4.755619089579202,0.0
165.0,-4.781424841054874,-4.755619089579202,0.0
170.0,-4.781128324073731,-4.755619089579202,0.0
175.0,-4.7808633675231,-4.755619089579202,0.0
180.0,-4.781362345249283,-4.755619089579202,0.0
185.0,-4.779544370823956,-4.755619089579202,0.0
190.0,-4.782032473298117,-4.755619089579202,0.0
195.0,-4.77972080957401,-4.755619089579202,0.0
200.0,-4.779685331924866,-4.755619089579202,0.0
205.0,-4.780329663078416,-4.755619089579202,0.0
210.0,-4.780648696746584,-4.755619089579202,0.0
215.0,-4.779958514512017,-4.755619089579202,0.0
220.0,-4.779829425996877,-4.755619089579202,0.0
225.0,-4.779218520767181,-4.755619089579202,0.0
230.0,-4.77997150666322,-4.755619089579202,0.0
235.0,-4.779701258645271,-4.755619089579202,0.0
240.0,-4.779033605662044,-4.755619089579202,0.0
245.0,-4.779337638819715,-4.755619089579202,0.0
250.0,-4.779591085840185,-4.755619089579202,0.0
255.0,-4.779932490506969,-4.755619089579202,0.0
260.0,-4.779142776231869,-4.755619089579202,0.0
265.0,-4.779997420340856,-4.755619089579202,0.0
270.0,-4.778235806946072,-4.755619089579202,0.0
275.0,-4.782453216146781,-4.755619089579202,0.0
280.0,-4.780909409030021,-4.755619089579202,0.0
285.0,-4.780353271962157,-4.755619089579202,0.0
290.0,-4.7786805396758005,-4.755619089579202,0.0
295.0,-4.779992185392181,-4.755619089579202,0.0
300.0,-4.778793645669611,-4.755619089579202,0.0
305.0,-4.757174329654488,-4.755619089579202,0.0
310.0,-4.780341474260304,-4.755619089579202,0.0
315.0,-4.757935692199891,-4.755619089579202,0.0
320.0,-4.757554490225535,-4.755619089579202,0.0
325.0,-4.757459825918825,-4.755619089579202,0.0
330.0,-4.758184086417348,-4.755619089579202,0.0
335.0,-4.759111827311149,-4.755619089579202,0.0
340.0,-4.757916852374358,-4.755619089579202,0.0
345.0,-4.7584771070487974,-4.755619089579202,0.0
350.0,-4.7601807269121315,-4.755619089579202,0.0
355.0,-4.758377581231333,-4.755619089579202,0.0
360.0,-4.759294836229015,-4.755619089579202,0.0
365.0,-4.758151613993124,-4.755619089579202,0.0
370.0,-4.77995676320834,-4.755619089579202,0.0
375.0,-4.758224926443353,-4.755619089579202,0.0
380.0,-4.7580999051785104,-4.755619089579202,0.0
385.0,-4.780344571163167,-4.755619089579202,0.0
390.0,-4.757946195316556,-4.755619089579202,0.0
395.0,-4.781495445255191,-4.755619089579202,0.0
400.0,-4.780908180352139,-4.755619089579202,0.0
405.0,-4.758748747880456,-4.755619089579202,0.0
410.0,-4.781260543873297,-4.755619089579202,0.0
415.0,-4.780466623503319,-4.755619089579202,0.0
420.0,-4.757717113229442,-4.755619089579202,0.0
425.0,-4.757560038395025,-4.755619089579202,0.0
430.0,-4.757822346183881,-4.755619089579202,0.0
435.0,-4.758929024566259,-4.755619089579202,0.0
440.0,-4.758488512183803,-4.755619089579202,0.0
445.0,-4.7581505679701666,-4.755619089579202,0.0
450.0,-4.7574315475206355,-4.755619089579202,0.0
455.0,-4.760564588352895,-4.755619089579202,0.0
460.0,-4.757868075798612,-4.755619089579202,0.0
465.0,-4.758033516864815,-4.755619089579202,0.0
470.0,-4.759025534914648,-4.755619089579202,0.0
475.0,-4.7577561336279155,-4.755619089579202,0.0
480.0,-4.7626504897499675,-4.755619089579202,0.0
485.0,-4.759895044353848,-4.755619089579202,0.0
490.0,-4.78023669608116,-4.755619089579202,0.0
495.0,-4.78023351145978,-4.755619089579202,0.0
500.0,-4.777179855018832,-4.755619089579202,0.0
