episode,policy_scale,return_per_step,economic_cost_mean,incremental_return_per_step,economic_cost_reduction_percent,violation_rate,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,intervention_rate,mapping_rate,safe,positive_increment,eligible
100.0,0.75,-0.9087802501359857,6392.294228389558,-0.001060962154980638,-0.0028680802624356464,0.0,0.0,0.0,0.0,0.0,0.9293333333333335,1.0,0.0,0.0
100.0,1.0,-0.9090231557956704,6392.319561223271,-0.0013038678146652938,-0.0032643943145412076,0.0,0.0,0.0,0.0,0.0,0.9353333333333333,1.0,0.0,0.0
155.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
155.0,0.25,-0.9081312988692122,6392.190614383507,-0.00041201088820708165,-0.0012471132968647997,0.0,0.0,0.0,0.0,0.0,0.8331666666666667,1.0,0.0,0.0
155.0,0.5,-0.908529750445218,6392.261960529486,-0.0008104624642129021,-0.002363272686508286,0.0,0.0,0.0,0.0,0.0,0.8426666666666667,1.0,0.0,0.0
155.0,0.75,-0.9088068561843564,6392.303618204783,-0.001087568203351319,-0.0030149772011001464,0.0,0.0,0.0,0.0,0.0,0.8765,1.0,0.0,0.0
155.0,1.0,-0.9091083821227381,6392.344540513398,-0.0013890941417330493,-0.0036551774302798733,0.0,0.0,0.0,0.0,0.0,0.8993333333333333,1.0,0.0,0.0
25.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,0.25,-0.9079252724635793,6392.14935243734,-0.00020598448257425073,-0.0006015996812803156,0.0,0.0,0.0,0.0,0.0,0.45016666666666666,1.0,0.0,0.0
25.0,0.5,-0.9083181448248449,6392.219849375324,-0.0005988568438397568,-0.0017044738196397848,0.0,0.0,0.0,0.0,0.0,0.7425,1.0,0.0,0.0
25.0,0.75,-0.9087463716286891,6392.290183416345,-0.0010270836476840017,-0.0028047995516017584,0.0,0.0,0.0,0.0,0.0,0.7871666666666667,1.0,0.0,0.0
25.0,1.0,-0.9091160180086914,6392.337942241101,-0.0013967300276862549,-0.003551952182736716,0.0,0.0,0.0,0.0,0.0,0.8068333333333334,1.0,0.0,0.0
55.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55.0,0.25,-0.9079727778461324,6392.154342442704,-0.00025348986512729876,-0.0006796647437245413,0.0,0.0,0.0,0.0,0.0,0.6703333333333333,1.0,0.0,0.0
55.0,0.5,-0.9083189570411992,6392.20085806423,-0.0005996690601941523,-0.0014073683501184607,0.0,0.0,0.0,0.0,0.0,0.6934999999999999,1.0,0.0,0.0
55.0,0.75,-0.9088210119006511,6392.262574647132,-0.001101723919646025,-0.002372880117546485,0.0,0.0,0.0,0.0,0.0,0.7091666666666666,1.0,0.0,0.0
55.0,1.0,-0.9094228904021772,6392.326708594162,-0.001703602421172068,-0.0033762098165712835,0.0,0.0,0.0,0.0,0.0,0.725,1.0,0.0,0.0
195.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195.0,0.25,-0.9085338810211049,6392.272303229552,-0.000814593040099787,-0.0025250768265125457,0.0,0.0,0.0,0.0,0.0,0.3876666666666666,1.0,0.0,0.0
195.0,0.5,-0.9089739970040851,6392.35418329091,-0.0012547090230800029,-0.003806031782888137,0.0,0.0,0.0,0.0,0.0,0.7021666666666667,1.0,0.0,0.0
195.0,0.75,-0.9093024913464497,6392.406473839651,-0.0015832033654445965,-0.004624079992296223,0.0,0.0,0.0,0.0,0.0,0.7981666666666666,1.0,0.0,0.0
