episode,evaluation_return_per_step,best_so_far_return_per_step,normalized_empirical_regret
0.0,-0.9077192879810051,-0.9077192879810051,0.0
1.0,-0.9087382833760755,-0.9077192879810051,0.0
5.0,-0.9083874183298697,-0.9077192879810051,0.0
10.0,-0.9256564429645056,-0.9077192879810051,0.0
15.0,-0.9116316112147343,-0.9077192879810051,0.0
20.0,-0.9083790559442789,-0.9077192879810051,0.0
25.0,-0.9091160180086914,-0.9077192879810051,0.0
30.0,-0.9125883791170143,-0.9077192879810051,0.0
35.0,-0.9251410165840595,-0.9077192879810051,0.0
40.0,-0.9259786105439254,-0.9077192879810051,0.0
45.0,-0.9236113872300163,-0.9077192879810051,0.0
50.0,-0.9186906125368478,-0.9077192879810051,0.0
55.0,-0.9094228904021772,-0.9077192879810051,0.0
60.0,-0.9123230338708379,-0.9077192879810051,0.0
65.0,-0.9141773282456088,-0.9077192879810051,0.0
70.0,-0.9079792204822289,-0.9077192879810051,0.0
75.0,-0.9081780696584864,-0.9077192879810051,0.0
80.0,-0.9188068653936252,-0.9077192879810051,0.0
85.0,-0.908007379098892,-0.9077192879810051,0.0
90.0,-0.9079387165248606,-0.9077192879810051,0.0
95.0,-0.9138198317252294,-0.9077192879810051,0.0
100.0,-0.9090231557956704,-0.9077192879810051,0.0
105.0,-0.919801435200594,-0.9077192879810051,0.0
110.0,-0.9132174149359188,-0.9077192879810051,0.0
115.0,-0.9084444576635516,-0.9077192879810051,0.0
120.0,-0.9081272437721096,-0.9077192879810051,0.0
125.0,-0.907953008060152,-0.9077192879810051,0.0
130.0,-0.9082140077934525,-0.9077192879810051,0.0
135.0,-0.9079859914213575,-0.9077192879810051,0.0
140.0,-0.9081138586864016,-0.9077192879810051,0.0
145.0,-0.9080997315455223,-0.9077192879810051,0.0
150.0,-0.910088251886032,-0.9077192879810051,0.0
155.0,-0.9091083821227381,-0.9077192879810051,0.0
160.0,-0.9083449100546188,-0.9077192879810051,0.0
165.0,-0.9087047871749862,-0.9077192879810051,0.0
170.0,-0.9087499216631024,-0.9077192879810051,0.0
175.0,-0.9088528665482029,-0.9077192879810051,0.0
180.0,-0.9089481323656982,-0.9077192879810051,0.0
185.0,-0.9088062803264689,-0.9077192879810051,0.0
190.0,-0.9087548995988799,-0.9077192879810051,0.0
195.0,-0.9096312022450964,-0.9077192879810051,0.0
200.0,-0.908877724849411,-0.9077192879810051,0.0
