episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1783.8507887564099,-0.891925394378205,6388.9062279805485,-0.8916959402909503,0.0,0.0001915573174850686,0.1775,3.7896769768754704e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08002913450641096,0.03446001186966896,-2.7011632919311523,8.414441108703613,44.914817810058594,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1851.3128859290111,-0.9256564429645056,6395.6967838983155,6392.110897518553,6395.6967838983155,-0.0560986259039114,-2.167642579405649,6389.039849542907
11,-1787.5968799724644,-0.8937984399862322,6389.176442108226,-0.8930470109294028,0.0,0.0007174694128066178,0.687,3.395964402559819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09439997448816831,0.024221664294600487,-1.8104822635650635,36.367431640625,46.163063049316406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
12,-1817.5933648386736,-0.9087966824193368,6392.227147341578,-0.9083005370961132,0.0,0.0004582138373168536,0.5595,3.793148590524004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09262581168359948,0.029839375987648964,-2.140408992767334,1.211525559425354,47.940704345703125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
13,-1788.2176058730522,-0.8941088029365261,6389.271214278947,-0.8935208717828841,0.0,0.0005517837654455372,0.577,3.614738819544732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931796355625288,0.022539258003234863,-2.5701208114624023,1.2544541358947754,49.66368865966797,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
14,-1832.401669443199,-0.9162008347215994,6393.648776632322,-0.915408683549782,0.0,0.0007387748341319196,0.455,5.337633768479771e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07596386388090273,0.02328494004905224,-2.336806058883667,1.979594111442566,51.08320999145508,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
15,-1785.297773714065,-0.8926488868570325,6388.8909739328265,-0.8916196700523822,0.0,0.0010026530629291994,0.822,2.6563741722698367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0904543941557523,0.032169122248888016,-0.7113854885101318,9.677770137786865,52.03202438354492,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1823.2632224294684,-0.9116316112147343,6392.768751745415,6392.110897518553,6392.768751745415,-0.010291658536729314,-1.2142116411331016,6389.039849542907
16,-1809.2506513574654,-0.9046253256787327,6391.267761959859,-0.9035036101874708,0.0,0.0011098898747664025,0.8735,1.1825616494378221e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08843087011249567,0.02479260042309761,-1.4370795488357544,1.2665123343467712,53.05059814453125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
17,-1815.4393261231062,-0.907719663061553,6391.984683594969,-0.9070882183630451,0.0,0.0006208255172674292,0.877,1.061918124035235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09406628343424389,0.030127182602882385,-2.1317551136016846,1.243832767009735,54.477508544921875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
18,-1771.445799372414,-0.885722899686207,6387.57853856857,-0.8850574932310166,0.0,0.0006613265980463312,0.9355,4.079857142474271e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10665873741488653,0.03299244865775108,-2.5046961307525635,18.672361373901367,54.96429443359375,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
19,-1792.8636271230685,-0.8964318135615342,6389.698620151022,-0.8956579011433226,0.0,0.0007596575119572954,0.8215,1.425490625610692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962210761346869,0.03484732657670975,-1.879081130027771,17.33310890197754,55.64081573486328,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
20,-1813.9609808454584,-0.9069804904227292,6391.777428947112,-0.9060519451237136,0.0,0.0009200385997553763,0.9,8.506699261810313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08857054433236598,0.035630177706480026,-1.8807461261749268,21.460548400878906,55.483924865722656,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1816.7581118885576,-0.9083790559442789,6392.149216918809,6392.110897518553,6392.149216918809,-0.0005994795908512835,-1.012477629968363,6389.039849542907
21,-1760.7535624501581,-0.8803767812250791,6386.471247605706,-0.8795210384168534,0.0,0.0008449998134448183,0.87,1.0742994780338875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09194878022111666,0.03137993812561035,-1.675891637802124,41.331438064575195,56.80419921875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
22,-1736.668172881512,-0.8683340864407559,6384.0986512613235,-0.8676580566947597,0.0,0.0006606340819791485,0.783,1.5395664014733437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08649923754833581,0.03171856701374054,-1.8223508596420288,27.02213191986084,57.21765899658203,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
23,-1781.366472473756,-0.890683236236878,6388.522229707709,-0.8897759489267663,0.0,0.0008936198861532464,0.871,1.3667423960433512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08516252563250243,0.032555047422647476,-1.7205109596252441,1.3320387601852417,58.38901138305664,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
24,-1776.5380140065392,-0.8882690070032696,6388.062054640707,-0.8874750735916929,0.0,0.0007812692714009161,0.8695,1.2664140174074809e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10200640483284967,0.03540173918008804,-1.4972543716430664,8.062800407409668,58.05214309692383,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
25,-1801.8617475260796,-0.9009308737630398,6390.555941794991,-0.8999445093631149,0.0,0.000975800010714293,0.879,1.0564389209511905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08757995165326452,0.03708036243915558,-1.784676432609558,13.206403255462646,57.66181182861328,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1818.2320360173828,-0.9091160180086914,6392.337942241101,6392.110897518553,6392.337942241101,-0.003551952182736716,-1.0739306986891286,6389.039849542907
26,-1840.6544771387714,-0.9203272385693857,6394.463485427612,-0.9194822275263845,0.0,0.0008340478815160293,0.8645,1.096316148227139e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08626489218612407,0.034185990691185,-2.2660679817199707,25.726099967956543,58.500553131103516,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
27,-1799.9218892899007,-0.8999609446449504,6390.399231925012,-0.8991609600132633,0.0,0.0007902064835199126,0.8885,9.778148165529227e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07930998092064821,0.03735342621803284,-1.7076903581619263,11.444859981536865,56.72815704345703,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
28,-1764.0261075113492,-0.8820130537556746,6386.786149769017,-0.8810955492332838,0.0,0.000908368559163204,0.8955,9.135963227941537e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216871427380781,0.04224126785993576,-2.3660497665405273,17.001201629638672,58.5999641418457,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
29,-1837.6163499568765,-0.9188081749784383,6394.154957497389,-0.9179395878751905,0.0,0.0008601749938052078,0.868,8.412109442047225e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10440501882178245,0.039411403238773346,-2.1061036586761475,26.87967014312744,57.9637336730957,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
30,-1774.1930121753098,-0.8870965060876549,6387.78973817028,-0.8861134912395586,0.0,0.0009715869630118165,0.8105,1.1427885085832232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002934253820067,0.03131549805402756,-1.9009531736373901,1.3301703929901123,58.86426544189453,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1825.1767582340287,-0.9125883791170143,6393.017639785098,6392.110897518553,6393.017639785098,-0.014185333782253782,-1.2952549988588231,6389.039849542907
31,-1892.2392484638187,-0.9461196242319093,6399.654898750801,-0.9454392941422759,0.0,0.0006701836492518364,0.3335,1.0146440379829402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07982362436217481,0.036871377378702164,-1.4910578727722168,21.560294151306152,58.862064361572266,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
32,-1808.6864310559058,-0.9043432155279529,6391.354728151077,-0.9039384411435895,0.0,0.0003933250197851984,0.179,1.1449364580266177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916950319917981,0.04604879394173622,-0.8204060196876526,13.534791946411133,58.86043167114258,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
33,-1810.5053042628508,-0.9052526521314254,6391.535402086797,-0.9048418108221938,0.0,0.00039179520008766525,0.219,1.9046109145485286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09415346187869479,0.04777459800243378,-2.07596755027771,15.973506927490234,58.846405029296875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
34,-1852.6791640226754,-0.9263395820113377,6395.699543355754,-0.9256625171670024,0.0,0.00063886291994818,0.345,3.8201924386251635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1146593616310106,0.03910568356513977,-1.457305908203125,14.327125072479248,58.991268157958984,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
35,-1793.2250074647206,-0.8966125037323603,6389.745395046915,-0.8958917756227667,0.0,0.0007023495092149144,0.304,1.8378600378542023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08649068899567323,0.03696243092417717,-2.341525077819824,15.512314319610596,59.30525207519531,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1850.2820331681187,-0.9251410165840595,6395.592318169773,6392.110897518553,6395.592318169773,-0.054464334349560474,-2.133626266612324,6389.039849542907
36,-1767.3257022911682,-0.8836628511455841,6387.046756183518,-0.8823985813058052,0.0,0.0012546267317290266,0.5135,9.643108049673798e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954718984788027,0.03102385438978672,-1.7067515850067139,1.4573822617530823,58.68891906738281,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
37,-1791.7708502757666,-0.8958854251378833,6389.601594969876,-0.8951727752375472,0.0,0.0007022496500532454,0.3555,1.0400250283670591e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11705053468625315,0.03190602734684944,-1.785772442817688,1.4979407787322998,59.6786994934082,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
38,-1834.6915647530668,-0.9173457823765334,6393.783664465879,-0.9160831227176061,0.0,0.0012540225454672565,0.5465,8.637113458459855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09469055930851504,0.03522201627492905,-1.5201493501663208,39.834835052490234,61.80152893066406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
39,-1827.1791459626147,-0.9135895729813074,6393.025120194345,-0.9122904013599503,0.0,0.0012895903118083335,0.5775,9.58130954881726e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08099806353070385,0.0360734760761261,-2.2187719345092773,32.645273208618164,58.96671676635742,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
40,-1792.366563739061,-0.8961832818695304,6389.571907437643,-0.8950243375764082,0.0,0.001148378759610591,0.508,1.0565533510238195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09078472651237668,0.035501617938280106,-1.4562585353851318,8.374290466308594,59.9002799987793,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1851.9572210878505,-0.9259786105439254,6395.749763686345,6392.110897518553,6395.749763686345,-0.05692745676869635,-2.1848939504197302,6389.039849542907
41,-1825.9332069415395,-0.9129666034707697,6392.939113388318,-0.911860367329765,0.0,0.0010972026650252127,0.465,9.03347597879048e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10329521706402738,0.032058753073215485,-1.3520609140396118,12.938426494598389,60.638710021972656,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
42,-1757.3111441950723,-0.8786555720975362,6386.100533290431,-0.8776674668403471,0.0,0.0009789268353970553,0.431,9.178421789389632e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08819049315204422,0.02824726514518261,-1.573324203491211,2.0722798109054565,59.20167922973633,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
