episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1735.2368083902843,-0.8676184041951421,6384.083954422975,-0.8675845725030882,0.0,1.1096549972473362e-05,0.0715,2.2735142080758537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08992771292584197,0.038401808589696884,-2.1351232528686523,6.688047409057617,44.70046615600586,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1864.9775952685259,-0.932488797634263,6397.062809318831,6393.164895858209,6397.062809318831,-0.06097001288277137,-1.94493810800674,6389.039849542907
11,-1879.4150758561682,-0.9397075379280841,6398.502433317996,-0.9396769669782227,0.0,1.4941537590447337e-05,0.0515,1.5629412269446035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08844753051179748,0.041249390691518784,-1.7608766555786133,7.6163249015808105,46.998573303222656,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
12,-1864.357223364105,-0.9321786116820525,6396.990081829558,-0.9321152095360496,0.0,4.560146234221789e-05,0.0805,1.7800683661193438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09247841963513997,0.03416348621249199,-1.8705496788024902,8.461711883544922,48.59879684448242,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
13,-1840.8677756982502,-0.920433887849125,6394.634020802047,-0.9203349043984387,0.0,7.463460251823423e-05,0.1985,2.4348848167973926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08370775036174584,0.025052566081285477,-1.8112791776657104,16.19443702697754,50.509307861328125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
14,-1793.571801412645,-0.8967859007063226,6389.665506866821,-0.8954923347223059,0.0,0.001284585352757185,0.853,8.980631261213148e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07625904252200251,0.03352728113532066,-2.4956629276275635,1.3901873230934143,51.836326599121094,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
15,-1785.4438178770108,-0.8927219089385054,6388.859384169015,-0.8914617212332733,0.0,0.0012544340233850884,0.9735,5.753681845644033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08273085966005275,0.028601182624697685,-2.0884456634521484,22.2356538772583,53.0001335144043,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1827.7856026378604,-0.9138928013189304,6393.256029584136,6393.164895858209,6393.256029584136,-0.001425486866227697,-1.0220927764104555,6389.039849542907
16,-1782.247630722844,-0.8911238153614219,6388.658095937267,-0.8904552800745139,0.0,0.0006654199846883249,0.9895,3.115302217422811e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09031804960852138,0.027534449473023415,-1.8574663400650024,27.311699867248535,53.13871765136719,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,4.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
17,-1845.1097400638414,-0.9225548700319207,6394.975909176542,-0.9220443462709289,0.0,0.0005020395481446756,0.832,8.484212843933722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07630968544755139,0.025365862995386124,-1.983553409576416,16.0046329498291,53.4962272644043,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,4.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
18,-1769.4574739282828,-0.8847287369641413,6387.349366896988,-0.8839116348731189,0.0,0.0008089933094198648,0.8715,8.108781603786668e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101027552403296,0.02511107362806797,-1.9582407474517822,1.6362820863723755,54.989501953125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
19,-1842.5040021828966,-0.9212520010914482,6394.657322725671,-0.9204514140165343,0.0,0.0007903233778770405,0.831,1.0263697035631625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08611330860133887,0.0314750075340271,-1.9146358966827393,15.182545185089111,55.67932891845703,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
20,-1754.3934494140958,-0.8771967247070479,6385.862871142394,-0.8764791561001051,0.0,0.0007099164368864378,0.8805,7.65217005738144e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1009499754869817,0.0368540920317173,-1.9751195907592773,16.023995876312256,57.208370208740234,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1827.992357033345,-0.9139961785166725,6393.2194185438775,6393.164895858209,6393.2194185438775,-0.000852827770854761,-1.0132174723629561,6389.039849542907
21,-1828.8511057499622,-0.9144255528749812,6393.357817810951,-0.9139538894429431,0.0,0.00042946600682148016,0.5275,4.219742521540066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09553887968532475,0.02896006591618061,-0.6950134634971619,2.146325469017029,57.7205924987793,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
22,-1785.3977232787452,-0.8926988616393726,6389.089606622576,-0.892612833501079,0.0,7.756259020759185e-05,0.3835,8.465548085861228e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08675057565067057,0.036429304629564285,-2.037426471710205,1.7475226521492004,57.540740966796875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
23,-1773.4148659342832,-0.8867074329671416,6387.880766227025,-0.8865686315232333,0.0,0.00012780912579867353,0.4785,1.099231811093375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09199702032922737,0.0410449244081974,-1.9304068088531494,11.131722450256348,57.960689544677734,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
24,-1804.4801525358696,-0.9022400762679348,6390.976823486218,-0.902048917819327,0.0,0.000176690722008409,0.5255,1.446772659916803e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823465359293154,0.038451336324214935,-2.2707862854003906,6.517715692520142,58.077308654785156,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
25,-1754.9116842318056,-0.8774558421159028,6386.017420045194,-0.8772519006143132,0.0,0.00019416172762248856,0.5975,9.779773966688728e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09312847531375253,0.042179957032203674,-1.7736096382141113,15.530632495880127,57.33750915527344,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1834.0475929615075,-0.9170237964807537,6393.958067581715,6393.164895858209,6393.958067581715,-0.012406558198113649,-1.1922818952513914,6389.039849542907
26,-1788.483750105027,-0.8942418750525135,6389.37782060421,-0.8940539034091333,0.0,0.00017809864369835104,0.557,9.872999682422274e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10143321129693478,0.03366335853934288,-1.8928477764129639,19.462181091308594,58.93246078491211,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
27,-1800.384708509137,-0.9001923542545684,6390.56200233944,-0.899974812085422,0.0,0.00020956042227605518,0.661,7.981746870806427e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0979538431971569,0.039007462561130524,-1.9653257131576538,8.895998001098633,59.889312744140625,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
28,-1778.2383594325693,-0.8891191797162846,6388.336902370898,-0.8888493122427304,0.0,0.0002602408075967861,0.765,9.626665960230754e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08901061571825461,0.04038567095994949,-1.8361670970916748,1.7408646941184998,58.86043930053711,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
29,-1757.8683060160022,-0.878934153008001,6386.260055275528,-0.8784650767658435,0.0,0.00045889654510117576,0.826,1.0179697057358498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09781627659593635,0.03511499613523483,-4.548534870147705,46.66849708557129,57.0964241027832,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
30,-1809.1865414899198,-0.9045932707449599,6391.134035932602,-0.9028349800512235,0.0,0.0017439867798651387,0.873,1.4303913871079819e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09907964016282099,0.038506217300891876,-2.2148783206939697,12.016136646270752,56.19922637939453,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1831.0538927653006,-0.9155269463826503,6393.1841516107925,6393.164895858209,6393.1841516107925,-0.00030119280351819305,-1.0046680088201547,6389.039849542907
31,-1850.9205373735465,-0.9254602686867732,6395.435178731897,-0.9243406940476617,0.0,0.0011045991313965893,0.805,1.4975507715633427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09371977068144692,0.027043156325817108,-1.4375576972961426,2.3422605991363525,57.410030364990234,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
32,-1768.2278481286687,-0.8841139240643343,6387.175868638135,-0.8830441435788269,0.0,0.0010587082138674864,0.7855,1.1072271636134504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08559416055624108,0.024078035727143288,-1.9929695129394531,8.836206912994385,57.651832580566406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
33,-1793.067259392363,-0.8965336296961814,6389.756164855181,-0.8959456246641021,0.0,0.0005625519021745317,0.6675,2.5453129903212422e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08527381221989418,0.02431790716946125,-1.9212855100631714,22.765734672546387,57.05272674560547,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
34,-1764.2569852137956,-0.8821284926068977,6386.79157755957,-0.8811226881860565,0.0,0.0009861578499658099,0.748,1.9646570874365766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09477822038512486,0.024328188970685005,-1.9875092506408691,2.5658726692199707,57.32633972167969,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
35,-1775.3195943932944,-0.8876597971966472,6387.98405512597,-0.8870850760181025,0.0,0.000554037035625454,0.67,2.0684142920182457e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07790640586270929,0.026622844859957695,-2.0644428730010986,14.153663635253906,57.21183776855469,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1831.3450467075907,-0.9156725233537953,6393.464747957562,6393.164895858209,6393.464747957562,-0.0046901981137317484,-1.0726906018584559,6389.039849542907
36,-1787.936083106628,-0.893968041553314,6389.227777123854,-0.893303686007476,0.0,0.0006442638259052181,0.685,2.0091719930857623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302107151189988,0.0263143852353096,-2.8131070137023926,27.790244102478027,56.103172302246094,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
37,-1846.1090521823614,-0.9230545260911808,6395.104727127574,-0.9226884360260851,0.0,0.00035023559199104154,0.483,1.5854473103572734e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08294024423267173,0.03346602991223335,-2.1337270736694336,28.95337200164795,55.7680549621582,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
38,-1781.1344707983055,-0.8905672353991527,6388.564797931511,-0.8899887900457081,0.0,0.0005674638509552953,0.5515,1.0981502491149066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09649609023974204,0.03209603577852249,-1.4166361093521118,27.80011558532715,58.64308166503906,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
39,-1760.2786791450108,-0.8801393395725053,6386.433803592083,-0.8793338183486543,0.0,0.0007915042985390472,0.6135,1.401692531260745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09367878006366842,0.030577462166547775,-1.6858779191970825,19.14886474609375,60.11015319824219,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
40,-1806.8844435150431,-0.9034422217575215,6391.128150014235,-0.9028055504593273,0.0,0.0006216584752493622,0.595,1.5012822942596141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08957141111418113,0.02464047446846962,-1.126682162284851,30.587921142578125,58.97693634033203,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1830.502608674814,-0.915251304337407,6393.454275947103,6393.164895858209,6393.454275947103,-0.0045263980142550495,-1.0701519611599797,6389.039849542907
41,-1756.198959571746,-0.878099479785873,6386.038309033524,-0.877356345555778,0.0,0.0007252829413272,0.6465,1.785128876841752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08976673472578052,0.024581633508205414,-1.5537769794464111,32.56611633300781,58.59494400024414,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
42,-1769.8813324334858,-0.8849406662167429,6387.399224727943,-0.8841609240278734,0.0,0.0007648375582774103,0.682,1.4904630590776397e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09168705662929083,0.025074532255530357,-1.9958430528640747,38.010658264160156,59.125919342041016,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
