episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_residual_requested_norm_mean,evaluation_residual_applied_norm_mean,evaluation_residual_execution_ratio_mean,evaluation_requested_residual_state_dependence_norm,evaluation_applied_residual_state_dependence_norm,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
26,-1791.9893332233462,-5.973297777411154,6854.939719838047,-2.173297532771017,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3240215397589472,0.016201076987947385,0.05000000000000026,2.4464014199645383e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9865798499925617,0.060968462377786636,-1.0279223918914795,15.355024337768555,83.50184631347656,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
27,-1302.9643892842985,-4.343214630947662,6768.923093155023,-1.743214399355929,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27162980056368824,0.013581490028184401,0.05000000000000026,2.31591738285525e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.989899954252638,0.055927254259586334,-1.2865020036697388,6.825825929641724,82.73602294921875,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,8100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
28,-1303.388436125967,-4.34462812041989,6769.2057847179485,-1.7446278571705522,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.26325520105296385,0.013162760052648175,0.05000000000000026,2.63249340511694e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899015731252525,0.051003534346818924,-1.5414531230926514,8.050902843475342,88.58985137939453,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,8400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
29,-1793.5508904184398,-5.978502968061466,6855.980746801609,-2.178502667588883,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.32599598155355686,0.016299799077677833,0.05000000000000026,3.0047257959867794e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.986617094896757,0.05148967728018761,-1.9890550374984741,8.048240184783936,59.37788772583008,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,8700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
30,-1234.290472711662,-4.11430157570554,6563.00354441152,-0.7136166556384096,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33639764828268626,0.01681988241413431,0.05000000000000026,4.1568833951819876e-07,3.4006845043787903,0.0,0.0,3.4225218939519316e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.032043042430231,0.05214100703597069,-1.9750899076461792,7.551975250244141,101.20458984375,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,9000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1448.9348419942517,-4.829782806647505,6728.411748365429,6724.804123457732,6728.411748365429,-0.05364654258274353,0.29028492868158273,0.014514246434079133,0.05000000000000026,57.364922333700086,2.8682461166850026,-0.05364654258274353,-1.008875110185118,6318.316222750188
31,-1324.373734705094,-4.4145791156836465,6769.862659162075,-1.7479122293911544,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.295861127686995,0.014793056384349744,0.05000000000000026,2.1962582660838098e-07,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.9899081073738079,0.051897093653678894,-1.8001326322555542,261.9410095214844,90.67794799804688,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,9300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
32,-1224.682842947023,-4.082276143156743,6556.59420982941,-0.6815699827278834,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.26027238439169736,0.013013619219584882,0.05000000000000026,3.642222923295253e-07,3.4007057962065694,0.0,0.0,3.5289810328473805e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0325375830364552,0.05137209594249725,-1.9439785480499268,15.478466510772705,76.7426528930664,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,9600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
33,-1783.7733530017438,-5.945911176672479,6849.462387911774,-2.145910873139656,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.23055902353828528,0.011527951176914271,0.05000000000000026,3.035328225442499e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.986618101582647,0.05439266562461853,-2.508314847946167,7.721996784210205,95.15419006347656,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,9900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
34,-1294.956635634882,-4.316522118782941,6763.584608743815,-1.716521977299898,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27744676017070974,0.013872338008535502,0.05000000000000026,1.4148303830924014e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9899010000975988,0.059979673475027084,-2.4624624252319336,127.64111328125,74.37198638916016,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,10200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
35,-1783.2096397755606,-5.944032132585202,6849.086605876666,-2.1440319629641325,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24361372617498625,0.012180686308749314,0.05000000000000026,1.6962107303481134e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9866223078912034,0.06414131075143814,-2.4427530765533447,11.520806312561035,93.99121856689453,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,10500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1439.9789699379478,-4.799929899793159,6722.440605774245,6724.804123457732,6722.440605774245,0.03514626805622998,0.25760875932320987,0.012880437966160493,0.05000000000000026,74.38994631419253,3.719497315709621,0.03514626805622998,-0.9941855152899438,6318.316222750188
36,-1223.1096446695733,-4.077032148898578,6555.545402991532,-0.6763259485384255,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2511274540121512,0.01255637270060757,0.05000000000000026,2.7833342628896663e-07,3.4007059220267184,0.0,0.0,3.5296101335920975e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0325404830953326,0.0676533654332161,-1.8069065809249878,341.66477966308594,84.69837188720703,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,10800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
37,-1294.7367553094589,-4.315789184364863,6763.4380181887645,-1.7157890245246321,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.28516051877984744,0.014258025938992367,0.05000000000000026,1.5984023416893133e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.989908265201382,0.07008493691682816,-2.197917938232422,7.965122699737549,106.32337951660156,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,11100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
38,-1783.3375177020737,-5.944458392340246,6849.171853179958,-2.144458199480598,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24531969599482623,0.012265984799741312,0.05000000000000026,1.9285965202611046e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.986469476419272,0.071334607899189,-1.9000797271728516,109.04531478881836,103.97478485107422,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,11400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
39,-1224.0581733482027,-4.080193911160675,6556.17929390452,-0.6794954031034266,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.25933427008145016,0.012966713504072518,0.05000000000000026,2.7811592554189964e-07,3.4006982299413173,0.0,0.0,3.49114970658507e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0323627086625258,0.07121600955724716,-1.4620928764343262,88.3207893371582,104.98686218261719,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,11700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
40,-1294.3109150441776,-4.314369716813926,6763.15412057894,-1.714369536475501,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2862171065076249,0.014310855325381254,0.05000000000000026,1.8033842291885163e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9898938512701024,0.06861081719398499,-2.256382703781128,168.25286865234375,87.60462188720703,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1432.3808312484753,-4.774602770828251,6721.820023673766,6724.804123457732,6721.820023673766,0.0443745234683822,0.2844026096275989,0.014220130481379947,0.05000000000000026,72.26073301293597,3.613036650646794,0.0443745234683822,-0.9926588226149603,6318.316222750188
41,-1243.6175942655377,-4.145391980885126,6555.88241881595,-0.678011027660553,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.26061322723574204,0.013030661361787115,0.05000000000000026,3.5028909612033305e-07,3.4673806029354832,0.0,0.0,3.5696813440813583e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.0327246757543052,0.06808046996593475,-2.168980360031128,82.39589309692383,92.76962280273438,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
42,-1780.2991619105871,-5.934330539701957,6847.14628378418,-2.134330352501737,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2772054812169932,0.013860274060849671,0.05000000000000026,1.8720022126247409e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863585814335024,0.06551270931959152,-1.8894360065460205,68.2985954284668,103.32264709472656,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
43,-1222.9162476548513,-4.076387492182838,6555.416306185631,-0.6756804645089541,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2610145798393768,0.013050728991968831,0.05000000000000026,3.316657879718376e-07,3.400706696008092,0.0,0.0,3.5334800404601423e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0325583170962205,0.06367551535367966,-2.1263997554779053,7.674526214599609,116.83863830566406,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,12900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
44,-1776.686946413655,-5.92228982137885,6844.738143632816,-2.1222896517449117,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3252371076489405,0.016261855382447024,0.05000000000000026,1.6963394704159296e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9863343677184381,0.0619296096265316,-1.8855664730072021,7.854372978210449,80.71680450439453,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
45,-1295.2523859579342,-4.317507953193114,6763.781772776598,-1.7175077974637758,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.23498008828417716,0.011749004414208869,0.05000000000000026,1.557293414982174e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9895790622087983,0.05981218069791794,-1.4406424760818481,91.37125396728516,94.55768585205078,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1431.4081666789164,-4.771360555596388,6721.17200307965,6724.804123457732,6721.17200307965,0.05401079810507654,0.25263456867209827,0.01263172843360491,0.05000000000000026,62.08566931045606,3.104283465522802,0.05401079810507654,-0.9910646285614887,6318.316222750188
46,-1294.901254314344,-4.316337514381146,6763.54768547719,-1.7163373609667576,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2144819287973058,0.010724096439865289,0.05000000000000026,1.53414393470803e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9895274852974828,0.060068387538194656,-1.6344529390335083,7.106415510177612,77.6456069946289,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,13800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
47,-1776.8111744876346,-5.922703914958782,6844.8209658835685,-2.1227037629986474,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33885914146920193,0.0169429570734601,0.05000000000000026,1.5196013962713567e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9861120891686255,0.06083947420120239,-2.059202194213867,5.535674333572388,107.3071517944336,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
48,-1222.0253596091532,-4.073417865363844,6554.822968067938,-0.6727137739204859,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.264449337441488,0.0132224668720744,0.05000000000000026,3.3306173398598985e-07,3.400703758381625,0.0,0.0,3.518791908125873e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0324905766713637,0.0596996434032917,-2.2078819274902344,10.278823375701904,131.92750549316406,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
49,-1294.821963330225,-4.31607321110075,6763.494821218438,-1.7160730396730193,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.22245746227991886,0.01112287311399594,0.05000000000000026,1.714277309141456e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9892382294061909,0.05944320932030678,-2.2547662258148193,7.747474908828735,100.60218048095703,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,14700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
50,-1220.5756577816755,-4.068585525938919,6553.857939863067,-0.6678886328961601,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27597508317709846,0.01379875415885494,0.05000000000000026,2.387570773807153e-07,3.400696654285684,0.0,0.0,3.4832714284181106e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0323261725003972,0.06168152019381523,-2.206378698348999,33.86189651489258,76.53678131103516,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1430.5895758272497,-4.768631919424165,6720.626609646977,6724.804123457732,6720.626609646977,0.06212097384640354,0.29482344126345994,0.014741172063172997,0.05000000000000026,62.294216889496774,3.1147108444748346,0.06212097384640354,-0.9897229073645647,6318.316222750188
51,-1779.3206853301076,-5.931068951100358,6846.493968031255,-2.1310687737370944,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.331620763576301,0.016581038178815056,0.05000000000000026,1.7736326375756e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9858715797168107,0.06154337897896767,-1.5299627780914307,5.891947269439697,96.60064697265625,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
52,-1294.8119350148204,-4.316039783382735,6763.488123851123,-1.7160395528364267,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.239976603476024,0.011998830173801198,0.05000000000000026,2.3054630498174615e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9891417538601404,0.059594009071588516,-2.1235511302948,10.927570819854736,135.3014373779297,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
53,-1220.3704611791577,-4.067901537263859,6553.7211390607,-0.667204628884301,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2865625804252136,0.014328129021260683,0.05000000000000026,3.0019678106666967e-07,3.400696608182774,0.0,0.0,3.483040913869661e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0323251028484195,0.05809713155031204,-1.4741106033325195,6.171799898147583,100.64724731445312,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,15900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
54,-1779.5465820337115,-5.931821940112371,6846.644570549629,-2.131821786328949,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3257065083712202,0.016285325418561,0.05000000000000026,1.537834300675723e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9858120197252289,0.05557452514767647,-2.0771584510803223,5.038050413131714,110.43708038330078,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,16200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
