episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_minimum_residual_authority,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_residual_requested_norm_mean,evaluation_residual_applied_norm_mean,evaluation_residual_execution_ratio_mean,evaluation_requested_residual_state_dependence_norm,evaluation_applied_residual_state_dependence_norm,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1298.137264874857,-4.327124216249524,6765.704459449001,-1.7271212308258201,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24247167024506505,0.01212358351225325,0.050000000000000266,2.9854237076883354e-06,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9895702272705635,0.09528787434101105,-2.2857542037963867,34.890926361083984,52.91852951049805,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1451.1109831210906,-4.8370366104036355,6729.85976561977,6724.804123457732,6729.85976561977,-0.07517902483437938,0.3586419263411243,0.017932096317056223,0.05000000000000026,88.97515489286863,4.448757744643423,-0.07517902483437938,-1.0124373742815904,6318.316222750188
11,-1785.5054718694967,-5.951684906231655,6850.616560947673,-2.1516817383191835,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.246125664952741,0.012306283247637056,0.05000000000000026,3.167912469903177e-06,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9852730171221288,0.09887681901454926,-2.2062296867370605,43.47829246520996,57.879051208496094,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
12,-1226.4646304983928,-4.088215434994643,6557.794031774655,-0.687569092454086,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24762200664665002,0.012381100332332492,0.05000000000000026,3.5849222004153416e-06,3.4006427576183653,0.0,0.0,3.213788091825725e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.031050546332516,0.10304564237594604,-2.2606239318847656,12.252556800842285,62.32166290283203,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
13,-1225.2737364898749,-4.084245788299583,6556.995520258958,-0.6835765348756117,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.25621612597622984,0.012810806298811489,0.05000000000000026,3.7115369078600676e-06,3.400665541887061,0.0,0.0,3.3277094353066826e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.031596088849603,0.10884575545787811,-2.3055036067962646,10.023362636566162,55.629486083984375,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,3900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
14,-1298.3069719341129,-4.327689906447043,6765.817521531226,-1.7276865412369264,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24990380122103242,0.012495190061051617,0.05000000000000026,3.365210119325899e-06,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.989523195268651,0.11265261471271515,-1.9596587419509888,65.1576042175293,46.24230194091797,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
15,-1786.261507851301,-5.954205026171004,6851.120504919736,-2.154201458179473,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.256618253759337,0.012830912687966841,0.05000000000000026,3.567991522937133e-06,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9859297168697987,0.11819002777338028,-1.9782581329345703,7.689295053482056,56.19219207763672,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1450.9296666669063,-4.836432222223021,6729.739034588313,6724.804123457732,6729.739034588313,-0.07338371556974917,0.3633710004659658,0.01816855002329829,0.05000000000000026,79.694427085998,3.9847213542999023,-0.07338371556974917,-1.0121403641338182,6318.316222750188
16,-1786.097939942685,-5.95365979980895,6851.011518534048,-2.1536565262510625,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24265128082958862,0.012132564041479443,0.050000000000000266,3.2735578837301035e-06,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9857108095234781,0.11765699088573456,-2.2248129844665527,147.71167755126953,75.69750213623047,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,4800.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
17,-1305.2208875020287,-4.350736291673429,6770.426983581861,-1.7507338514901578,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27979128219052174,0.013989564109526084,0.05000000000000026,2.4401832700333896e-06,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9893398104222161,0.115388423204422,-1.5296132564544678,8.411048889160156,59.767417907714844,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5100.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
18,-1250.3512370706014,-4.167837456902005,6560.365554661802,-0.7004267068897991,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33029712359389357,0.01651485617969467,0.05000000000000026,2.4374227768059837e-07,3.4674105062699256,0.0,0.0,3.7191980162953734e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.033402984969739,0.09339559078216553,-0.7981319427490234,9.229633331298828,59.830081939697266,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5400.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
19,-1255.6376046119685,-4.185458682039895,6563.891873814634,-0.7180583026539842,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.33561859781297726,0.016780929890648874,0.05000000000000026,2.0041138623885292e-07,3.4674001789745215,0.0,0.0,3.667561539276653e-06,0.0,0.0,0.17333333333333334,0.0,0.0,0.0,1.0331702948703052,0.08371388167142868,-2.124779224395752,7.786465883255005,44.922847747802734,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,5700.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
20,-1308.2389919262114,-4.360796639754038,6772.43947559639,-1.760796311562764,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.3286337874942214,0.01643168937471109,0.05000000000000026,3.2819127483207746e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9882573226024219,0.0846434012055397,-1.6926448345184326,8.42186689376831,73.55773162841797,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1446.6301706961106,-4.822100568987035,6731.322086847609,6724.804123457732,6731.322086847609,-0.09692421177206852,0.3077447079941958,0.015387235399709778,0.050000000000000266,44.261365646335776,2.213068282316786,-0.09692421177206852,-1.0160348275521403,6318.316222750188
21,-1794.393769893005,-5.981312566310017,6856.542691302605,-2.1813123900938196,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.24538361275130696,0.012269180637565354,0.05000000000000026,1.7621619080814344e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.984910507020443,0.08167015761137009,-1.750765085220337,9.72171688079834,78.72538757324219,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6300.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
22,-1794.6416495569256,-5.982138831856418,6856.7079444164265,-2.182138655662953,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.25539420047993244,0.01276971002399663,0.05000000000000026,1.761934653957311e-07,3.8,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.9850138059228404,0.07934456318616867,-1.653656005859375,10.02515697479248,80.43074035644531,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6600.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
23,-1229.8741495495074,-4.099580498498358,6560.068840693594,-0.698943137048773,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2533669354302128,0.012668346771510628,0.05000000000000026,2.560910363819829e-07,3.400637105358554,0.0,0.0,3.1855267927700428e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0309137192494047,0.07192781567573547,-2.0273056030273438,10.733835697174072,75.05208587646484,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,6900.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
24,-1302.1615630654187,-4.3405385435513955,6768.387867165789,-1.7405382694097586,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.2859153680134525,0.014295768400672617,0.05000000000000026,2.741416357748221e-07,2.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.9882890647491354,0.06731347739696503,-1.4724007844924927,14.029496192932129,73.05441284179688,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7200.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
25,-1230.1253110988484,-4.100417703662828,6560.236018763757,-0.6997790273996126,0.0,0.0,0.0,0.05000000000000026,0.04999999999999994,0.27546066668572927,0.013773033334286457,0.05000000000000026,2.4414368710181944e-07,3.400638432119524,0.0,0.0,3.1921605976198424e-06,0.0,0.0,0.17,0.0,0.0,0.0,1.0309458911535272,0.06350139528512955,-1.6318509578704834,142.20072174072266,52.47393798828125,1.0,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,7500.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,0.04999999999999994,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-1449.567949477698,-4.83189316492566,6728.840052786888,6724.804123457732,6728.840052786888,-0.06001556707172355,0.2966861436957406,0.014834307184787022,0.05000000000000026,65.79078816306279,3.289539408153138,-0.06001556707172355,-1.0099287809603452,6318.316222750188
