w_est_1_normalized,w_est_2_normalized,requested_delta_P100,requested_delta_F200,applied_delta_P100,applied_delta_F200
-1.0,-1.0,11.469097137451172,9.999998807907104,0.1413423870519298,0.1232375735497654
-1.0,0.0,-3.908202052116394,9.993759989738466,-0.04816373952606899,0.12316068785930777
-1.0,1.0,-11.32607102394104,9.902756810188293,-0.139579767723485,0.12203918662230674
0.0,-1.0,10.2775297164917,9.999924898147583,0.12665779753339057,0.1232366627037143
0.0,0.0,-10.467015981674194,9.261590838432312,-0.12899298056597588,0.11413761182017716
0.0,1.0,-11.912014961242676,9.65739369392395,-0.14680079949122402,0.11901539075313951
1.0,-1.0,8.538058519363403,9.992242455482483,0.1052209740185424,0.12314198613312977
1.0,0.0,-11.628854513168335,6.7404210567474365,-0.14331119842063655,0.08306732347612658
1.0,1.0,-11.991954803466797,8.75782310962677,-0.14778595882722934,0.10792929982702158
