episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
10,-1867.8039108329174,-0.9339019554164587,6397.313571527856,-0.933732658027407,0.0,0.00016094504544691393,0.6645,8.352343605343165e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08287642257437666,0.029101012274622917,-2.0700175762176514,5.922132730484009,44.747032165527344,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1775.2298431598438,-0.8876149215799218,6388.064063494977,6388.034197447298,6388.064063494977,-0.0004675311176502657,nan,6389.039849542907
11,-1767.7527166508141,-0.8838763583254071,6387.269862782317,-0.8835141142998265,0.0,0.0003604082416645777,0.9885,1.835783915071551e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09109036510579803,0.037399835884571075,-2.2348430156707764,7.634945869445801,47.243194580078125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,15.0,2.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
12,-1865.5717079481904,-0.9327858539740952,6396.972617787849,-0.9320278893274484,0.0,0.0007222593044673698,0.8495,3.5705342179620363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768702569458373,0.037902191281318665,-2.9706034660339355,11.898240566253662,48.52239227294922,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
13,-1809.5943389209187,-0.9047971694604594,6391.405711865975,-0.9041933597180947,0.0,0.0004429110217301814,0.518,0.00016089872063378138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10350406852532994,0.03686579689383507,-1.7869925498962402,24.191439628601074,50.4737548828125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
14,-1839.8941651794667,-0.9199470825897333,6394.485128773462,-0.9195904442555154,0.0,0.00020651789457992088,0.5,0.00015012043964109984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929632042811723,0.032086409628391266,-1.461260199546814,1.5801279544830322,52.088130950927734,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
15,-1743.4324249345548,-0.8717162124672774,6384.866780061482,-0.8714987006956639,0.0,0.00011711650452803721,0.3715,0.00010039526708492288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09239196087566949,0.0360986590385437,-2.266159772872925,1.7982088923454285,53.08732604980469,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1791.8168100954447,-0.8959084050477224,6389.668556429471,6388.034197447298,6389.668556429471,-0.02558469368912711,nan,6389.039849542907
16,-1782.010628440825,-0.8910053142204125,6388.736452890906,-0.8908470648427624,0.0,9.863740711929385e-05,0.333,5.961197053126092e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093450711288403,0.03869057074189186,-2.092313051223755,7.490202188491821,54.74237060546875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
17,-1891.0174036054623,-0.9455087018027312,6399.636063295154,-0.9453451168639301,0.0,0.00010389667321792262,0.3395,5.968826558503158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09046298635982553,0.03925926983356476,-2.0356550216674805,2.122085928916931,55.469852447509766,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
18,-1815.7075434262745,-0.9078537717131372,6392.094909291892,-0.9076393468476746,0.0,0.00014274048624444017,0.424,7.168437921882896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08968687545724778,0.036806683987379074,-1.7282156944274902,23.428571701049805,56.71466064453125,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
19,-1742.5053914223663,-0.8712526957111831,6384.781423674602,-0.8710719187612095,0.0,0.0001090021500591174,0.3665,7.17747999157535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08851512326262137,0.03504997119307518,-2.0302302837371826,19.4221248626709,57.370262145996094,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
20,-1811.9023586645765,-0.9059511793322882,6391.719037642615,-0.9057599886012885,0.0,0.00012276403921455866,0.4105,6.8426691787288e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10588225154009834,0.04301167652010918,-1.8123643398284912,18.220534324645996,57.44673538208008,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1792.1039145255056,-0.8960519572627529,6389.744852966825,6388.034197447298,6389.744852966825,-0.02677906014046356,nan,6389.039849542907
21,-1779.7017218530339,-0.8898508609265169,6388.460112267342,-0.8894653617249689,0.0,0.00032924381041797357,0.482,5.625539112904601e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10431375007335823,0.030178619548678398,-1.2066668272018433,1.960254430770874,59.30925750732422,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
22,-1824.9787111274397,-0.9124893555637199,6392.8226691607515,-0.911278146191937,0.0,0.0011715871951836529,0.7915,3.962217659781264e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08378124689382653,0.03904342278838158,-1.9827617406845093,18.718894958496094,57.965240478515625,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
23,-1742.598760327855,-0.8712993801639275,6384.693680377025,-0.870633202273469,0.0,0.0006597479971817579,0.78,6.42989327915906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972677266237183,0.0435233972966671,-2.141383647918701,3.050687789916992,57.24440002441406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
24,-1800.4267938478183,-0.9002133969239091,6390.519339306259,-0.8997614969195497,0.0,0.0004470117965329244,0.877,4.888207826169635e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09461730208845731,0.038735531270504,-2.206346035003662,2.591228485107422,58.218318939208984,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,16.0,3.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
25,-1801.168820918118,-0.900584410459059,6390.544859709461,-0.8998890989355137,0.0,0.0006919180614476626,0.918,3.393462099287655e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07989278120936777,0.042945943772792816,-2.107792854309082,9.578901290893555,56.71382141113281,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1777.0814931940774,-0.8885407465970386,6388.041393969054,6388.034197447298,6388.041393969054,-0.00011265628101277693,nan,6389.039849542907
26,-1801.9800663409467,-0.9009900331704733,6390.588603574591,-0.9001078182612161,0.0,0.0008800269263582123,0.935,2.187982897972562e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09122322182523761,0.04469510540366173,-2.1152327060699463,18.319693565368652,57.425445556640625,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
27,-1831.4265014429704,-0.9157132507214852,6393.555989585767,-0.914944748317112,0.0,0.0007672338475696065,0.974,1.2685568043183872e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08877371002693812,0.04106368124485016,-1.5478967428207397,2.506774067878723,57.3302116394043,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
28,-1814.1254839454448,-0.9070627419727224,6391.832546010777,-0.9063275304420498,0.0,0.0007342352321106073,0.991,9.76298562672941e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378072068267885,0.040308840572834015,-1.889504313468933,13.025805473327637,56.525367736816406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
29,-1776.6954571636188,-0.8883477285818094,6388.014728994481,-0.887238445360591,0.0,0.0011089334582685404,0.9935,3.497629518436983e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08825796338643423,0.056470923125743866,-2.048694372177124,16.41450023651123,58.00642013549805,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
30,-1823.3879439940185,-0.9116939719970093,6392.680724845871,-0.9105684246175784,0.0,0.0011246814122613503,0.975,8.659671695046731e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07515911608073221,0.048398349434137344,-1.8957101106643677,1.7067741751670837,57.93037796020508,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1776.1141206508498,-0.888057060325425,6388.040385537422,6388.034197447298,6388.040385537422,-9.687002186705184e-05,nan,6389.039849542907
31,-1783.3873609509997,-0.8916936804754998,6388.704967540135,-0.8906896380889201,0.0,0.0010022545460929395,0.9755,1.7878404875752991e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08703095261074255,0.040256939828395844,-1.9191642999649048,16.945677757263184,57.88661575317383,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
32,-1728.0658145067705,-0.8640329072533852,6383.200790811114,-0.8631687544437399,0.0,0.0008622345933283841,0.968,1.9182163159938234e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09599294096818493,0.041717905551195145,-1.8720459938049316,1.8597163558006287,57.02021408081055,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
33,-1703.95269451113,-0.8519763472555649,6380.786950004209,-0.8510995504093328,0.0,0.000875326330524722,0.969,1.4705157076910316e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09376388664479346,0.04329812899231911,-2.125992774963379,25.885042190551758,55.995086669921875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
34,-1781.6640559037894,-0.8908320279518948,6388.54359843255,-0.8898827925509817,0.0,0.0009465042631510914,0.941,2.7311377599262994e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210869427317725,0.04720095545053482,-1.450778841972351,14.167137145996094,60.14525604248047,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,17.0,5.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
35,-1817.7999063923967,-0.9088999531961983,6392.179917962017,-0.908064390198297,0.0,0.0008328040964350685,0.9635,2.7589014652188645e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09153060940250006,0.05185646191239357,-2.037715196609497,1.5899717211723328,59.007408142089844,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1776.5394302179284,-0.8882697151089642,6388.036243963113,6388.034197447298,6388.036243963113,-3.203670725181203e-05,nan,6389.039849542907
36,-1816.0622080840317,-0.9080311040420158,6391.995275523885,-0.9071411780075759,0.0,0.0008878400746137086,0.9585,2.0859598266090567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08893038773838259,0.045061226934194565,-1.8815948963165283,4.662626266479492,59.51544952392578,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
37,-1778.76082812375,-0.889380414061875,6388.243282246159,-0.8883812116189984,0.0,0.0009972964077000872,0.9685,1.9060351750885626e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888538318682486,0.04783397912979126,-2.232074499130249,10.165341854095459,58.455440521240234,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
38,-1795.0130155259576,-0.8975065077629788,6389.882133224464,-0.8965754665104718,0.0,0.0009285084277147137,0.9655,2.532824790767916e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09430834484467249,0.03484174236655235,-1.7278258800506592,2.535993814468384,59.6338005065918,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
39,-1760.8704536893026,-0.8804352268446514,6386.529810976957,-0.8798138552730312,0.0,0.0006200148470750853,0.983,1.3567245452748443e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08381030144746208,0.035142380744218826,-2.1871230602264404,1.4348245859146118,60.51483154296875,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
40,-1800.0690752143275,-0.9000345376071638,6390.451299551142,-0.8994212981439381,0.0,0.0006111471051352726,0.969,2.092358089418035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08976269709493188,0.036219291388988495,-1.9364204406738281,18.457261085510254,59.74600601196289,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,-1775.9377026856644,-0.8879688513428322,6388.046786952429,6388.034197447298,6388.046786952429,-0.0001970794886555818,nan,6389.039849542907
41,-1797.4307718670664,-0.8987153859335332,6390.176510456669,-0.8980473526715567,0.0,0.0006653237245448456,0.9565,2.7095374353387713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08776710239139597,0.03869693726301193,-2.099285840988159,1.2684912085533142,60.13285827636719,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,6.0,0.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
42,-1780.8850633910395,-0.8904425316955197,6388.522125753684,-0.8897754291566545,0.0,0.00066313232370274,0.909,3.970215162340814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.08903743518573107,0.03403817489743233,-1.4865614175796509,18.854323387145996,60.87330627441406,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,7.0,1.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
43,-1872.5197146510898,-0.9362598573255448,6397.694858671414,-0.9356390937451864,0.0,0.0006173584011450322,0.9195,3.4051792153060746e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09516054542132657,0.035848893225193024,-1.7569187879562378,11.94520378112793,61.46839141845703,1.0,0.0,72.0,1.0,164.0,35.0,0.0,0.002,0.2839597072050584,20000.0,18.0,7.0,1.0,0.0,0.0,355.01875607297603,0.9347801370847534,7.0,nan,19.184390194661116,-19.525707978098865,nan,nan,nan,nan,nan,nan,nan,6389.039849542907
