time_min,X2,P2,P100,F200,F1,X1,T1,T200,actor_a1,actor_a2,residual_P100,residual_F200,applied_residual_P100,applied_residual_F200,execution_mask,feasible_action_mapping_scale,feasible_action_mapping_gap,base_P100_norm,base_F200_norm,candidate_P100_norm,candidate_F200_norm,qp_nominal_P100_norm,qp_nominal_F200_norm,hinf_feedback_P100_norm,hinf_feedback_F200_norm,reward,economic_cost,economic_reward,projection_penalty,mapping_penalty,move_penalty,safety_penalty,state_excess_squared,input_excess_squared,rpi_excess_squared,violation,rpi_violation,projection_gap,e_X2_norm,e_P2_norm,w_X2_norm,w_P2_norm
0.0,29.185941806951135,53.5503029016411,162.99190623019092,224.2862537849691,10.400246704903484,4.8082372219248946,38.23328138575348,28.599944494071757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.2871809376980907,0.08396253784969093,-0.2871809376980907,0.08396253784969093,-0.2871809376980907,0.08396253784969093,0.0,0.0,5.669578223811049,5076.651395160147,5.669578223811049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,-0.01289096435366785,0.0012709918590552427,-0.01289096435366785,0.0012709918590552427
0.2,28.41703655677874,53.45955596621997,211.2266394828131,224.97696563892174,9.76489419242352,5.387105679335886,43.20514501211802,26.501739724422464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09389569120353292,0.08476313810980705,0.09389569120353292,0.08476313810980705,0.09389569120353292,0.08476313810980705,0.10127070362459809,0.006106518279410353,0.2112059668126949,6168.325846559818,0.2112059668126949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0005119058338096671,0.0028824689890205035,0.006630368218394104,0.0006409309143747817
0.4,28.426462243537202,53.45113524962278,219.7010323744741,224.85746569800662,10.08736834920663,5.3210463390255125,40.553101290143594,20.180051710258756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28885794077756377,0.08477313193597663,0.28885794077756377,0.08477313193597663,0.28885794077756377,0.08477313193597663,-0.008947617032822857,0.0049015250440896645,-0.9792303104260327,6406.413102007564,-0.9792303104260327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0014275568505260627,0.0010443184237703962,0.0016348495644916184,-0.001711986059427171
0.6000000000000001,28.440197008787948,53.41174406267269,219.2649987581982,224.5001321549193,10.04193984618319,5.392573906924701,41.948208405045705,27.202315253219247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28875521571246754,0.08469909703424047,0.28875521571246754,0.08469909703424047,0.28875521571246754,0.08469909703424047,-0.013205228130485516,0.0014022245149526366,-0.8877947675303222,6388.125993428422,-0.8877947675303222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0036037036599829986,0.0017904534439024677,0.0031080692916008357,0.0008890189571493722
0.8,28.472839210929802,53.424050748802394,217.38384857658937,224.5581715192177,9.511660838481907,4.875975093507288,42.784096586979615,20.27973137654861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28865296598765,0.08462540471462734,0.28865296598765,0.08462540471462734,0.28865296598765,0.08462540471462734,-0.031914480221756455,0.0020563104775496942,-0.3869069882377198,6287.948437569901,-0.3869069882377198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.00878967258328614,-0.00022698401434706472,0.007408653457789463,-0.0016820124732878068
1.0,28.55062874477935,53.38109809046223,213.5525681939176,224.04101864764908,9.57974371962355,4.7531596719138705,41.45157812625245,27.788789608608006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28855118940356794,0.08455205339190507,0.28855118940356794,0.08455205339190507,0.28855118940356794,0.08455205339190507,-0.07012550746439199,-0.0030418669154141866,0.033311248584450365,6203.904790205467,0.033311248584450365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.008943428533926906,9.393930859571964e-05,0.004869766017580012,0.0010017975527361728
1.2000000000000002,28.55293508403896,53.38492469682969,213.36519992735063,224.08537878163978,9.702823053454093,5.339003599639919,39.86233447805362,23.32837891385539,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.288449883770854,0.08447904148817677,0.288449883770854,0.08447904148817677,0.288449883770854,0.08447904148817677,-0.07189788449734771,-0.002525253671778816,-0.016796863179270077,6213.926412558211,-0.016796863179270077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.01041843201035808,-0.001276375857104689,0.006323386848028623,-0.0006678241048263786
1.4000000000000001,28.575060136185428,53.35493852675327,212.40209132071368,223.7934096563254,9.788623974961322,5.042240064031676,42.868868641554094,24.653910073849786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2883490469102721,0.08440636743284698,0.2883490469102721,0.08440636743284698,0.2883490469102721,0.08440636743284698,-0.08142813370313524,-0.0053722708695930115,0.044191725301848235,6201.728694861988,0.044191725301848235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.00911265657961624,-0.002090763234839893,0.004129485521330587,-3.7439316187267997e-05
1.6,28.5554735047243,53.33608285026834,213.57627081072945,223.68261755716733,9.722654683193868,4.511417257472918,43.29657994043157,29.476880934502887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2882486766526695,0.0843340296625879,0.2882486766526695,0.0843340296625879,0.2882486766526695,0.0843340296625879,-0.06958596854537494,-0.006407854090914575,-0.06222709678163028,6223.012459278683,-0.06222709678163028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.006396510239224634,-0.0010194603388699042,0.0018883140980389306,0.001721763881411138
1.8,28.514731309618426,53.354952861849696,215.5651149133548,223.9450070896703,9.515502799821103,4.554551412731749,36.84703805003972,25.31774232555027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.288148770838933,0.08426202662130572,0.288148770838933,0.08426202662130572,0.288148770838933,0.08426202662130572,-0.04959762170538518,-0.0037119557246024612,-0.203407445675075,6251.248529057372,-0.203407445675075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.006367920942923017,-0.0015912002785175294,0.0032722466488891715,-0.00010176933663831773
